"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid","rel_class","abs_ofav","abs_ssid","delta_log10p","p_ofav","p_ssid","p_ratio","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","site"
"MacArthur North vs Rainbow Reef.16","MacN_Rainbow","OG0002871","Ofaveolata018010","Ssiderea002238",-1.30216859054203,1.80333278261536,NA,"trypsinogen activation",NA,"Function Unknown","Inverse",1.80333278261536,1.30216859054203,0.50116419207333,0.015727772458689,0.0498690861045659,3.1707659959828,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.17","MacN_Rainbow","OG0003004","Ofaveolata032422","Ssiderea007654",-1.84863432812044,2.65887341392659,NA,NA,NA,NA,"Inverse",2.65887341392659,1.84863432812044,0.81023908580615,0.00219344417677684,0.0141698636704108,6.46009769495601,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.18","MacN_Rainbow","OG0003313","Ofaveolata004925","Ssiderea011320",-1.34719367640124,1.96302422852404,"cerebellar Purkinje cell layer maturation","Arginine-glutamic acid dipeptide","Transcription","Transcription","Inverse",1.96302422852404,1.34719367640124,0.6158305521228,0.0108886934553644,0.0449579317409754,4.12886375443204,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.19","MacN_Rainbow","OG0004485","Ofaveolata031172","Ssiderea048618",-2.20480515411948,1.3296593165356,"sequence-specific DNA binding","sequence-specific DNA binding","Transcription","Transcription","Inverse",1.3296593165356,2.20480515411948,0.87514583758388,0.046810220131781,0.00624014736413765,7.50146068677817,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.20","MacN_Rainbow","OG0004604","Ofaveolata013633","Ssiderea044691",-1.86620714961555,2.96862861122334,NA,"Required for formation of the RNA induced silencing complex (RISC). Component of the RISC loading complex (RLC), also known as the micro-RNA (miRNA) loading complex (miRLC), which is composed of dicer1, ago2 and tarbp2. Within the RLC miRLC, dicer1 and tarbp2 are required to process precursor miRNAs (pre-miRNAs) to mature miRNAs and then load them onto ago2. ago2 bound to the mature miRNA constitutes the minimal RISC and may subsequently dissociate from dicer1 and tarbp2. May also play a role in the production of short interfering RNAs (siRNAs) from double-stranded RNA (dsRNA) by dicer1",NA,"","Inverse",2.96862861122334,1.86620714961555,1.10242146160779,0.00107490823177349,0.0136079545594925,12.6596430813826,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.21","MacN_Rainbow","OG0004737","Ofaveolata003318","Ssiderea030027",-3.19325005130109,1.66536661113877,NA,"collagen",NA,"Extracellular structures","Inverse",1.66536661113877,3.19325005130109,1.52788344016232,0.021608936280094,0.000640840497200649,33.7196796620801,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.22","MacN_Rainbow","OG0005954","Ofaveolata031778","Ssiderea006713",-1.18957836079404,5.25415585791682,"ankyrin repeat","ATPase activity, coupled to transmembrane movement of substances","Translation, ribosomal structure and biogenesis","Defense mechanisms","Inverse",5.25415585791682,1.18957836079404,4.06457749712278,5.56985824150781e-06,0.0646281373381943,11603.1924935847,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.23","MacN_Rainbow","OG0006354","Ofaveolata019333","Ssiderea037268",1.4413576107115,-5.24227966959001,"It is involved in the biological process described with","It is involved in the biological process described with","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",5.24227966959001,1.4413576107115,3.80092205887851,5.72427290259202e-06,0.0361944839766024,6322.98365093899,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.24","MacN_Rainbow","OG0006604","Ofaveolata030665","Ssiderea013912",-3.0616409706291,2.98640958826336,"heat shock protein binding","regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.98640958826336,3.0616409706291,0.07523138236574,0.00103178785541818,0.000867678885727046,1.18913560349417,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.25","MacN_Rainbow","OG0006643","Ofaveolata017575","Ssiderea018481",-1.54215733637155,4.87974698893156,"Belongs to the sterol desaturase family","lathosterol oxidase activity","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",4.87974698893156,1.54215733637155,3.33758965256001,1.3190249516781e-05,0.028697407429019,2175.65311349944,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.26","MacN_Rainbow","OG0006814","Ofaveolata013102","Ssiderea001391",1.78009177457552,-1.30728752246519,"sequence-specific DNA binding","sequence-specific DNA binding","Transcription","Transcription","Inverse",1.30728752246519,1.78009177457552,0.47280425211033,0.0492847408788435,0.0165923624262672,2.97032692588858,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.27","MacN_Rainbow","OG0006894","Ofaveolata033691","Ssiderea053633",-1.27287497439429,8.01741808581362,NA,"Von Willebrand factor",NA,"","Inverse",8.01741808581362,1.27287497439429,6.74454311141933,9.60687000686695e-09,0.0533488455157657,5553197.39703276,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.28","MacN_Rainbow","OG0007422","Ofaveolata026288","Ssiderea039581",1.21223375610056,-2.28571879396879,"CENP-S protein","centromere protein T","Chromatin structure and dynamics","Chromatin structure and dynamics","Inverse",2.28571879396879,1.21223375610056,1.07348503786823,0.00517942091325022,0.0613431740759297,11.8436356309638,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.29","MacN_Rainbow","OG0007602","Ofaveolata009888","Ssiderea051823",1.25134892505224,-1.94367637963047,"planar cell polarity effector","planar cell polarity effector",NA,"Function Unknown","Inverse",1.94367637963047,1.25134892505224,0.69232745457823,0.0113847532000645,0.0560597394497633,4.92410669468405,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.30","MacN_Rainbow","OG0007729","Ofaveolata006488","Ssiderea010069",1.97475611358609,-1.33524801194432,"adenosine 3'-phospho 5'-phosphosulfate transporter","adenosine 3'-phospho 5'-phosphosulfate transporter","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.33524801194432,1.97475611358609,0.63950810164177,0.0462117045495336,0.0105984873652103,4.3602169778703,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.31","MacN_Rainbow","OG0007747","Ofaveolata030402","Ssiderea034170",1.23711303294936,-2.33297987280539,"vesicle fusion with Golgi apparatus","vesicle fusion with Golgi apparatus","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Inverse",2.33297987280539,1.23711303294936,1.09586683985603,0.00464536803486136,0.0579277909311447,12.470011094153,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.32","MacN_Rainbow","OG0009197","Ofaveolata025991","Ssiderea038867",1.24052799979262,-2.72000198585707,"RanBP-type and C3HC4-type zinc","ranBP-type and C3HC4-type zinc finger-containing protein","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.72000198585707,1.24052799979262,1.47947398606445,0.00190545200506418,0.0574740763019077,30.1629619371976,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.33","MacN_Rainbow","OG0009198","Ofaveolata010955","Ssiderea055738",-1.94713946437707,3.13273138786893,"ionotropic glutamate receptor activity","ionotropic glutamate receptor activity","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Inverse",3.13273138786893,1.94713946437707,1.18559192349186,0.000736662584114805,0.0112943316314541,15.3317568653575,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.34","MacN_Rainbow","OG0009490","Ofaveolata002891","Ssiderea024554",1.17188578551326,-2.16416950510587,"phytanoyl-CoA dioxygenase activity","phytanoyl-CoA dioxygenase activity","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",2.16416950510587,1.17188578551326,0.99228371959261,0.00685220732650689,0.0673153664730453,9.82389517209212,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.35","MacN_Rainbow","OG0009510","Ofaveolata005880","Ssiderea047898",-1.38288265728204,1.08711497708617,"transmembrane transport","transmembrane transport",NA,"Function Unknown","Inverse",1.08711497708617,1.38288265728204,0.29576768019587,0.0818248132743941,0.0414111549164505,1.97591237045865,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.36","MacN_Rainbow","OG0009652","Ofaveolata025017","Ssiderea021332",1.34259302865908,-1.21201940906684,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","Amino acid transport and metabolism","Amino acid transport and metabolism","Inverse",1.21201940906684,1.34259302865908,0.13057361959224,0.0613734576122772,0.0454367198421089,1.35074578062739,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.37","MacN_Rainbow","OG0009767","Ofaveolata008116","Ssiderea009645",-1.30216859054203,1.39972645118007,"Initiation factor","Initiation factor","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.39972645118007,1.30216859054203,0.0975578606380401,0.0398358005080282,0.0498690861045659,1.25186604683683,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.38","MacN_Rainbow","OG0010817","Ofaveolata007716","Ssiderea009315",-1.01848700114548,5.31245787772707,"polycystic kidney disease protein 1-like","polycystic kidney disease protein 1-like","","","Inverse",5.31245787772707,1.01848700114548,4.29397087658159,4.87014758494007e-06,0.0958325399484597,19677.5432935138,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.39","MacN_Rainbow","OG0011071","Ofaveolata034096","Ssiderea031692",-1.8570231668524,2.04539564249532,"LETM1 domain containing 1","LETM1 domain containing 1","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",2.04539564249532,1.8570231668524,0.18837247564292,0.00900750179841352,0.0138987848804564,1.54302327010407,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.40","MacN_Rainbow","OG0011115","Ofaveolata006719","Ssiderea032352",1.89122054601413,-1.03238347962987,"tRNA methylation","tRNA methylation","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.03238347962987,1.89122054601413,0.85883706638426,0.0928146476630382,0.0128463412370737,7.22498693987522,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.41","MacN_Rainbow","OG0011284","Ofaveolata023237","Ssiderea045978",-2.6703593403228,3.24950848218705,"BRCA1 interacting protein C-terminal helicase 1","BRCA1 interacting protein C-terminal helicase 1","Replication, recombination and repair","Replication, recombination and repair","Inverse",3.24950848218705,2.6703593403228,0.57914914186425,0.00056297812178512,0.00213619384635149,3.79445268597282,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.42","MacN_Rainbow","OG0011897","Ofaveolata030404","Ssiderea034168",-1.78033669130406,2.65006366954221,"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase","F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase",NA,"Function Unknown","Inverse",2.65006366954221,1.78033669130406,0.86972697823815,0.0022383929559455,0.0165830079406571,7.40844358744526,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.43","MacN_Rainbow","OG0011944","Ofaveolata014908","Ssiderea004908",1.45331747572615,-2.13479726699445,"Belongs to the enoyl-CoA hydratase isomerase family","Belongs to the enoyl-CoA hydratase isomerase family","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",2.13479726699445,1.45331747572615,0.6814797912683,0.00733166702814507,0.0352113376821962,4.80263731931983,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.44","MacN_Rainbow","OG0012143","Ofaveolata002328","Ssiderea012842",-1.0184279851765,8.93181572984114,NA,"Lactose-binding lectin l-2-like",NA,"Signal transduction mechanisms","Inverse",8.93181572984114,1.0184279851765,7.91338774466464,1.16999571223258e-09,0.0958455634491698,81919585.2147851,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.45","MacN_Rainbow","OG0012596","Ofaveolata030676","Ssiderea013935",2.24463744101042,-1.25170132586263,"Dienelactone hydrolase family","Dienelactone hydrolase family","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism","Inverse",1.25170132586263,2.24463744101042,0.99293611514779,0.0560142691859843,0.00569328020591628,9.83866368069781,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.46","MacN_Rainbow","OG0004258","Ofaveolata005181","Ssiderea016583",1.192445711059,5.00734463556837,"Neurotransmitter-gated ion-channel ligand binding domain","Neurotransmitter-gated ion-channel ligand binding domain","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Direct",5.00734463556837,1.192445711059,3.81489892450937,9.8323055081615e-06,0.0642028473201113,6529.78564049077,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.47","MacN_Rainbow","OG0009700","Ofaveolata031851","Ssiderea007204",1.02305265952405,3.25897398518606,"granuloma formation","granuloma formation","Transcription","Transcription","Direct",3.25897398518606,1.02305265952405,2.23592132566201,0.000550840691503228,0.0948303471655379,172.155667924148,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.48","MacN_Rainbow","OG0011304","Ofaveolata014004","Ssiderea043937",1.09621046179616,3.47376706863805,NA,"protein monoubiquitination",NA,"Posttranslational modification, protein turnover, chaperones","Direct",3.47376706863805,1.09621046179616,2.37755660684189,0.000335917733491158,0.0801289659351282,238.537468987887,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.49","MacN_Rainbow","OG0011821","Ofaveolata008962","Ssiderea007806",1.02139400474714,4.26751541334724,"SCF complex assembly","SCF complex assembly",NA,"Function Unknown","Direct",4.26751541334724,1.02139400474714,3.2461214086001,5.40112945522437e-05,0.095193215126499,1762.46868207206,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.50","MacN_Rainbow","OG0011829","Ofaveolata025813","Ssiderea055555",-1.12367738209931,-3.33983638193962,"phospholipid-translocating ATPase activity","phospholipid-translocating ATPase activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Direct",3.33983638193962,1.12367738209931,2.21615899984031,0.00045726042752223,0.0752181448406883,164.497385545202,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Rainbow Reef.51","MacN_Rainbow","OG0012109","Ofaveolata015207","Ssiderea051110",-1.16106110883488,-3.64822099431035,"Polymerase (DNA directed) iota","DNA-directed DNA polymerase activity","Replication, recombination and repair","Replication, recombination and repair","Direct",3.64822099431035,1.16106110883488,2.48715988547547,0.000224791044707887,0.0690142688208852,307.015205657184,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Rainbow Reef"
"MacArthur North vs Star Island.1","MacN_Star","OG0000237","Ofaveolata027123","Ssiderea025805",-2.31432617947103,1.33277126907302,"Receptor-type tyrosine-protein phosphatase","Receptor-type tyrosine-protein phosphatase","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.33277126907302,2.31432617947103,0.98155491039801,0.0464759987043992,0.0048492415816609,9.58417887039583,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.2","MacN_Star","OG0000413","Ofaveolata007887","Ssiderea009036",1.21045854112099,-1.88172601819779,NA,"negative regulation of DNA replication",NA,"Function Unknown","Inverse",1.88172601819779,1.21045854112099,0.6712674770768,0.0131302798304105,0.0615944325953673,4.69102207956839,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.3","MacN_Star","OG0000570","Ofaveolata001035","Ssiderea022318",5.65177821383001,-2.65900578071421,"fibroblast growth factor-activated receptor activity","fibroblast growth factor-activated receptor activity","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",2.65900578071421,5.65177821383001,2.9927724331158,0.00219277574802522,2.22957346057182e-06,983.495626765687,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.4","MacN_Star","OG0001035","Ofaveolata013447","Ssiderea000550",-1.05713771969311,1.7849230786588,"ammonium transmembrane transporter activity","ammonium transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Inverse",1.7849230786588,1.05713771969311,0.72778535896569,0.0164088037680482,0.0876722758353053,5.34300227332989,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.5","MacN_Star","OG0001690","Ofaveolata001039","Ssiderea022313",1.30678975037704,-1.41478217551617,NA,"fibroblast growth factor-activated receptor activity",NA,"Signal transduction mechanisms","Inverse",1.41478217551617,1.30678975037704,0.10799242513913,0.0384784726054796,0.0493412615898656,1.2823082167466,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.6","MacN_Star","OG0002140","Ofaveolata021349","Ssiderea047484",-2.03810555843028,3.79915240055061,"embryonic heart tube elongation","embryonic heart tube elongation","Transcription","Transcription","Inverse",3.79915240055061,2.03810555843028,1.76104684212033,0.000158798940113718,0.00915997823134294,57.6828675605981,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.7","MacN_Star","OG0002166","Ofaveolata014644","Ssiderea004121",2.13877077168829,-2.3184570763813,NA,"polycystic kidney disease protein 1-like",NA,"","Inverse",2.3184570763813,2.13877077168829,0.17968630469301,0.00480333551796994,0.00726489310168075,1.51246838254413,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.8","MacN_Star","OG0002838","Ofaveolata017838","Ssiderea002334",-1.2341344520574,1.11042855895808,"Tyrosine kinase, catalytic domain","Tyrosine kinase, catalytic domain","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.11042855895808,1.2341344520574,0.12370589309932,0.0775481498859616,0.0583264505034469,1.32955373105344,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.9","MacN_Star","OG0003125","Ofaveolata001436","Ssiderea026474",1.60883347970973,-2.36672663439347,"bile acid:sodium symporter activity","Hermansky-Pudlak Syndrome 1","Translation, ribosomal structure and biogenesis","Function Unknown","Inverse",2.36672663439347,1.60883347970973,0.75789315468374,0.00429806882535104,0.0246131115673693,5.72655128791686,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.10","MacN_Star","OG0003766","Ofaveolata031849","Ssiderea007202",1.28566999115813,-1.48329439046749,"Major Facilitator Superfamily","Major Facilitator Superfamily","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.48329439046749,1.28566999115813,0.19762439930936,0.0328628791340235,0.0518000297107378,1.57624745840082,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.11","MacN_Star","OG0004202","Ofaveolata030015","Ssiderea052996",1.31199818366998,-1.0417804726015,"extrinsic apoptotic signaling pathway in absence of ligand","extrinsic apoptotic signaling pathway in absence of ligand","Coenzyme transport and metabolism","Coenzyme transport and metabolism","Inverse",1.0417804726015,1.31199818366998,0.27021771106848,0.0908279531765977,0.0487530529075837,1.86302083171635,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.12","MacN_Star","OG0005954","Ofaveolata031778","Ssiderea006713",-1.30963606811484,2.30454286489239,"ankyrin repeat","ATPase activity, coupled to transmembrane movement of substances","Translation, ribosomal structure and biogenesis","Defense mechanisms","Inverse",2.30454286489239,1.30963606811484,0.99490679677755,0.00495971972515538,0.0490189418261719,9.88340965670922,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.13","MacN_Star","OG0006292","Ofaveolata021886","Ssiderea020410",-1.33935041276409,1.29986913826174,NA,"melanosome organization",NA,"Cytoskeleton","Inverse",1.29986913826174,1.33935041276409,0.0394812745023501,0.0501338274263392,0.0457772381636293,1.09516933387588,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.14","MacN_Star","OG0006449","Ofaveolata003392","Ssiderea029895",-1.34319197825177,1.04079772946742,"UDP-glucose 6-dehydrogenase activity","UDP-glucose 6-dehydrogenase activity","","","Inverse",1.04079772946742,1.34319197825177,0.30239424878435,0.0910337158996137,0.0453740997800658,2.0062924959584,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.15","MacN_Star","OG0006663","Ofaveolata034385","Ssiderea052807",-1.06257354808677,1.00426234676717,"medium-chain-acyl-CoA dehydrogenase activity","medium-chain-acyl-CoA dehydrogenase activity","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.00426234676717,1.06257354808677,0.0583112013195999,0.0990233588081917,0.0865817684088381,1.14369757776954,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.16","MacN_Star","OG0006894","Ofaveolata033691","Ssiderea053633",-1.88029217720098,1.36595052432922,NA,"Von Willebrand factor",NA,"","Inverse",1.36595052432922,1.88029217720098,0.51434165287176,0.04305756597131,0.0131737016263401,3.26844854943571,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.17","MacN_Star","OG0007026","Ofaveolata022019","Ssiderea023373",-1.08753169763324,1.68188645601446,"WD domain, G-beta repeat","WD repeat-containing protein 17","Chromatin structure and dynamics","Chromatin structure and dynamics","Inverse",1.68188645601446,1.08753169763324,0.59435475838122,0.0208024048383952,0.0817463371977686,3.92965802909904,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.18","MacN_Star","OG0007954","Ofaveolata032478","Ssiderea034805",-1.5180207507479,3.6551295979312,"tRNA re-export from nucleus","tRNA re-export from nucleus","","","Inverse",3.6551295979312,1.5180207507479,2.1371088471833,0.000221243439795485,0.0303374622723592,137.122539318693,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.19","MacN_Star","OG0007991","Ofaveolata015836","Ssiderea033795",1.22533933635035,-1.77447291314885,"transmembrane transport","transmembrane transport",NA,"Function Unknown","Inverse",1.77447291314885,1.22533933635035,0.5491335767985,0.0168084275623195,0.0595196904204866,3.54106237480035,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.20","MacN_Star","OG0008101","Ofaveolata027948","Ssiderea007534",1.49355524983886,-1.61242557547963,NA,"protein kinase regulator activity",NA,"Function Unknown","Inverse",1.61242557547963,1.49355524983886,0.11887032564077,0.0244103734982054,0.0320955446688534,1.31483218276906,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.21","MacN_Star","OG0008524","Ofaveolata004630","Ssiderea016539",-1.81779363108256,1.60338153199189,"microtubule motor activity","microtubule motor activity","Cytoskeleton","Cytoskeleton","Inverse",1.60338153199189,1.81779363108256,0.21441209909067,0.0249240416319299,0.0152127023823349,1.63837042265889,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.22","MacN_Star","OG0009069","Ofaveolata018779","Ssiderea003306",1.08759194649243,-1.1447650088015,"phosphodiesterase","Phosphodiesterase 9A","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.1447650088015,1.08759194649243,0.05717306230907,0.0716531011120977,0.0817349974682681,1.14070425703415,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.23","MacN_Star","OG0009811","Ofaveolata030299","Ssiderea027589",-1.02687968654035,1.12482755239972,"Protein C10","Chromosome 12 open reading frame 57",NA,"Function Unknown","Inverse",1.12482755239972,1.02687968654035,0.09794786585937,0.0750192032906168,0.0939983680036442,1.25299075277438,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.24","MacN_Star","OG0010816","Ofaveolata019794","Ssiderea012056",1.32773814209147,-5.80665351556411,"major facilitator superfamily","major facilitator superfamily","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",5.80665351556411,1.32773814209147,4.47891537347264,1.56079722570875e-06,0.0470177516744718,30124.189676927,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.25","MacN_Star","OG0010911","Ofaveolata027224","Ssiderea025214",-1.66184053384756,1.90058413504733,"adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate","adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.90058413504733,1.66184053384756,0.23874360119977,0.0125723326935399,0.0217850954019975,1.73278069655215,"Inverse","Inverse",NA,NA,NA,NA,NA,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.26","MacN_Star","OG0000451","Ofaveolata021443","Ssiderea057287",-3.40845287838836,-1.29611524908055,"transitional stage B cell differentiation","non-membrane spanning protein tyrosine kinase activity","","","Direct",1.29611524908055,3.40845287838836,2.11233762930781,0.0505690448709317,0.000390433542842599,129.52023666501,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"MacArthur North vs Star Island"
