site,species,genotype,replicate,sampleID,tank,pH,temp,treatment,time,file,AOI,FvFm,ratio
Star,Ofav,4,1,So4-1,1,control pH,high temp,CH,28,CC_Ofav_STAR,2,0.397,0.672
Star,Ofav,5,1,So5-1,1,control pH,high temp,CH,28,CC_Ofav_STAR,3,0.424,0.661
Emerald,Ssid,1,4,Es1-4,2,low pH,high temp,LH,45,(dead),,,
Emerald,Ssid,2,4,Es2-4,2,low pH,high temp,LH,45,(dead),,,
Emerald,Ssid,3,4,Es3-4,2,low pH,high temp,LH,45,(dead),,,
Emerald,Ssid,4,4,Es4-4,2,low pH,high temp,LH,45,(dead),,,
Emerald,Ssid,5,4,Es5-4,2,low pH,high temp,LH,45,(dead),,,
MacN,Ssid,1,4,Ms1-4,2,low pH,high temp,LH,45,(dead),,,
MacN,Ssid,2,4,Ms2-4,2,low pH,high temp,LH,45,(dead),,,
MacN,Ssid,3,4,Ms3-4,2,low pH,high temp,LH,45,(dead),,,
MacN,Ssid,4,4,Ms4-4,2,low pH,high temp,LH,45,(dead),,,
MacN,Ssid,5,4,Ms5-4,2,low pH,high temp,LH,45,(dead),,,
Rainbow,Ssid,1,4,Rs1-4,2,low pH,high temp,LH,45,(dead),,,
Rainbow,Ssid,2,4,Rs2-4,2,low pH,high temp,LH,45,(dead),,,
Rainbow,Ssid,3,4,Rs3-4,2,low pH,high temp,LH,45,(dead),,,
Rainbow,Ssid,4,4,Rs4-4,2,low pH,high temp,LH,45,(dead),,,
Rainbow,Ssid,5,4,Rs5-4,2,low pH,high temp,LH,45,(dead),,,
Star,Ssid,1,4,Ss1-4,2,low pH,high temp,LH,45,(dead),,,
Star,Ssid,2,4,Ss2-4,2,low pH,high temp,LH,45,(dead),,,
Star,Ssid,3,4,Ss3-4,2,low pH,high temp,LH,45,(dead),,,
Star,Ssid,4,4,Ss4-4,2,low pH,high temp,LH,45,(dead),,,
Star,Ssid,5,4,Ss5-4,2,low pH,high temp,LH,45,(dead),,,
Emerald,Ssid,1,1,Es1-1,3,control pH,high temp,CH,28,CC_Ssid_EMRL,1,0.387,0.841
Emerald,Ssid,2,1,Es2-1,3,control pH,high temp,CH,28,(dead),,,
Emerald,Ssid,3,1,Es3-1,3,control pH,high temp,CH,28,(dead),,,
Emerald,Ssid,4,1,Es4-1,3,control pH,high temp,CH,28,CC_Ssid_EMRL,2,0.389,0.802
Emerald,Ssid,5,1,Es5-1,3,control pH,high temp,CH,28,(dead),,,
MacN,Ssid,1,1,Ms1-1,3,control pH,high temp,CH,28,CC_Ssid_MACN,1,0.384,0.757
MacN,Ssid,2,1,Ms2-1,3,control pH,high temp,CH,28,CC_Ssid_MACN,2,0.445,0.957
MacN,Ssid,3,1,Ms3-1,3,control pH,high temp,CH,28,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,high temp,CH,28,CC_Ssid_MACN,3,0.399,0.968
MacN,Ssid,5,1,Ms5-1,3,control pH,high temp,CH,28,CC_Ssid_MACN,4,0.427,0.844
Rainbow,Ssid,1,1,Rs1-1,3,control pH,high temp,CH,28,CC_Ssid_RAIN,1,0.382,0.791
Rainbow,Ssid,2,1,Rs2-1,3,control pH,high temp,CH,28,CC_Ssid_RAIN,2,0.134,0.257
Rainbow,Ssid,3,1,Rs3-1,3,control pH,high temp,CH,28,(dead),,,
Rainbow,Ssid,4,1,Rs4-1,3,control pH,high temp,CH,28,CC_Ssid_RAIN_4-1,1,0.329,0.631
Rainbow,Ssid,5,1,Rs5-1,3,control pH,high temp,CH,28,CC_Ssid_RAIN,3,0.352,0.651
Star,Ssid,1,1,Ss1-1,3,control pH,high temp,CH,28,CC_Ssid_STAR,1,0.315,0.635
Star,Ssid,2,1,Ss2-1,3,control pH,high temp,CH,28,(dead),,,
Star,Ssid,3,1,Ss3-1,3,control pH,high temp,CH,28,CC_Ssid_STAR,2,0.358,0.737
Star,Ssid,4,1,Ss4-1,3,control pH,high temp,CH,28,(dead),,,
Star,Ssid,5,1,Ss5-1,3,control pH,high temp,CH,28,CC_Ssid_STAR,3,0.427,0.767
Emerald,Ofav,1,3,Eo1-3,4,low pH,high temp,LH,28,(dead),,,
Emerald,Ofav,2,3,Eo2-3,4,low pH,high temp,LH,28,(dead),,,
Emerald,Ofav,3,3,Eo3-3,4,low pH,high temp,LH,28,(dead),,,
Emerald,Ofav,4,3,Eo4-3,4,low pH,high temp,LH,28,LC_Ofav_EMRL,1,0.275,0.481
Emerald,Ofav,5,3,Eo5-3,4,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,6,3,CR047,4,low pH,high temp,LH,28,LC_Ofav_MACN,3,0.397,0.657
MacN,Ofav,1,3,Mo1-3,4,low pH,high temp,LH,28,LC_Ofav_MACN,1,0.357,0.660
MacN,Ofav,2,3,Mo2-3,4,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,high temp,LH,28,LC_Ofav_MACN,2,0.383,0.639
MacN,Ofav,5,3,Mo5-3,4,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,1,3,Ro1-3,4,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,3,3,Ro3-3,4,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,4,3,Ro4-3,4,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,5,3,Ro5-3,4,low pH,high temp,LH,28,LC_Ofav_RAIN,1,0.351,0.609
Star,Ofav,1,3,So1-3,4,low pH,high temp,LH,28,(dead),,,
Star,Ofav,2,3,So2-3,4,low pH,high temp,LH,28,LC_Ofav_STAR,1,0.375,0.611
Star,Ofav,3,3,So3-3,4,low pH,high temp,LH,28,LC_Ofav_STAR,2,0.356,0.600
Star,Ofav,4,3,So4-3,4,low pH,high temp,LH,28,LC_Ofav_STAR,3,0.385,0.640
Star,Ofav,5,3,So5-3,4,low pH,high temp,LH,28,LC_Ofav_STAR,4,0.357,0.565
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,45,(dead),,,
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,45,(dead),,,
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,45,(dead),,,
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,45,(dead),,,
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,45,(dead),,,
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,45,(dead),,,
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,45,(dead),,,
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,45,(dead),,,
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,45,(dead),,,
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,45,(dead),,,
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,45,(dead),,,
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,45,(dead),,,
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,45,(dead),,,
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,45,(dead),,,
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,45,(dead),,,
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,45,(dead),,,
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,45,(dead),,,
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,45,(dead),,,
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,45,(dead),,,
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,45,(dead),,,
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,45,(dead),,,
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,45,(dead),,,
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,45,(dead),,,
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,45,CH_Ofav_EMRL,1,0.292,0.497
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,45,(dead),,,
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,45,CH_Ofav_MACN,2,0.353,0.583
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,45,(dead),,,
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,45,(dead),,,
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,45,CH_Ofav_MACN,1,0.302,0.487
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,45,(dead),,,
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,45,(dead),,,
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,45,(dead),,,
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,45,(dead),,,
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,45,(dead),,,
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,45,(dead),,,
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,45,(dead),,,
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,45,(dead),,,
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,45,(dead),,,
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,45,(dead),,,
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,45,(dead),,,
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,45,(dead),,,
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,28,LC_Ssid_EMRL,1,0.335,0.673
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,28,(dead),,,
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,28,(dead),,,
Emerald,Ssid,4,3,Es4-3,7,low pH,high temp,LH,28,LC_Ssid_EMRL,2,0.336,0.622
Emerald,Ssid,5,3,Es5-3,7,low pH,high temp,LH,28,(dead),,,
MacN,Ssid,1,3,Ms1-3,7,low pH,high temp,LH,28,LC_Ssid_MACN,1,0.298,0.549
MacN,Ssid,2,3,Ms2-3,7,low pH,high temp,LH,28,LC_Ssid_MACN,2,0.377,0.768
MacN,Ssid,3,3,Ms3-3,7,low pH,high temp,LH,28,(dead),,,
MacN,Ssid,4,3,Ms4-3,7,low pH,high temp,LH,28,LC_Ssid_MACN_4-3,1,0.264,0.593
MacN,Ssid,5,3,Ms5-3,7,low pH,high temp,LH,28,LC_Ssid_MACN,4,0.362,0.700
Rainbow,Ssid,1,3,Rs1-3,7,low pH,high temp,LH,28,LC_Ssid_RAIN,1,0.252,0.498
Rainbow,Ssid,2,3,Rs2-3,7,low pH,high temp,LH,28,(dead),,,
Rainbow,Ssid,3,3,Rs3-3,7,low pH,high temp,LH,28,(dead),,,
Rainbow,Ssid,4,3,Rs4-3,7,low pH,high temp,LH,28,LC_Ssid_RAIN,3,0.325,0.616
Rainbow,Ssid,5,3,Rs5-3,7,low pH,high temp,LH,28,LC_Ssid_RAIN,4,0.294,0.536
Star,Ssid,1,3,Ss1-3,7,low pH,high temp,LH,28,LC_Ssid_STAR,1,0.277,0.547
Star,Ssid,2,3,Ss2-3,7,low pH,high temp,LH,28,(dead),,,
Star,Ssid,3,3,Ss3-3,7,low pH,high temp,LH,28,LC_Ssid_STAR,2,0.27,0.534
Star,Ssid,4,3,Ss4-3,7,low pH,high temp,LH,28,(dead),,,
Star,Ssid,5,3,Ss5-3,7,low pH,high temp,LH,28,LC_Ssid_STAR,3,0.383,0.665
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,45,(dead),,,
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,45,(dead),,,
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,45,(dead),,,
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,45,(dead),,,
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,45,(dead),,,
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,45,(dead),,,
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,45,(dead),,,
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,45,(dead),,,
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,45,(dead),,,
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,45,(dead),,,
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,45,(dead),,,
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,45,(dead),,,
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,45,(dead),,,
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,45,(dead),,,
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,45,(dead),,,
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,45,(dead),,,
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,45,(dead),,,
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,45,(dead),,,
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,45,(dead),,,
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,45,(dead),,,
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,45,(dead),,,
Emerald,Ofav,1,1,Eo1-1,1,control pH,high temp,CH,31,(dead),,,
Emerald,Ofav,2,1,Eo2-1,1,control pH,high temp,CH,31,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,high temp,CH,31,CC_OFAV_EMRLD,1,0.324,0.550
Emerald,Ofav,4,1,Eo4-1,1,control pH,high temp,CH,31,CC_OFAV_EMRLD,2,0.341,0.588
Emerald,Ofav,5,1,Eo5-1,1,control pH,high temp,CH,31,(dead),,,
MacN,Ofav,6,1,CR043,1,control pH,high temp,CH,31,CC_OFAV_MCNORTH,4,0.456,0.743
MacN,Ofav,1,1,Mo1-1,1,control pH,high temp,CH,31,CC_OFAV_MCNORTH,1,0.426,0.765
MacN,Ofav,2,1,Mo2-1,1,control pH,high temp,CH,31,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,high temp,CH,31,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,high temp,CH,31,CC_OFAV_MCNORTH,2,0.425,0.730
MacN,Ofav,5,1,Mo5-1,1,control pH,high temp,CH,31,CC_OFAV_MCNORTH,3,0.487,0.812
Rainbow,Ofav,1,1,Ro1-1,1,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,4,1,Ro4-1,1,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,5,1,Ro5-1,1,control pH,high temp,CH,31,CC_OFAV_RAINBOW,2,0.388,0.642
Star,Ofav,1,1,So1-1,1,control pH,high temp,CH,31,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,high temp,CH,31,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,high temp,CH,31,CC_OFAV_STAR,1,0.371,0.621
Star,Ofav,4,1,So4-1,1,control pH,high temp,CH,31,CC_OFAV_STAR,2,0.348,0.589
Star,Ofav,5,1,So5-1,1,control pH,high temp,CH,31,CC_OFAV_STAR,3,0.409,0.638
Emerald,Ssid,1,1,Es1-1,3,control pH,high temp,CH,31,CC_SSID_EMRLD,1,0.342,0.743
Emerald,Ssid,2,1,Es2-1,3,control pH,high temp,CH,31,(dead),,,
Emerald,Ssid,3,1,Es3-1,3,control pH,high temp,CH,31,(dead),,,
Emerald,Ssid,4,1,Es4-1,3,control pH,high temp,CH,31,(dead),,,
Emerald,Ssid,5,1,Es5-1,3,control pH,high temp,CH,31,(dead),,,
MacN,Ssid,1,1,Ms1-1,3,control pH,high temp,CH,31,CC_SSID_MACNORTH,1,0.314,0.619
MacN,Ssid,2,1,Ms2-1,3,control pH,high temp,CH,31,CC_SSID_MACNORTH,2,0.359,0.772
MacN,Ssid,3,1,Ms3-1,3,control pH,high temp,CH,31,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,high temp,CH,31,CC_SSID_MACNORTH,3,0.4,0.971
MacN,Ssid,5,1,Ms5-1,3,control pH,high temp,CH,31,CC_SSID_MACNORTH,4,0.398,0.787
Rainbow,Ssid,1,1,Rs1-1,3,control pH,high temp,CH,31,CC_SSID_RAINBOW,1,0.302,0.625
Rainbow,Ssid,2,1,Rs2-1,3,control pH,high temp,CH,31,(dead),,,
Rainbow,Ssid,3,1,Rs3-1,3,control pH,high temp,CH,31,(dead),,,
Rainbow,Ssid,4,1,Rs4-1,3,control pH,high temp,CH,31,CC_SSID_RAINBOW,2,0.345,0.662
Rainbow,Ssid,5,1,Rs5-1,3,control pH,high temp,CH,31,CC_SSID_RAINBOW,3,0.324,0.599
Star,Ssid,1,1,Ss1-1,3,control pH,high temp,CH,31,CC_SSID_STAR13,1,0.326,0.657
Star,Ssid,2,1,Ss2-1,3,control pH,high temp,CH,31,(dead),,,
Star,Ssid,3,1,Ss3-1,3,control pH,high temp,CH,31,CC_SSID_STAR13,2,0.302,0.621
Star,Ssid,4,1,Ss4-1,3,control pH,high temp,CH,31,(dead),,,
Star,Ssid,5,1,Ss5-1,3,control pH,high temp,CH,31,CC_SSID_STAR5,1,0.374,0.671
Emerald,Ofav,1,3,Eo1-3,4,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,2,3,Eo2-3,4,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,3,3,Eo3-3,4,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,4,3,Eo4-3,4,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,5,3,Eo5-3,4,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,6,3,CR047,4,low pH,high temp,LH,31,LC_OFAV_MACNORTH,3,0.358,0.593
MacN,Ofav,1,3,Mo1-3,4,low pH,high temp,LH,31,LC_OFAV_MACNORTH,1,0.32,0.591
MacN,Ofav,2,3,Mo2-3,4,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,high temp,LH,31,LC_OFAV_MACNORTH,2,0.393,0.656
MacN,Ofav,5,3,Mo5-3,4,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,1,3,Ro1-3,4,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,3,3,Ro3-3,4,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,4,3,Ro4-3,4,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,5,3,Ro5-3,4,low pH,high temp,LH,31,LC_OFAV_RAINBOW,1,0.335,0.582
Star,Ofav,1,3,So1-3,4,low pH,high temp,LH,31,(dead),,,
Star,Ofav,2,3,So2-3,4,low pH,high temp,LH,31,LC_OFAV_STAR,1,0.336,0.547
Star,Ofav,3,3,So3-3,4,low pH,high temp,LH,31,LC_OFAV_STAR,2,0.364,0.614
Star,Ofav,4,3,So4-3,4,low pH,high temp,LH,31,LC_OFAV_STAR,3,0.353,0.586
Star,Ofav,5,3,So5-3,4,low pH,high temp,LH,31,LC_OFAV_STAR,4,0.364,0.576
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,31,LC_SSID_EMRLD,1,0.313,0.629
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,31,(dead),,,
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,31,(dead),,,
Emerald,Ssid,4,3,Es4-3,7,low pH,high temp,LH,31,LC_SSID_EMRLD,2,0.282,0.522
Emerald,Ssid,5,3,Es5-3,7,low pH,high temp,LH,31,(dead),,,
MacN,Ssid,1,3,Ms1-3,7,low pH,high temp,LH,31,(dead),,,
MacN,Ssid,2,3,Ms2-3,7,low pH,high temp,LH,31,LC_Ssid_STAR_MACN,1,0.315,0.642
MacN,Ssid,3,3,Ms3-3,7,low pH,high temp,LH,31,(dead),,,
MacN,Ssid,4,3,Ms4-3,7,low pH,high temp,LH,31,LC_Ssid_STAR_MACN,2,0.226,0.508
MacN,Ssid,5,3,Ms5-3,7,low pH,high temp,LH,31,LC_Ssid_STAR_MACN,3,0.332,0.642
Rainbow,Ssid,1,3,Rs1-3,7,low pH,high temp,LH,31,(dead),,,
Rainbow,Ssid,2,3,Rs2-3,7,low pH,high temp,LH,31,(dead),,,
Rainbow,Ssid,3,3,Rs3-3,7,low pH,high temp,LH,31,(dead),,,
Rainbow,Ssid,4,3,Rs4-3,7,low pH,high temp,LH,31,LC_Ssid_EMRL_RAIN,1,0.363,0.688
Rainbow,Ssid,5,3,Rs5-3,7,low pH,high temp,LH,31,LC_Ssid_EMRL_RAIN,2,0.291,0.530
Star,Ssid,1,3,Ss1-3,7,low pH,high temp,LH,31,LC_SSID_STAR,1,0.216,0.427
Star,Ssid,2,3,Ss2-3,7,low pH,high temp,LH,31,(dead),,,
Star,Ssid,3,3,Ss3-3,7,low pH,high temp,LH,31,LC_SSID_STAR,2,0.257,0.508
Star,Ssid,4,3,Ss4-3,7,low pH,high temp,LH,31,(dead),,,
Star,Ssid,5,3,Ss5-3,7,low pH,high temp,LH,31,LC_SSID_STAR,3,0.366,0.635
Emerald,Ofav,1,1,Eo1-1,1,control pH,high temp,CH,35,(dead),,,
Emerald,Ofav,2,1,Eo2-1,1,control pH,high temp,CH,35,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,high temp,CH,35,(dead),,,
Emerald,Ofav,4,1,Eo4-1,1,control pH,high temp,CH,35,CC_Ofav_EMRL,1,0.357,0.616
Emerald,Ofav,5,1,Eo5-1,1,control pH,high temp,CH,35,(dead),,,
MacN,Ofav,6,1,CR043,1,control pH,high temp,CH,35,CC_Ofav_MACN,4,0.418,0.681
MacN,Ofav,1,1,Mo1-1,1,control pH,high temp,CH,35,CC_Ofav_MACN,1,0.385,0.691
MacN,Ofav,2,1,Mo2-1,1,control pH,high temp,CH,35,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,high temp,CH,35,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,high temp,CH,35,CC_Ofav_MACN,2,0.377,0.648
MacN,Ofav,5,1,Mo5-1,1,control pH,high temp,CH,35,CC_Ofav_MACN,3,0.447,0.745
Rainbow,Ofav,1,1,Ro1-1,1,control pH,high temp,CH,35,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,high temp,CH,35,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,high temp,CH,35,(dead),,,
Rainbow,Ofav,4,1,Ro4-1,1,control pH,high temp,CH,35,(dead),,,
Rainbow,Ofav,5,1,Ro5-1,1,control pH,high temp,CH,35,CC_Ofav_RAIN,1,0.363,0.601
Star,Ofav,1,1,So1-1,1,control pH,high temp,CH,35,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,high temp,CH,35,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,high temp,CH,35,CC_Ofav_STAR,1,0.356,0.596
Star,Ofav,4,1,So4-1,1,control pH,high temp,CH,35,CC_Ofav_STAR,2,0.339,0.574
Star,Ofav,5,1,So5-1,1,control pH,high temp,CH,35,CC_Ofav_STAR,3,0.433,0.676
Emerald,Ssid,1,1,Es1-1,3,control pH,high temp,CH,35,CC_Ssid_EMRL_RAIN,1,0.354,0.770
Emerald,Ssid,2,1,Es2-1,3,control pH,high temp,CH,35,(dead),,,
Emerald,Ssid,3,1,Es3-1,3,control pH,high temp,CH,35,(dead),,,
Emerald,Ssid,4,1,Es4-1,3,control pH,high temp,CH,35,(dead),,,
Emerald,Ssid,5,1,Es5-1,3,control pH,high temp,CH,35,(dead),,,
MacN,Ssid,1,1,Ms1-1,3,control pH,high temp,CH,35,(dead),,,
MacN,Ssid,2,1,Ms2-1,3,control pH,high temp,CH,35,CC_Ssid_MACN,1,0.331,0.712
MacN,Ssid,3,1,Ms3-1,3,control pH,high temp,CH,35,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,high temp,CH,35,(dead),,,
MacN,Ssid,5,1,Ms5-1,3,control pH,high temp,CH,35,CC_Ssid_MACN,2,0.367,0.725
Rainbow,Ssid,1,1,Rs1-1,3,control pH,high temp,CH,35,CC_Ssid_EMRL_RAIN,2,0.312,0.646
Rainbow,Ssid,2,1,Rs2-1,3,control pH,high temp,CH,35,(dead),,,
Rainbow,Ssid,3,1,Rs3-1,3,control pH,high temp,CH,35,(dead),,,
Rainbow,Ssid,4,1,Rs4-1,3,control pH,high temp,CH,35,(dead),,,
Rainbow,Ssid,5,1,Rs5-1,3,control pH,high temp,CH,35,CC_Ssid_EMRL_RAIN,3,0.329,0.608
Star,Ssid,1,1,Ss1-1,3,control pH,high temp,CH,35,(dead),,,
Star,Ssid,2,1,Ss2-1,3,control pH,high temp,CH,35,(dead),,,
Star,Ssid,3,1,Ss3-1,3,control pH,high temp,CH,35,(dead),,,
Star,Ssid,4,1,Ss4-1,3,control pH,high temp,CH,35,(dead),,,
Star,Ssid,5,1,Ss5-1,3,control pH,high temp,CH,35,CC_Ssid_STAR,1,0.303,0.544
Emerald,Ofav,1,3,Eo1-3,4,low pH,high temp,LH,35,(dead),,,
Emerald,Ofav,2,3,Eo2-3,4,low pH,high temp,LH,35,(dead),,,
Emerald,Ofav,3,3,Eo3-3,4,low pH,high temp,LH,35,(dead),,,
Emerald,Ofav,4,3,Eo4-3,4,low pH,high temp,LH,35,(dead),,,
Emerald,Ofav,5,3,Eo5-3,4,low pH,high temp,LH,35,(dead),,,
MacN,Ofav,6,3,CR047,4,low pH,high temp,LH,35,LC_Ofav_MACN,3,0.346,0.573
MacN,Ofav,1,3,Mo1-3,4,low pH,high temp,LH,35,LC_Ofav_MACN,1,0.296,0.547
MacN,Ofav,2,3,Mo2-3,4,low pH,high temp,LH,35,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,high temp,LH,35,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,high temp,LH,35,LC_Ofav_MACN,2,0.365,0.609
MacN,Ofav,5,3,Mo5-3,4,low pH,high temp,LH,35,(dead),,,
Rainbow,Ofav,1,3,Ro1-3,4,low pH,high temp,LH,35,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,high temp,LH,35,(dead),,,
Rainbow,Ofav,3,3,Ro3-3,4,low pH,high temp,LH,35,(dead),,,
Rainbow,Ofav,4,3,Ro4-3,4,low pH,high temp,LH,35,(dead),,,
Rainbow,Ofav,5,3,Ro5-3,4,low pH,high temp,LH,35,LC_Ofav_RAIN,1,0.326,0.566
Star,Ofav,1,3,So1-3,4,low pH,high temp,LH,35,(dead),,,
Star,Ofav,2,3,So2-3,4,low pH,high temp,LH,35,LC_Ofav_STAR,1,0.323,0.526
Star,Ofav,3,3,So3-3,4,low pH,high temp,LH,35,LC_Ofav_STAR,2,0.349,0.589
Star,Ofav,4,3,So4-3,4,low pH,high temp,LH,35,LC_Ofav_STAR,3,0.33,0.548
Star,Ofav,5,3,So5-3,4,low pH,high temp,LH,35,LC_Ofav_STAR,4,0.37,0.585
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,35,LC_Ssid_EMRL_RAIN,1,0.319,0.641
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,35,(dead),,,
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,35,(dead),,,
