"","gene","lpv.LC_CC","lpv.CH_CC","annot","KOG","lpv.LH_CC"
"469","Ssiderea000160",NA,2.91178124866334,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements","Energy production and conversion",2.05873982488852
"470","Ssiderea000169",NA,-1.7209574692284,"ribosomal large subunit assembly","Translation, ribosomal structure and biogenesis",-2.06712593937292
"471","Ssiderea000196",NA,-1.30167020781184,"N,N-dimethylaniline monooxygenase activity","Secondary metabolites biosynthesis, transport and catabolism",-2.14034326390271
"472","Ssiderea000378",NA,1.20426975359185,"actin filament severing","Cytoskeleton",1.11339568263088
"473","Ssiderea000427",NA,3.02258794597865,NA,NA,3.6998841464801
"474","Ssiderea000447",NA,-2.74530821293964,"thyroid hormone transmembrane transporter activity","Carbohydrate transport and metabolism",-2.95483785313028
"475","Ssiderea000550",NA,-14.3992448349844,"ammonium transmembrane transporter activity","Inorganic ion transport and metabolism",-9.27048457168282
"476","Ssiderea000611",NA,2.57155848164704,"V-myc avian myelocytomatosis viral oncogene homolog","Transcription",3.70659764798609
"477","Ssiderea000692",NA,1.14144790939516,"Neuronal acetylcholine receptor subunit","Signal transduction mechanisms",1.39175182298667
"478","Ssiderea000706",NA,-2.25141128795929,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","Carbohydrate transport and metabolism",-2.0922025552898
"479","Ssiderea000775",NA,7.92895451508777,"Coagulation factor 5/8 C-terminal domain, discoidin domain","Function Unknown",9.75454563991551
"480","Ssiderea000796",NA,2.39387636374522,"lipoprotein receptor-related protein","Signal transduction mechanisms",1.85085000280226
"481","Ssiderea000806",NA,4.05573657703993,"Ankyrin repeats (many copies)","Transcription",2.66329485742682
"482","Ssiderea000834",NA,1.30237414671575,NA,NA,1.26757120495372
"483","Ssiderea000852",NA,4.32587369955358,"Domain with 2 conserved Trp (W) residues","RNA processing and modification",5.22203062643038
"484","Ssiderea000936",NA,1.41559473091788,"Coagulation factor 5/8 C-terminal domain, discoidin domain","Signal transduction mechanisms",1.34806549996574
"485","Ssiderea001073",NA,-2.32452820969618,"phosphatidylserine biosynthetic process","Lipid transport and metabolism",-1.8395043849652
"486","Ssiderea001076",NA,1.22163895718052,"-","",2.528213629897
"487","Ssiderea001172",NA,-2.02860236756942,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",-1.93260007515123
"488","Ssiderea001207",NA,-2.42953506811049,NA,NA,-3.2668617881579
"489","Ssiderea001248",NA,-1.17449606911997,NA,NA,-1.26123110308732
"490","Ssiderea001272",NA,-2.12974061699706,"Myotubularin protein","Signal transduction mechanisms",-1.02669248948548
"491","Ssiderea001351",NA,-1.41730287678488,NA,NA,-2.10021156390553
"492","Ssiderea001369",NA,6.36906965327372,"calcium ion binding","",5.82721615698159
"493","Ssiderea001370",NA,39.7246641892233,"Calcium ion binding","",39.2362903488291
"494","Ssiderea001380",NA,-1.42677434788817,"Activating molecule in BECN1-regulated autophagy protein","Function Unknown",-2.18902059817444
"495","Ssiderea001392",NA,-1.10112292908486,"Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. Condensing enzyme that specifically elongates C24 0 and C26 0 acyl-CoAs. May participate to the production of saturated and monounsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators","Lipid transport and metabolism",-1.09374804577574
"496","Ssiderea001393",NA,-6.9768797360652,"GNS1/SUR4 family","Lipid transport and metabolism",-6.86232407636144
"497","Ssiderea001415",NA,1.39891647925099,NA,NA,2.52658580239864
"498","Ssiderea001426",NA,-25.6307647849003,"adiponectin receptor","Signal transduction mechanisms",-23.5150834424659
"499","Ssiderea001431",NA,-2.8528423546748,"maturation of 5.8S rRNA","Function Unknown",-2.14664292536003
"500","Ssiderea001510",NA,1.69083319774716,"calcium ion binding","",1.77084113015872
"501","Ssiderea001517",NA,1.49583064959989,"Signal peptide, CUB and EGF-like domain-containing protein 3","Signal transduction mechanisms",1.10276812605739
"502","Ssiderea001545",NA,1.72193432180292,NA,NA,2.04498796753856
"503","Ssiderea001546",NA,1.11302582363597,NA,NA,1.73015552252497
"504","Ssiderea001555",NA,1.13970561415822,NA,NA,1.94267469365892
"505","Ssiderea001603",NA,-3.03627246591392,NA,NA,-3.81773358542634
"506","Ssiderea001630",NA,1.40658942997371,"protein ubiquitination","",1.13836563116825
"507","Ssiderea001634",NA,1.14668033288513,"Cat eye syndrome","",2.53875990248168
"508","Ssiderea001655",NA,-1.13984584221996,"heat stable protein 1","Translation, ribosomal structure and biogenesis",-1.59898313369519
"509","Ssiderea001676",NA,-4.1665181588441,NA,NA,-3.78305562375895
"510","Ssiderea001677",NA,-1.19178356722457,"Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family","",-3.00504453131912
"511","Ssiderea001704",NA,-2.42149616558587,"calcium ion binding","Posttranslational modification, protein turnover, chaperones",-4.30262352820831
"512","Ssiderea001751",NA,-1.80117516862565,"cell-matrix adhesion","Function Unknown",-4.05456626249262
"513","Ssiderea001793",NA,-1.06670898635723,"regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage","Signal transduction mechanisms",-1.16623657600918
"514","Ssiderea001813",NA,-5.67537313389104,"Transcriptional regulator, Out at first","Function Unknown",-4.47900127655049
"515","Ssiderea001814",NA,-1.06503237425969,"Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family","Nucleotide transport and metabolism",-2.60738005089802
"516","Ssiderea001864",NA,1.69927816015614,NA,NA,1.58410463544218
"517","Ssiderea001867",NA,1.14038901062648,NA,NA,1.38164890692875
"518","Ssiderea001877",NA,2.41076622772334,NA,NA,4.31459687245455
"519","Ssiderea001882",NA,-1.16412245405646,"alpha-(1->3)-fucosyltransferase activity","Carbohydrate transport and metabolism",-1.65848847777061
"520","Ssiderea001897",NA,-3.00470379673853,"protein ubiquitination","Lipid transport and metabolism",-2.49768707728225
"521","Ssiderea001921",NA,4.54842205912074,"axonal fasciculation","Signal transduction mechanisms",5.38295109885576
"522","Ssiderea001936",NA,-2.06213245954784,"oxidation-reduction process","",-4.71884538683919
"523","Ssiderea001946",NA,-8.72426749249926,"Coiled-coil domain containing 84","Function Unknown",-7.50829641489053
"524","Ssiderea001947",NA,-1.37985228402787,"positive regulation of transcription from RNA polymerase II promoter by glucose","Transcription",-1.15111589549151
"525","Ssiderea001951",NA,3.83119655453101,"Macin","Function Unknown",2.64522629602128
"526","Ssiderea001965",NA,1.90325402934162,NA,NA,1.57015351956696
"527","Ssiderea001975",NA,3.4574809133725,"Belongs to the PDGF VEGF growth factor family","Carbohydrate transport and metabolism",2.39085720801582
"528","Ssiderea001977",NA,-5.86019855833341,NA,NA,-2.78810146622292
"529","Ssiderea002008",NA,1.88413338563719,NA,NA,1.5540946392307
"530","Ssiderea002072",NA,-1.09822154150026,"proteasome regulatory particle assembly","Posttranslational modification, protein turnover, chaperones",-1.31548385530006
"531","Ssiderea002156",NA,3.56456284190183,NA,NA,3.3947625108338
"532","Ssiderea002160",NA,3.96323304868443,"CybS, succinate dehydrogenase cytochrome B small subunit","Energy production and conversion",4.64234790284521
"533","Ssiderea002163",NA,-1.24606887652098,"C-terminal of Roc, COR, domain","Cell wall/membrane/envelope biogenesis",-1.87861540701392
"534","Ssiderea002237",NA,-1.02125742042308,"Zona pellucida (ZP) domain","Posttranslational modification, protein turnover, chaperones",-1.58402840496479
"535","Ssiderea002247",NA,1.89171246918774,"Transcription mediator complex subunit Med12","Transcription",2.57519120244035
"536","Ssiderea002315",NA,-2.69588275218186,NA,NA,-4.51107230082199
"537","Ssiderea002340",NA,1.13689031514353,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",1.11338923546144
"538","Ssiderea002627",NA,-2.19037606028643,NA,NA,-1.32394835385572
"539","Ssiderea002777",NA,1.14668033288513,NA,NA,1.00980931417856
"540","Ssiderea002847",NA,-2.60023102523088,"beta-galactosidase activity","Carbohydrate transport and metabolism",-2.01448435710365
"541","Ssiderea002858",NA,1.09604027332884,NA,NA,2.90731560816754
"542","Ssiderea002863",NA,1.44234473438093,NA,NA,3.31007180268403
"543","Ssiderea002867",NA,-2.31008123971921,"ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism",-4.31846712099319
"544","Ssiderea003023",NA,-4.10740436033821,NA,NA,-5.26114767711914
"545","Ssiderea003024",NA,-3.13150902296147,NA,NA,-1.11317077770081
"546","Ssiderea003030",NA,-1.60823592595672,"PCI domain-containing protein 2","Cell cycle control, cell division, chromosome partitioning",-2.33617829497472
"547","Ssiderea003033",NA,-1.09948461413685,"NACHT domain","Function Unknown",-2.528044952972
"548","Ssiderea003039",NA,1.88413338563719,NA,NA,1.46001452298953
"549","Ssiderea003040",NA,2.49190311201339,NA,NA,3.51822586242788
"550","Ssiderea003041",NA,2.23016112732131,NA,NA,2.20135527817083
"551","Ssiderea003043",NA,3.56938808452604,NA,NA,2.01160729040565
"552","Ssiderea003070",NA,1.56391197850526,"nucleotide binding. It is involved in the biological process described with RNA processing","RNA processing and modification",1.66867656113045
"553","Ssiderea003109",NA,-1.04671195267573,"thyroid hormone transmembrane transporter activity","Carbohydrate transport and metabolism",-1.13789433007129
"554","Ssiderea003135",NA,-3.53720946577411,"GRIP and coiled-coil","Intracellular trafficking, secretion, and vesicular transport",-1.22125048715753
"555","Ssiderea003297",NA,-3.50175571143987,NA,NA,-5.86409650914222
"556","Ssiderea003307",NA,1.73770577927045,"Von Willebrand factor A","Inorganic ion transport and metabolism",1.09251222511893
"557","Ssiderea003316",NA,8.00960127126364,NA,NA,8.18198268693135
"558","Ssiderea003371",NA,2.06089548169815,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",4.26918295853316
"559","Ssiderea003501",NA,-2.33265303640761,"leukocyte migration involved in immune response","Carbohydrate transport and metabolism",-1.79667672709244
"560","Ssiderea003510",NA,-5.03508429309701,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Translation, ribosomal structure and biogenesis",-6.23501091784436
"561","Ssiderea003525",NA,-1.18156270481523,"3-phosphoinositide-dependent protein kinase 1","Signal transduction mechanisms",-2.38144271268939
"562","Ssiderea003526",NA,-1.31792696245446,"-","",-1.03663898475458
"563","Ssiderea003534",NA,14.9271840774005,NA,NA,13.5140625977203
"564","Ssiderea003559",NA,3.18877228735069,NA,NA,2.3533850556171
"565","Ssiderea003591",NA,-1.78259001855286,"Placenta-specific gene 8 protein-like","Function Unknown",-2.62667303300818
"566","Ssiderea003608",NA,1.90228287632674,NA,NA,4.58679403719035
"567","Ssiderea003616",NA,-1.77986462450471,"pyridoxal-dependent decarboxylase","Amino acid transport and metabolism",-1.28814586960742
"568","Ssiderea003629",NA,1.28450010518847,NA,NA,1.43159377124004
"569","Ssiderea003682",NA,4.38793926834872,"ADP-ribosylarginine hydrolase activity","Function Unknown",6.85156460464286
"570","Ssiderea003686",NA,2.42561238166492,"-","",2.06785948178196
"571","Ssiderea003692",NA,5.29945677271766,NA,NA,2.68727368244638
"572","Ssiderea003706",NA,1.33953210478912,NA,NA,1.54959185343559
"573","Ssiderea003783",NA,1.45832665413099,"ATP binding","Cytoskeleton",1.97894199782604
"574","Ssiderea003820",NA,-1.23730467184071,"N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity","Function Unknown",-2.74444319402903
"575","Ssiderea003831",NA,1.54968846009152,"Ubiquitin homologues","Posttranslational modification, protein turnover, chaperones",2.51205085129784
"576","Ssiderea004109",NA,1.11133468653451,"Rho gtpase activating protein","Signal transduction mechanisms",1.79056512632848
"577","Ssiderea004110",NA,1.9941791739325,NA,NA,2.33407100945963
"578","Ssiderea004129",NA,-1.58864398298652,NA,NA,-1.85972425457522
"579","Ssiderea004130",NA,-6.84334220114407,NA,NA,-4.11858251192213
"580","Ssiderea004149",NA,1.66638389409203,"protein folding","Posttranslational modification, protein turnover, chaperones",1.80673155655866
"581","Ssiderea004170",NA,1.50172332998114,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",2.22404795479567
"582","Ssiderea004285",NA,4.17884277627354,"Serine peptidase inhibitor, Kunitz type, 2","Posttranslational modification, protein turnover, chaperones",3.61641895261214
"583","Ssiderea004288",NA,1.79746417363638,NA,NA,1.88900972742421
"584","Ssiderea004307",NA,-1.34580446716605,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms",-3.31758002958311
"585","Ssiderea004358",NA,4.9854803968667,"Glutamate/Leucine/Phenylalanine/Valine dehydrogenase","Amino acid transport and metabolism",9.69195348918598
"586","Ssiderea004387",NA,1.4736447231373,"regulation of canonical Wnt signaling pathway involved in osteoblast differentiation","Replication, recombination and repair",1.02678155657035
"587","Ssiderea004426",NA,-1.30718070679835,"ribosomal protein L12","Translation, ribosomal structure and biogenesis",-2.23414175042432
"588","Ssiderea004499",NA,1.35703094848029,"Dermatopontin","Function Unknown",1.33501873514408
"589","Ssiderea004543",NA,-1.96701100443161,"alpha-L-fucosidase activity","Carbohydrate transport and metabolism",-1.11848721967449
"590","Ssiderea004577",NA,-1.36266511204695,"phosphomannomutase activity","Lipid transport and metabolism",-1.74202311184048
"591","Ssiderea004702",NA,1.37676642960554,"intracellular chloride channel activity","Intracellular trafficking, secretion, and vesicular transport",1.72355968811854
"592","Ssiderea004756",NA,-3.08085603697704,"zinc ion transmembrane transporter activity","Inorganic ion transport and metabolism",-8.72062259246028
"593","Ssiderea004823",NA,-3.78594328797952,"Glycosyl transferases group 1","Cell wall/membrane/envelope biogenesis",-4.74355807971475
"594","Ssiderea004853",NA,-3.26267588939362,"glycine biosynthetic process from serine","Amino acid transport and metabolism",-6.13689351853549
"595","Ssiderea004867",NA,-1.78425281810716,"cytochrome c oxidase assembly","Posttranslational modification, protein turnover, chaperones",-5.81296993128689
"596","Ssiderea004921",NA,2.62537228095578,"initiation of neural tube closure","Chromatin structure and dynamics",1.77883679376008
"597","Ssiderea004954",NA,-2.06377309623956,"Transferrins are iron binding transport proteins which bind Fe(3 ) ion in association with the binding of an anion, usually bicarbonate","Energy production and conversion",-1.58325855859952
"598","Ssiderea004955",NA,-2.43147429693275,"10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity","Replication, recombination and repair",-3.66565487921392
"599","Ssiderea005044",NA,-1.55774565469616,NA,NA,-1.24758997715469
"600","Ssiderea005235",NA,-22.165309880219,NA,NA,-23.5150834424659
"601","Ssiderea005254",NA,3.63723867389239,"Belongs to the 14-3-3 family","Posttranslational modification, protein turnover, chaperones",2.2083443213581
"602","Ssiderea005256",NA,3.00242891450771,"tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein, epsilon","Posttranslational modification, protein turnover, chaperones",1.83907784385662
"603","Ssiderea005345",NA,1.47418273355576,NA,NA,2.18969561497677
"604","Ssiderea005375",NA,7.13399893122755,NA,NA,9.44052626301685
"605","Ssiderea005376",NA,11.0168717882624,NA,NA,17.8301708403678
"606","Ssiderea005382",NA,-1.00728044659775,"mitotic DNA replication preinitiation complex assembly","Replication, recombination and repair",-2.1126876807712
"607","Ssiderea005472",NA,-4.18543132570526,"protein ubiquitination","Translation, ribosomal structure and biogenesis",-8.68245383802798
"608","Ssiderea005614",NA,2.25987336062409,NA,NA,1.33002713914476
"609","Ssiderea005650",NA,1.49629740393549,NA,NA,1.24024660934359
"610","Ssiderea005706",NA,-1.28722408606762,"mRNA export","RNA processing and modification",-2.15279217609598
"611","Ssiderea005742",NA,-1.01218285573676,"intracellular distribution of mitochondria","Function Unknown",-2.23414175042432
"612","Ssiderea005743",NA,-1.25894634349394,NA,NA,-1.74705691694883
"613","Ssiderea005744",NA,3.42257618448986,NA,NA,1.94029161647977
"614","Ssiderea005862",NA,-1.04004744696096,"Phospholipase B domain containing 2","Signal transduction mechanisms",-2.21102194604047
"615","Ssiderea005928",NA,1.77986462450471,"lethal(3)malignant brain tumor-like protein","Transcription",2.30596414205626
"616","Ssiderea005967",NA,3.14940636160962,"D-serine biosynthetic process","",1.08491841936124
"617","Ssiderea006016",NA,1.39462698464773,"Failed axon connections homolog","Signal transduction mechanisms",1.27190107093258
"618","Ssiderea006084",NA,2.36348280625515,"Complement Clr-like EGF-like","Signal transduction mechanisms",1.46516311229755
"619","Ssiderea006109",NA,-2.83058643632452,"GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation","Function Unknown",-1.93864363073819
"620","Ssiderea006113",NA,1.94116975245331,"A Receptor for Ubiquitination Targets","Function Unknown",1.89610761600404
"621","Ssiderea006133",NA,-3.61313113217235,"centromere protein","Function Unknown",-4.79260036021808
"622","Ssiderea006250",NA,-8.44110975216384,"peroxidase activity","Signal transduction mechanisms",-7.55912189448111
"623","Ssiderea006321",NA,-1.99763694643288,"ribosomal small subunit export from nucleus","Function Unknown",-2.27365809993544
"624","Ssiderea006332",NA,-3.23340492458911,NA,NA,-3.18630237204799
"625","Ssiderea006406",NA,1.08336653311949,NA,NA,1.0273283949842
"626","Ssiderea006425",NA,1.860492413423,"Glycine rich protein","Function Unknown",2.64240311392484
"627","Ssiderea006435",NA,-2.47507155275618,"structural constituent of ribosome","Translation, ribosomal structure and biogenesis",-3.44824341729129
"628","Ssiderea006436",NA,-5.24467258114473,"Possible membrane-associated motif in LPS-induced tumor necrosis factor alpha factor (LITAF), also known as PIG7, and other animal proteins.","Function Unknown",-6.03920893907468
"629","Ssiderea006441",NA,1.95920548207032,"gamete generation","Transcription",2.89904972902388
"630","Ssiderea006530",NA,-1.26623222796917,NA,NA,-2.14071380464745
"631","Ssiderea006541",NA,2.10173892138384,"serine-type endopeptidase inhibitor activity","Defense mechanisms",2.66744183824817
"632","Ssiderea006544",NA,-8.64420515623838,"damaged DNA binding","Replication, recombination and repair",-14.4989513206235
"633","Ssiderea006575",NA,2.00941989349678,"helix loop helix domain","Transcription",2.37323653559678
"634","Ssiderea006630",NA,2.49190311201339,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",2.16667452034733
"635","Ssiderea006635",NA,-1.70080374077296,"Beta-lactamase","Defense mechanisms",-1.35789522646686
"636","Ssiderea006719",NA,-4.21923475552809,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",-2.31526372115073
"637","Ssiderea006773",NA,1.76773293197492,NA,NA,1.78084527905847
"638","Ssiderea006776",NA,-4.46006102296186,"tyrosinase","Function Unknown",-3.12376493670107
"639","Ssiderea006779",NA,3.35563385096827,"N-acetyltransferase 16","Function Unknown",2.03875045228321
"640","Ssiderea006842",NA,-2.70640636364006,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity","Amino acid transport and metabolism",-1.8155850629836
"641","Ssiderea006845",NA,-1.77986462450471,"Glutaredoxin","Posttranslational modification, protein turnover, chaperones",-2.4090263600717
"642","Ssiderea006859",NA,2.19995074044794,NA,NA,2.66408097582639
"643","Ssiderea006928",NA,1.23783079895697,NA,NA,1.79534213783641
"644","Ssiderea006932",NA,2.02789519957335,NA,NA,1.68354926772298
"645","Ssiderea007047",NA,2.25485836829497,"Von Willebrand factor A","Inorganic ion transport and metabolism",2.73856048646316
"646","Ssiderea007056",NA,1.52896302831781,NA,NA,1.68119116110628
"647","Ssiderea007101",NA,-1.75340359167431,"phosphatidylethanolamine catabolic process","Lipid transport and metabolism",-3.18008460519872
"648","Ssiderea007153",NA,-1.70741743710044,NA,NA,-2.0130599874845
"649","Ssiderea007197",NA,-3.02338276575572,"SH3 domain binding","Signal transduction mechanisms",-1.79679693341775
"650","Ssiderea007230",NA,-2.30641858449449,NA,NA,-2.58553240339047
"651","Ssiderea007231",NA,-5.96617238957848,NA,NA,-5.5863580575192
"652","Ssiderea007276",NA,-4.39544843721629,NA,NA,-2.36355313049254
"653","Ssiderea007305",NA,-3.86107691992068,"thioredoxin-disulfide reductase activity","Energy production and conversion",-5.1481580565088
"654","Ssiderea007562",NA,2.08819550355403,NA,NA,2.86542068842665
"655","Ssiderea007603",NA,2.29972773811681,NA,NA,1.71487835697839
"656","Ssiderea007612",NA,1.00187742927649,"calcium ion binding","Signal transduction mechanisms",1.65848847777061
"657","Ssiderea007640",NA,-1.09998040888686,NA,NA,-1.33059251203516
"658","Ssiderea007706",NA,1.73145763797674,NA,NA,2.66605651702233
"659","Ssiderea007790",NA,7.05861240136492,"interferon regulatory factor 1","Transcription",9.21943392001178
"660","Ssiderea007803",NA,2.06502332810997,NA,NA,1.08389189898681
"661","Ssiderea007939",NA,-1.15695658218605,"structural constituent of ribosome","Translation, ribosomal structure and biogenesis",-2.36457533202204
"662","Ssiderea007941",NA,-2.52827477750882,"Solute carrier organic anion transporter family, member","Secondary metabolites biosynthesis, transport and catabolism",-6.43195671318417
"663","Ssiderea008293",NA,5.448443581089,"UPF0728 protein C10orf53 homolog","Function Unknown",3.56308873795236
"664","Ssiderea008441",NA,1.12792764473796,NA,NA,1.15586666749343
"665","Ssiderea008454",NA,1.01015956531886,NA,NA,1.1841008516033
"666","Ssiderea008484",NA,-3.78222858623151,NA,NA,-5.63503444054545
"667","Ssiderea008639",NA,2.71015618705832,NA,NA,3.52497037866473
"668","Ssiderea008645",NA,2.82048702567422,"Common central domain of tyrosinase","Amino acid transport and metabolism",1.96080885553709
"669","Ssiderea008734",NA,-3.39706976805349,"Renalase, FAD-dependent amine oxidase","Function Unknown",-3.97011873266484
"670","Ssiderea008743",NA,1.07036281005995,"regulation of intraciliary retrograde transport","Posttranslational modification, protein turnover, chaperones",2.11977411861564
"671","Ssiderea008772",NA,-1.85669314604398,"protein kinase activator activity","Translation, ribosomal structure and biogenesis",-2.19969753568981
"672","Ssiderea008804",NA,-1.88922109505731,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",-1.36290337937847
"673","Ssiderea008857",NA,-1.44033761117778,"Tudor domain containing 7","Transcription",-1.69304671880429
"674","Ssiderea008878",NA,2.13077307627308,NA,NA,1.17606088195413
"675","Ssiderea008884",NA,1.76930829473595,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",3.20735479157853
"676","Ssiderea008901",NA,-3.52512234526239,"phosphatidylserine biosynthetic process","Lipid transport and metabolism",-3.83705635867475
"677","Ssiderea008958",NA,5.46794383563966,"Hemicentin-1","Signal transduction mechanisms",4.24920727328153
"678","Ssiderea008959",NA,-2.2304133737978,"serine-type endopeptidase inhibitor activity","Extracellular structures",-1.82929084612742
"679","Ssiderea009044",NA,-1.21720170296803,"Apoptosis regulatory protein Siva","Function Unknown",-2.2494553691211
"680","Ssiderea009085",NA,2.9969245655614,NA,NA,2.0900383470068
"681","Ssiderea009162",NA,2.21183654233631,"Tumor necrosis factor (ligand) superfamily, member","Function Unknown",1.70214758943081
"682","Ssiderea009198",NA,3.36767516216426,"Interleukin-like EMT inducer","Function Unknown",5.25601419975385
"683","Ssiderea009243",NA,6.2081015353431,"unfolded protein binding","Posttranslational modification, protein turnover, chaperones",3.68984351453351
"684","Ssiderea009244",NA,-1.28450010518847,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","RNA processing and modification",-1.19714324707082
"685","Ssiderea009270",NA,-2.47343660248293,"spliceosomal tri-snRNP complex assembly","RNA processing and modification",-4.92659852521841
"686","Ssiderea009280",NA,1.23842931472379,NA,NA,2.75271233876434
"687","Ssiderea009291",NA,-2.21507391146447,"ectonucleotide pyrophosphatase phosphodiesterase","Function Unknown",-2.90858524887127
"688","Ssiderea009333",NA,-2.05023703371971,"Growth factor receptor domain IV","Signal transduction mechanisms",-1.40891244436165
"689","Ssiderea009358",NA,2.25141128795929,"signaling receptor binding","Cell wall/membrane/envelope biogenesis",1.33501873514408
"690","Ssiderea009426",NA,-1.00686361259634,"serum response element binding","Transcription",-1.59473884332434
"691","Ssiderea009438",NA,-5.47632087258903,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process","Coenzyme transport and metabolism",-3.84563804686102
"692","Ssiderea009512",NA,2.58910309942396,"-","",4.7279705856627
"693","Ssiderea009517",NA,-1.98325397065186,"regulation of T cell differentiation in thymus","Replication, recombination and repair",-1.53365221089966
"694","Ssiderea009538",NA,6.25379970252073,"Histone h2b","Chromatin structure and dynamics",4.49163993813473
"695","Ssiderea009541",NA,-1.85669314604398,"to Saccharomyces cerevisiae PUB1 (YNL016W)","RNA processing and modification",-1.28626485310424
"696","Ssiderea009577",NA,2.28550394148396,NA,NA,1.45046528208871
"697","Ssiderea009584",NA,-1.1045261014346,"TAF6-like RNA polymerase II, p300 CBP-associated","Transcription",-2.34744611314356
"698","Ssiderea009626",NA,1.39587273168966,NA,NA,1.06724945112783
"699","Ssiderea009632",NA,-1.96267491750641,"threonine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",-3.24828729185335
"700","Ssiderea009669",NA,-2.80757368715307,"Arp2/3 complex-mediated actin nucleation","Function Unknown",-1.70944979402865
"701","Ssiderea009671",NA,-3.00105152871057,"5-methyltetrahydrofolate--homocysteine methyltransferase","Amino acid transport and metabolism",-2.53223708644288
"702","Ssiderea009726",NA,-1.85279516322734,NA,NA,-1.27165648730369
"703","Ssiderea009731",NA,-3.08203878943924,NA,NA,-2.8813708313532
"704","Ssiderea009733",NA,-4.07101870280437,NA,NA,-5.22203062643038
"705","Ssiderea009736",NA,-1.24767831517815,NA,NA,-2.02937466682738
"706","Ssiderea009861",NA,2.2415850345389,"lactoylglutathione lyase activity","Carbohydrate transport and metabolism",2.44899425008437
"707","Ssiderea009968",NA,5.55075679379362,"Carbonic anhydrase","Inorganic ion transport and metabolism",7.6638305288814
"708","Ssiderea009985",NA,-2.40311420130407,"3'-flap endonuclease activity","Replication, recombination and repair",-4.42434256421529
"709","Ssiderea009999",NA,-102.031763995054,"Acid trehalase-like","Carbohydrate transport and metabolism",-109.867314605767
"710","Ssiderea010040",NA,5.48123633401856,"NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain","Function Unknown",6.32432892860136
"711","Ssiderea010152",NA,2.68476015389985,"PEST proteolytic signal containing nuclear protein","Function Unknown",4.69369104866074
"712","Ssiderea010173",NA,-1.24759308872653,"inositol","Signal transduction mechanisms",-1.94527394671284
"713","Ssiderea010197",NA,1.60143337851403,"Connector enhancer of kinase suppressor of ras","Signal transduction mechanisms",3.67355483143531
"714","Ssiderea010219",NA,1.82950643668889,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",4.40993808361992
"715","Ssiderea010246",NA,1.25322120477174,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",1.32622134882055
"716","Ssiderea010270",NA,1.29663587799354,"regulation of cell shape","Posttranslational modification, protein turnover, chaperones",1.0671682048651
"717","Ssiderea010317",NA,-1.34548749319172,"Aldo/keto reductase family","Function Unknown",-2.00255313652769
"718","Ssiderea010320",NA,2.33265303640761,"negative regulation of male germ cell proliferation","Posttranslational modification, protein turnover, chaperones",1.38723594462245
