"","gene","lpv.Star_Emerald","lpv.MacN_Emerald","annot","KOG","lpv.Star_Rainbow","lpv.MacN_Rainbow"
"870","Ssiderea009801",NA,NA,NA,NA,1.58940383093497,2.12630882085995
"871","Ssiderea009987",NA,NA,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains","Transcription",1.60290783869399,2.17684390657117
"872","Ssiderea010100",NA,NA,NA,NA,-1.36612441236873,-1.40044276932691
"873","Ssiderea010720",NA,NA,NA,NA,2.56586976557552,3.9235126182767
"874","Ssiderea010960",NA,NA,"nail development","Carbohydrate transport and metabolism",-1.93258493641737,-2.7017340424896
"875","Ssiderea011073",NA,NA,NA,NA,1.05097740326489,2.11820764912801
"876","Ssiderea011220",NA,NA,NA,NA,-6.0868289527242,-5.10808643798233
"877","Ssiderea011419",NA,NA,NA,NA,1.29276877631562,1.32015900466314
"878","Ssiderea011465",NA,NA,"arachidonate 5-lipoxygenase activity","Amino acid transport and metabolism",-1.08032206502226,-1.09293416299206
"879","Ssiderea011584",NA,NA,NA,NA,1.92286491436689,2.88797391305675
"880","Ssiderea011949",NA,NA,"regulation of canonical Wnt signaling pathway","Function Unknown",-2.64367086499721,-1.53958997976405
"881","Ssiderea011958",NA,NA,"Tetratricopeptide repeat","Posttranslational modification, protein turnover, chaperones",-7.54701962289982,-5.4015711295667
"882","Ssiderea011980",NA,NA,NA,NA,1.66250631637304,2.1350278560069
"883","Ssiderea011982",NA,NA,NA,NA,4.8887710051788,4.56295316277805
"884","Ssiderea012245",NA,NA,NA,NA,1.09073847900194,3.0818876398983
"885","Ssiderea012259",NA,NA,NA,NA,2.07962808311083,6.85485923703154
"886","Ssiderea012290",NA,NA,"response to defense-related nitric oxide production by other organism involved in symbiotic interaction","Nucleotide transport and metabolism",-1.46023283556711,-1.49997617911226
"887","Ssiderea012406",NA,NA,NA,NA,-1.05556037765084,-4.56295316277805
"888","Ssiderea012723",NA,NA,"Belongs to the mitochondrial carrier (TC 2.A.29) family","Energy production and conversion",-1.19176934265691,-1.71529182752917
"889","Ssiderea012976",NA,NA,"chromatin disassembly","Transcription",1.500780509305,1.78033669130406
"890","Ssiderea013036",NA,NA,"Belongs to the glycosyl hydrolase 31 family","Carbohydrate transport and metabolism",1.38081356253599,1.01973259405804
"891","Ssiderea013067",NA,NA,"dihydrofolate reductase activity","Coenzyme transport and metabolism",4.10136013992074,5.38910074445913
"892","Ssiderea013138",NA,NA,NA,NA,3.8287984406392,1.97271040739998
"893","Ssiderea013640",NA,NA,NA,NA,-1.72541194321883,-1.13436737829815
"894","Ssiderea013642",NA,NA,"Vesicular inhibitory amino acid","",-1.08206332073647,-1.88171559624713
"895","Ssiderea013810",NA,NA,NA,NA,1.75235871711485,2.08032572752126
"896","Ssiderea013891",NA,NA,NA,NA,-1.02648904531551,-1.47158765536749
"897","Ssiderea013912",NA,NA,"regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","Posttranslational modification, protein turnover, chaperones",-2.67667399460545,-3.0616409706291
"898","Ssiderea013935",NA,NA,"Dienelactone hydrolase family","Secondary metabolites biosynthesis, transport and catabolism",1.60578033078581,2.24463744101042
"899","Ssiderea013956",NA,NA,NA,NA,-1.32212747286868,-1.46007117237445
"900","Ssiderea014166",NA,NA,NA,NA,1.40234344752608,-1.22824670433477
"901","Ssiderea014617",NA,NA,"fucose metabolic process","Carbohydrate transport and metabolism",1.84235632239585,3.23142358628496
"902","Ssiderea015352",NA,NA,"hydrolase activity","Function Unknown",-1.87487618231368,-1.85894211478771
"903","Ssiderea015433",NA,NA,"-","",-2.64367086499721,-2.34164654101887
"904","Ssiderea015479",NA,NA,NA,NA,1.13963748244709,1.56048197164251
"905","Ssiderea015688",NA,NA,"serine threonine-protein kinase","Signal transduction mechanisms",-2.24228422273883,-1.52094239074918
"906","Ssiderea015912",NA,NA,"ornithine carbamoyltransferase activity","Amino acid transport and metabolism",1.90010655630957,1.70684280232913
"907","Ssiderea015915",NA,NA,"Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)","Translation, ribosomal structure and biogenesis",-1.01306817884769,-1.75923998507571
"908","Ssiderea016088",NA,NA,"alkaline phosphatase activity","Inorganic ion transport and metabolism",-2.30703845017591,-2.12679870788797
"909","Ssiderea016097",NA,NA,"LanC lantibiotic synthetase component C-like 3 (bacterial)","Defense mechanisms",1.84359249916935,2.11820764912801
"910","Ssiderea016226",NA,NA,NA,NA,-1.49280614576844,-3.38234611408202
"911","Ssiderea016286",NA,NA,NA,NA,1.55007123959048,1.7477529167517
"912","Ssiderea016494",NA,NA,NA,NA,1.07058099216622,2.47249180602659
"913","Ssiderea016706",NA,NA,"C-terminal of Roc, COR, domain","Signal transduction mechanisms",-4.34858702080096,-1.76498701264041
"914","Ssiderea017365",NA,NA,"electron carrier activity. It is involved in the biological process described with oxidation-reduction process","Nucleotide transport and metabolism",1.20834927529267,1.76498701264041
"915","Ssiderea017479",NA,NA,"Mab-21","Signal transduction mechanisms",-1.60308631599241,-2.19395156326799
"916","Ssiderea017517",NA,NA,"fibronectin type III and laminin G domains","Signal transduction mechanisms",4.03489715817939,1.42480124730734
"917","Ssiderea017732",NA,NA,NA,NA,-4.51204950777778,-2.58067844660054
"918","Ssiderea017733",NA,NA,NA,NA,-6.1129444044275,-4.10852686194272
"919","Ssiderea017734",NA,NA,NA,NA,-4.10136013992074,-2.65395706438519
"920","Ssiderea017743",NA,NA,NA,NA,1.08336113966074,2.92518779275879
"921","Ssiderea017841",NA,NA,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",-2.00351459811475,-1.55695911548365
"922","Ssiderea017967",NA,NA,"holocytochrome-c synthase activity","",-2.08606229570369,-2.34075120821701
"923","Ssiderea018006",NA,NA,NA,NA,-2.54282176177762,-1.71897825145735
"924","Ssiderea018397",NA,NA,NA,NA,1.49105655222908,1.81847994051036
"925","Ssiderea018481",NA,NA,"lathosterol oxidase activity","Lipid transport and metabolism",-1.06427920435928,-1.54215733637155
"926","Ssiderea018606",NA,NA,NA,NA,-1.50367612565817,-1.45697499674248
"927","Ssiderea018639",NA,NA,"intracellular cholesterol transport","Function Unknown",2.82174051749494,2.7018484212686
"928","Ssiderea018808",NA,NA,"peroxidase activity","Signal transduction mechanisms",1.88931964418956,1.8550501207852
"929","Ssiderea018810",NA,NA,"Peyer's patch morphogenesis","Signal transduction mechanisms",1.28975104182603,2.05898199034695
"930","Ssiderea018828",NA,NA,"NAD(P)H-binding","Defense mechanisms",-1.58701158880471,-1.25801191734408
"931","Ssiderea018973",NA,NA,"scavenger receptor activity","Posttranslational modification, protein turnover, chaperones",1.29056537601971,1.46484024040759
"932","Ssiderea018990",NA,NA,"protein heterodimerization activity","Chromatin structure and dynamics",-2.08855181235441,-1.73139366485846
"933","Ssiderea019217",NA,NA,NA,NA,-1.70919577442588,-1.90069969310308
"934","Ssiderea019309",NA,NA,"Universal stress protein family","Signal transduction mechanisms",2.90170296989722,1.42480124730734
"935","Ssiderea019630",NA,NA,NA,NA,1.1638484091503,1.03457828090414
"936","Ssiderea019840",NA,NA,"Sushi, nidogen and EGF-like","Signal transduction mechanisms",-1.80819723367329,-1.38641002459969
"937","Ssiderea019841",NA,NA,NA,NA,-2.64367086499721,-1.92715246235652
"938","Ssiderea019943",NA,NA,"positive regulation of histone H3-K36 methylation","",1.00406089462374,1.17302105572641
"939","Ssiderea020235",NA,NA,NA,NA,-1.53723675886824,-1.44919492784637
"940","Ssiderea020347",NA,NA,"7 transmembrane receptor (rhodopsin family)","Function Unknown",-1.13921096269911,-1.04662465779602
"941","Ssiderea020477",NA,NA,NA,NA,-1.60887584863801,-1.5618247994337
"942","Ssiderea020491",NA,NA,NA,NA,-4.16504685905433,2.27051479392223
"943","Ssiderea020495",NA,NA,NA,NA,-1.08539312939558,-1.60080619965133
"944","Ssiderea020500",NA,NA,NA,NA,4.94554226248839,5.17345303155208
"945","Ssiderea020988",NA,NA,"von Willebrand factor (vWF) type A domain","Function Unknown",-2.94647071709757,-1.13428078955445
"946","Ssiderea021039",NA,NA,"structural molecule activity","Signal transduction mechanisms",-6.75027090458089,-2.19435945099859
"947","Ssiderea021044",NA,NA,"Collagen triple helix","Function Unknown",2.11257245901851,3.49963232968156
"948","Ssiderea021107",NA,NA,NA,NA,3.18373568796134,6.02688089035383
"949","Ssiderea021127",NA,NA,"ribosomal large subunit biogenesis","Function Unknown",-2.14047221952826,-1.8550501207852
"950","Ssiderea021220",NA,NA,"Synaptic vesicle membrane protein VAT-1 homolog","Energy production and conversion",1.60178291250108,3.04743440541296
"951","Ssiderea021262",NA,NA,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",-1.37899024294865,-1.40265359469655
"952","Ssiderea021421",NA,NA,"Tyrosine-protein kinase transmembrane receptor ROR2","Signal transduction mechanisms",1.11974378211592,2.04280721402483
"953","Ssiderea021665",NA,NA,"Common central domain of tyrosinase","Amino acid transport and metabolism",2.20265718749014,2.09683831396201
"954","Ssiderea021826",NA,NA,"-","",1.42067345309756,4.52382553347969
"955","Ssiderea021831",NA,NA,"-","",3.02121536007593,6.55689134434936
"956","Ssiderea021902",NA,NA,NA,NA,-4.51775422679983,-2.65395706438519
"957","Ssiderea021983",NA,NA,NA,NA,-4.94554226248839,-1.27814762074393
"958","Ssiderea022281",NA,NA,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",1.29704475608679,1.77401739189019
"959","Ssiderea022318",NA,NA,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",-1.114226621824,1.57803641301286
"960","Ssiderea022417",NA,NA,"-","",1.5297795660053,2.38534499233238
"961","Ssiderea022486",NA,NA,"-","",1.28000883333327,1.55536294529408
"962","Ssiderea022695",NA,NA,"pseudouridine 5'-phosphatase activity","Replication, recombination and repair",1.37119455019954,2.05898199034695
"963","Ssiderea022747",NA,NA,NA,NA,-3.72251021061834,-1.45763737424905
"964","Ssiderea022864",NA,NA,"Neural cell adhesion molecule","Signal transduction mechanisms",1.3009006062961,2.0700602193661
"965","Ssiderea023003",NA,NA,"Extracellular matrix protein","",-1.31987065301433,-1.92186671988873
"966","Ssiderea023126",NA,NA,NA,NA,-2.79332885846441,-6.46426210534697
"967","Ssiderea023221",NA,NA,NA,NA,2.89900712133845,1.17917035335945
"968","Ssiderea023349",NA,NA,"DNA nucleotidylexotransferase activity","Replication, recombination and repair",-1.06059084636173,-1.05604479757077
"969","Ssiderea023364",NA,NA,"non-membrane spanning protein tyrosine kinase activity","Signal transduction mechanisms",2.12413113650662,1.41045866581678
"970","Ssiderea023648",NA,NA,NA,NA,-1.21614935190391,-1.29026013181454
"971","Ssiderea023649",NA,NA,NA,NA,-3.78481108638154,-4.08541663098886
"972","Ssiderea023975",NA,NA,NA,NA,1.09073847900194,1.79186541455462
"973","Ssiderea024129",NA,NA,"Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","Lipid transport and metabolism",-1.45709558919615,-1.0184279851765
"974","Ssiderea024166",NA,NA,"Protein of unknown function DUF72","Function Unknown",-1.18560955201803,-1.88703226211014
"975","Ssiderea024229",NA,NA,NA,NA,-4.30509392105304,-1.28178258976343
"976","Ssiderea024230",NA,NA,NA,NA,-5.67306983595114,-1.28168568146079
"977","Ssiderea024554",NA,NA,"phytanoyl-CoA dioxygenase activity","Lipid transport and metabolism",1.01464556215127,1.17188578551326
"978","Ssiderea024595",NA,NA,"biological adhesion","Extracellular structures",-1.99476894450557,-1.41003501913739
"979","Ssiderea024754",NA,NA,NA,NA,10.9593798929224,7.02396173009884
"980","Ssiderea024813",NA,NA,"glycine amidinotransferase","Amino acid transport and metabolism",-4.03079189810592,-1.24977206798024
"981","Ssiderea024906",NA,NA,"Galactose binding lectin domain","Posttranslational modification, protein turnover, chaperones",2.85840700939281,5.56310524015066
"982","Ssiderea025267",NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","Function Unknown",-1.10044226274177,-1.05517022978884
"983","Ssiderea025376",NA,NA,"gamma-glutamyl-peptidase activity","Coenzyme transport and metabolism",-1.86356560997988,-2.07731070811859
"984","Ssiderea025685",NA,NA,"Collagen triple helix","Function Unknown",3.47915056233853,-1.09313941506719
"985","Ssiderea025794",NA,NA,"Receptor tyrosine phosphatase type r2a","Signal transduction mechanisms",2.79085249906182,2.69229023744288
"986","Ssiderea025906",NA,NA,"MAC/Perforin domain","Signal transduction mechanisms",-2.41838598301714,-1.12829365529706
"987","Ssiderea025912",NA,NA,"transcription initiation from RNA polymerase II promoter","Transcription",2.11441492556189,1.95497644975109
"988","Ssiderea025990",NA,NA,"sequence-specific DNA binding","Transcription",1.40343100484491,1.1320006027129
"989","Ssiderea026015",NA,NA,NA,NA,-1.16841745476101,-2.27702507709884
"990","Ssiderea026050",NA,NA,NA,NA,1.67202336216714,2.17039502709697
"991","Ssiderea026331",NA,NA,"Belongs to the ATP guanido phosphotransferase family","Energy production and conversion",-1.4257869732471,-3.54138073991165
"992","Ssiderea026350",NA,NA,NA,NA,-1.31993197735386,-1.85753628706464
"993","Ssiderea026681",NA,NA,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",1.18881019792948,2.01323981410343
"994","Ssiderea026686",NA,NA,NA,NA,-3.10868157445434,-3.27712916795656
"995","Ssiderea026694",NA,NA,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",2.94843691104391,2.30567890106292
"996","Ssiderea026904",NA,NA,NA,NA,-3.99839053844318,-2.47417873269183
"997","Ssiderea026954",NA,NA,NA,NA,-2.78314668065726,-1.33670355170906
"998","Ssiderea027033",NA,NA,"-","",2.6047112173288,3.04700299968437
"999","Ssiderea027610",NA,NA,NA,NA,1.19762088782376,1.56130782913757
"1000","Ssiderea027674",NA,NA,NA,NA,-3.69738622745639,-1.84863432812044
"1001","Ssiderea027777",NA,NA,"Adenylyl- / guanylyl cyclase, catalytic domain","Signal transduction mechanisms",-1.29484208892362,-1.21101482423889
"1002","Ssiderea027829",NA,NA,NA,NA,1.54455936933983,1.95718510522572
"1003","Ssiderea027900",NA,NA,"voltage-gated sodium channel activity","Inorganic ion transport and metabolism",-1.27600394395387,-1.79688640686554
"1004","Ssiderea027950",NA,NA,NA,NA,-1.36673524666713,-1.08110772075375
"1005","Ssiderea028078",NA,NA,NA,NA,-1.31861380077683,-1.07420180655995
"1006","Ssiderea028434",NA,NA,"thyroid hormone transmembrane transporter activity","Carbohydrate transport and metabolism",-2.37114927742782,-2.54857208550283
"1007","Ssiderea028492",NA,NA,"protein phosphatase regulator activity","Signal transduction mechanisms",1.38081356253599,1.22284089698037
"1008","Ssiderea028526",NA,NA,NA,NA,-1.14142022021349,-1.18056870904317
"1009","Ssiderea028718",NA,NA,NA,NA,-2.79332885846441,-2.13495889207231
"1010","Ssiderea028819",NA,NA,"complement activation, lectin pathway","Replication, recombination and repair",2.99252608449811,4.37654464856058
"1011","Ssiderea028833",NA,NA,NA,NA,3.49842239127447,4.38833525301472
"1012","Ssiderea029188",NA,NA,"Cobalamin-independent synthase, Catalytic domain","Amino acid transport and metabolism",2.80155230498677,1.8550501207852
"1013","Ssiderea029247",NA,NA,NA,NA,-1.11196284770172,-1.49108171723834
"1014","Ssiderea029278",NA,NA,NA,NA,2.79458310897828,1.5618247994337
"1015","Ssiderea029713",NA,NA,NA,NA,-1.06690015333757,-1.33766211068271
"1016","Ssiderea029805",NA,NA,NA,NA,1.8394028662701,1.64947032548721
"1017","Ssiderea029844",NA,NA,NA,NA,1.30533266338157,1.63850050488457
"1018","Ssiderea029846",NA,NA,"Cupin-like domain","Lipid transport and metabolism",1.22183685631098,1.12829365529706
"1019","Ssiderea029875",NA,NA,NA,NA,1.34770608484357,1.7880968371282
"1020","Ssiderea030041",NA,NA,NA,NA,-1.78194538821611,-1.06895933939678
"1021","Ssiderea030042",NA,NA,NA,NA,2.15864365519991,1.11857810051757
"1022","Ssiderea030069",NA,NA,"phosphopyruvate hydratase activity","Carbohydrate transport and metabolism",1.15469039340583,1.38883518711914
"1023","Ssiderea030145",NA,NA,NA,NA,-1.53657728891657,-2.15476349017128
"1024","Ssiderea030239",NA,NA,NA,NA,1.56429364669489,1.33926412709543
"1025","Ssiderea030302",NA,NA,"Folate receptor family","Function Unknown",-1.0229883896784,-1.85459536988623
"1026","Ssiderea030632",NA,NA,NA,NA,2.28786952010476,1.05604479757077
"1027","Ssiderea030651",NA,NA,NA,NA,-1.09167285952388,-1.4911258370722
"1028","Ssiderea030710",NA,NA,NA,NA,-1.48584016091548,-1.44919492784637
"1029","Ssiderea030985",NA,NA,"Reverse transcriptase (RNA-dependent DNA polymerase)","Function Unknown",-1.06426678177357,-1.29940830544057
"1030","Ssiderea031066",NA,NA,NA,NA,-2.63889197643568,-3.45046655115445
"1031","Ssiderea031312",NA,NA,"peroxidase activity","Function Unknown",-3.00843133328787,-1.09553270443332
"1032","Ssiderea031448",NA,NA,"-","",-1.73322314653401,-1.50953594155441
"1033","Ssiderea031502",NA,NA,NA,NA,-1.44493930714581,-1.32384506323089
"1034","Ssiderea031537",NA,NA,"Specifically deglycosylates the denatured form of N- linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl- glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high- mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins","Posttranslational modification, protein turnover, chaperones",1.12165932921952,1.07279734690488
"1035","Ssiderea031553",NA,NA,"calcium ion binding","Posttranslational modification, protein turnover, chaperones",-1.60507517583625,-3.2340164984671
"1036","Ssiderea031574",NA,NA,NA,NA,-1.615369166042,-1.2650875477899
"1037","Ssiderea031592",NA,NA,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",-1.06544949692381,-1.10405619400908
"1038","Ssiderea031654",NA,NA,NA,NA,1.33050963171019,3.22899210375452
"1039","Ssiderea031692",NA,NA,"LETM1 domain containing 1","Signal transduction mechanisms",-1.19742775421634,-1.8570231668524
"1040","Ssiderea031743",NA,NA,"determination of stomach left/right asymmetry","Cytoskeleton",-1.30543340514089,-1.16592477254061
"1041","Ssiderea031931",NA,NA,NA,NA,-3.04323320382379,-1.20362505321008
"1042","Ssiderea032171",NA,NA,NA,NA,-1.73656418277197,-1.39131824911895
"1043","Ssiderea032250",NA,NA,"Common central domain of tyrosinase","Amino acid transport and metabolism",1.20157805911343,2.10087114538004
"1044","Ssiderea032352",NA,NA,"tRNA methylation","Translation, ribosomal structure and biogenesis",1.14150330134896,1.89122054601413
"1045","Ssiderea032491",NA,NA,"Common central domain of tyrosinase","Amino acid transport and metabolism",2.10162089798395,2.45996780631838
"1046","Ssiderea032502",NA,NA,NA,NA,1.12325222520246,2.22668105800163
"1047","Ssiderea032816",NA,NA,NA,NA,-1.81822333757562,-1.03415971689347
"1048","Ssiderea033082",NA,NA,"homophilic cell adhesion via plasma membrane adhesion molecules","Carbohydrate transport and metabolism",-5.39062281864567,-1.05189530108983
"1049","Ssiderea033289",NA,NA,"RNA binding","Intracellular trafficking, secretion, and vesicular transport",-2.14475802940404,-1.24625357554527
"1050","Ssiderea033477",NA,NA,NA,NA,-2.17150733145909,-1.04511949786581
"1051","Ssiderea033524",NA,NA,NA,NA,-4.03079189810592,-2.14157069009471
"1052","Ssiderea033639",NA,NA,NA,NA,1.36302642017117,1.78033669130406
"1053","Ssiderea033838",NA,NA,NA,NA,1.01704815443935,2.61448609799592
"1054","Ssiderea034143",NA,NA,NA,NA,2.12737851594689,2.39400014445547
"1055","Ssiderea034156",NA,NA,NA,NA,1.84894029132494,1.04194808310838
"1056","Ssiderea034234",NA,NA,"negative regulation of non-canonical Wnt signaling pathway","Posttranslational modification, protein turnover, chaperones",-1.88588780773452,-1.19059966915407
"1057","Ssiderea034283",NA,NA,"ATP binding. It is involved in the biological process described with protein phosphorylation","Signal transduction mechanisms",-1.92232703223274,-2.10523205671831
"1058","Ssiderea034394",NA,NA,"defense response to nematode","",-4.26611489366462,-3.49963232968156
"1059","Ssiderea034395",NA,NA,"carbohydrate binding","",1.63075379434408,2.54898587083248
"1060","Ssiderea034401",NA,NA,"carbohydrate binding","",-1.87442690589734,-5.02538303090411
"1061","Ssiderea034505",NA,NA,NA,NA,2.09712259785999,2.14934951383627
"1062","Ssiderea034545",NA,NA,NA,NA,-1.64483568848111,-1.23131532006896
"1063","Ssiderea034578",NA,NA,NA,NA,-1.8476477721735,-1.12367738209931
"1064","Ssiderea034762",NA,NA,"Belongs to the peptidase C14A family","Cell cycle control, cell division, chromosome partitioning",1.83776603301817,1.11656683044128
"1065","Ssiderea034995",NA,NA,"tumor necrosis factor receptor binding","Posttranslational modification, protein turnover, chaperones",-2.63249529704354,-2.11931655570631
"1066","Ssiderea035207",NA,NA,NA,NA,-1.36098024148487,-3.76567462522345
"1067","Ssiderea035259",NA,NA,NA,NA,6.75874416882848,7.98962671490703
"1068","Ssiderea035261",NA,NA,NA,NA,-1.57022230214397,-2.57710948333697
"1069","Ssiderea035314",NA,NA,"PTK6 protein tyrosine kinase","Signal transduction mechanisms",-2.31384693055849,-1.4630585778501
"1070","Ssiderea035315",NA,NA,NA,NA,-1.59470465465929,-1.76498701264041
"1071","Ssiderea035390",NA,NA,"nutrient reservoir activity","Lipid transport and metabolism",1.65842006141137,2.30486974417621
"1072","Ssiderea035418",NA,NA,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",-1.0848627491543,-1.0115999801409
"1073","Ssiderea035521",NA,NA,NA,NA,3.17960789162386,1.71173496415135
"1074","Ssiderea035586",NA,NA,"Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily","",2.67249335086279,2.65395706438519
"1075","Ssiderea035646",NA,NA,NA,NA,-2.68530840840508,-2.27702507709884
"1076","Ssiderea035992",NA,NA,NA,NA,3.82554526840632,1.54509339290915
"1077","Ssiderea035994",NA,NA,NA,NA,6.75027090458089,2.38932431692988
"1078","Ssiderea036092",NA,NA,NA,NA,-2.95212996853513,-1.06895933939678
"1079","Ssiderea036101",NA,NA,"Tetratricopeptide repeat","Posttranslational modification, protein turnover, chaperones",1.29912200750035,1.24186426736986
"1080","Ssiderea036254",NA,NA,"recombinational repair","Replication, recombination and repair",-2.63889197643568,-1.5360510754888
"1081","Ssiderea036716",NA,NA,"structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning",1.8394028662701,2.10087114538004
"1082","Ssiderea036721",NA,NA,"structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning",2.39456501025498,2.59609563195795
"1083","Ssiderea036818",NA,NA,NA,NA,2.71725166415284,1.71039498028028
"1084","Ssiderea036881",NA,NA,NA,NA,-1.55007123959048,-1.97247038475721
"1085","Ssiderea037047",NA,NA,NA,NA,1.49631116098524,1.76498701264041
"1086","Ssiderea037401",NA,NA,"identical protein binding","Function Unknown",-2.58086951374875,-1.65335819254804
"1087","Ssiderea037904",NA,NA,NA,NA,-1.28488351448123,-2.0273888247072
"1088","Ssiderea038001",NA,NA,"TNF receptor-associated factor","Signal transduction mechanisms",1.04415441823499,1.68336843282166
"1089","Ssiderea038033",NA,NA,NA,NA,-1.50506556236794,-1.48070474545284
"1090","Ssiderea038246",NA,NA,NA,NA,-2.35475872637898,-1.28763270375546
"1091","Ssiderea038311",NA,NA,"positive regulation of Arp2/3 complex-mediated actin nucleation","",1.65798281013997,1.31668936230657
"1092","Ssiderea038424",NA,NA,NA,NA,-2.48544779380145,-4.37654464856058
"1093","Ssiderea038513",NA,NA,NA,NA,-6.9416718187742,-1.69650662891464
"1094","Ssiderea038529",NA,NA,NA,NA,-3.8287984406392,-3.08286516746995
"1095","Ssiderea038534",NA,NA,NA,NA,-13.6711508489905,-5.88390837800698
"1096","Ssiderea038540",NA,NA,NA,NA,-8.49838985092485,-1.04194808310838
"1097","Ssiderea038632",NA,NA,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",-2.80161653240785,-3.32503498122226
"1098","Ssiderea038648",NA,NA,"positive regulation of interleukin-4-mediated signaling pathway","",-1.24657536922094,-1.01720412898296
"1099","Ssiderea038847",NA,NA,NA,NA,4.34805676045939,5.77162947570048
"1100","Ssiderea038854",NA,NA,"tripartite motif containing 71, E3 ubiquitin protein ligase","Posttranslational modification, protein turnover, chaperones",1.11196284770172,1.34719367640124
"1101","Ssiderea038885",NA,NA,NA,NA,2.95579854980736,4.20926443723645
"1102","Ssiderea038962",NA,NA,"Bardet-Biedl syndrome 4","Function Unknown",1.29842138897605,1.13164492546161
"1103","Ssiderea039115",NA,NA,NA,NA,2.10844553201605,1.86642494181256
"1104","Ssiderea039175",NA,NA,"glycosylceramidase activity","Carbohydrate transport and metabolism",-1.78160864200768,-2.49081626982762
"1105","Ssiderea039227",NA,NA,NA,NA,1.74397159307006,3.34170671750908
"1106","Ssiderea039506",NA,NA,"binding of sperm to zona pellucida","",1.34778076885827,2.23641247138748
"1107","Ssiderea039605",NA,NA,"phosphoethanolamine N-methyltransferase","Lipid transport and metabolism",-1.05649366576689,-3.86215480305447
"1108","Ssiderea039623",NA,NA,"HELP motif","Function Unknown",2.05642600624817,2.97751022479849
"1109","Ssiderea039744",NA,NA,NA,NA,-1.56155759587374,-1.03890593385817
"1110","Ssiderea039926",NA,NA,"Protein tyrosine kinase","Signal transduction mechanisms",2.68501223996146,1.05475206207421
"1111","Ssiderea039935",NA,NA,NA,NA,3.8287984406392,1.33702423887125
"1112","Ssiderea040857",NA,NA,"Sialic acid binding Ig-like lectin 1, sialoadhesin","Signal transduction mechanisms",-1.01230495388422,-1.13613164089786
"1113","Ssiderea040898",NA,NA,"Hemicentin 1","Signal transduction mechanisms",1.42828644708649,1.00911061189073
"1114","Ssiderea041210",NA,NA,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",1.29286507365773,2.05750478964926
"1115","Ssiderea041257",NA,NA,NA,NA,1.86990872321261,1.23495436039492
"1116","Ssiderea041337",NA,NA,"Common central domain of tyrosinase","Amino acid transport and metabolism",1.74781840970852,2.0309231696753
"1117","Ssiderea041532",NA,NA,"DBH-like monooxygenase protein 1","Amino acid transport and metabolism",-1.40343100484491,-1.18645249616344
"1118","Ssiderea041622",NA,NA,"Collagen triple helix","Function Unknown",2.61360917762235,1.54033800725344
"1119","Ssiderea041679",NA,NA,"Collagen triple helix","Function Unknown",4.68546987719035,3.03425934956001
"1120","Ssiderea041712",NA,NA,"Protein tyrosine kinase","Signal transduction mechanisms",5.07364225139988,3.02473448675262
"1121","Ssiderea041724",NA,NA,"Protein tyrosine kinase","Signal transduction mechanisms",-1.66609441475081,-1.34421682456396
"1122","Ssiderea041746",NA,NA,"Protein tyrosine kinase","Signal transduction mechanisms",5.01718706925105,5.26881090836314
"1123","Ssiderea042200",NA,NA,"BTB And C-terminal Kelch","Function Unknown",2.20488669131905,1.0184279851765
"1124","Ssiderea042386",NA,NA,"HMG box domain containing 3","Transcription",1.88588780773452,1.08091715783879
"1125","Ssiderea042649",NA,NA,"Lipoxygenase","Amino acid transport and metabolism",2.48797593146061,2.7017340424896
"1126","Ssiderea042655",NA,NA,"betaine-homocysteine S-methyltransferase activity","Amino acid transport and metabolism",1.06144215757792,1.92186671988873
"1127","Ssiderea042804",NA,NA,"Histone H1","Chromatin structure and dynamics",1.30688628007549,2.24326766838775
"1128","Ssiderea043041",NA,NA,NA,NA,-1.87487618231368,-1.50250301487939
