"","gene","lpv.Star_Emerald","lpv.MacN_Emerald","annot","KOG","lpv.Star_Rainbow","lpv.MacN_Rainbow"
"344","Ssiderea026955",-1.73460169833814,-1.20273676048931,"store-operated calcium channel activity","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"345","Ssiderea026973",1.53805374482674,1.59828866440518,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",NA,NA
"346","Ssiderea027084",-2.01485644406479,-1.34417249465134,NA,NA,NA,NA
"347","Ssiderea027144",1.41553472889956,1.87950222705824,"Selenium-binding protein 1","Inorganic ion transport and metabolism",NA,NA
"348","Ssiderea027684",-3.55623111964668,-1.12310619527727,NA,NA,NA,NA
"349","Ssiderea027720",-1.33320065878561,-4.34213589764832,NA,NA,NA,NA
"350","Ssiderea027774",-6.1094160035009,-2.69570216586758,"MAC/Perforin domain","Function Unknown",NA,NA
"351","Ssiderea027809",-3.22288552490666,-6.25166057816356,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones",NA,NA
"352","Ssiderea027833",-1.13735343660923,-4.88854944473255,NA,NA,NA,NA
"353","Ssiderea027966",2.76637544204485,5.50818787909098,"tumor necrosis factor (ligand) superfamily, member","Signal transduction mechanisms",NA,NA
"354","Ssiderea028132",2.44998843640224,1.18491628890637,"Acid sphingomyelinase-like phosphodiesterase 3b","Lipid transport and metabolism",NA,NA
"355","Ssiderea028215",2.08534137890638,2.76997349161174,NA,NA,NA,NA
"356","Ssiderea028226",4.75076660716549,1.61642464798074,"positive regulation of gluconeogenesis","Carbohydrate transport and metabolism",NA,NA
"357","Ssiderea028247",-1.70912061613256,-1.52147054757072,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"358","Ssiderea028253",1.3920474252264,2.76726053379083,NA,NA,NA,NA
"359","Ssiderea028351",-1.1596580270965,-1.12668720652339,"factor 14","Transcription",NA,NA
"360","Ssiderea028456",-1.45916179795783,-1.37169599076949,"TeTratriCopeptide repeat","Signal transduction mechanisms",NA,NA
"361","Ssiderea028667",1.12577528737529,3.14968103909043,"creatine kinase activity","Energy production and conversion",NA,NA
"362","Ssiderea028697",-1.50353001548459,-1.60587463905349,NA,NA,NA,NA
"363","Ssiderea028718",-1.79048295729198,-1.33573072503852,NA,NA,NA,NA
"364","Ssiderea028906",-1.72751520325947,-1.36231137804287,NA,NA,NA,NA
"365","Ssiderea028966",1.19711470054102,3.75525615404209,"protein-hormone receptor activity","Signal transduction mechanisms",NA,NA
"366","Ssiderea028973",-3.19594082914515,-1.21450209640785,"Ammonium transporter","Inorganic ion transport and metabolism",NA,NA
"367","Ssiderea029092",3.40712450691946,2.83572040683114,NA,NA,NA,NA
"368","Ssiderea029184",1.55669153325687,1.26292537108283,"Fibrillar collagen C-terminal domain","Function Unknown",NA,NA
"369","Ssiderea029188",2.82302508025604,1.89959438643791,"Cobalamin-independent synthase, Catalytic domain","Amino acid transport and metabolism",NA,NA
"370","Ssiderea029196",1.30654041499281,1.39620129263983,"positive regulation of TRAIL-activated apoptotic signaling pathway","Posttranslational modification, protein turnover, chaperones",NA,NA
"371","Ssiderea029278",4.51294146941914,2.90543300589888,NA,NA,NA,NA
"372","Ssiderea029356",3.23973372080104,1.11760689254052,"positive regulation of epithelial to mesenchymal transition","Function Unknown",NA,NA
"373","Ssiderea029511",-1.98070599071866,-1.52360179780206,"Microtubule binding","Cytoskeleton",NA,NA
"374","Ssiderea029577",3.17799031702855,2.18809462909408,"Solute carrier family 46, member 3","Function Unknown",NA,NA
"375","Ssiderea029687",2.50455114388353,2.6309832009595,"ATP-dependent RNA helicase SUPV3L1, mitochondrial","RNA processing and modification",NA,NA
"376","Ssiderea029690",1.82932244003753,1.04876616529814,NA,NA,NA,NA
"377","Ssiderea029805",1.54374321373677,1.40557895342732,NA,NA,NA,NA
"378","Ssiderea029875",1.26248374786924,1.7148201337702,NA,NA,NA,NA
"379","Ssiderea030069",1.24690661374865,1.53456968180464,"phosphopyruvate hydratase activity","Carbohydrate transport and metabolism",NA,NA
"380","Ssiderea030145",-1.28470286109449,-1.89634443667983,NA,NA,NA,NA
"381","Ssiderea030187",-6.38301060485003,-6.91384587110348,"small GTPase mediated signal transduction","Chromatin structure and dynamics",NA,NA
"382","Ssiderea030239",1.56986376624874,1.38031816583904,NA,NA,NA,NA
"383","Ssiderea030250",-1.61891471539368,-1.9147820105341,"biogenesis factor 2","Posttranslational modification, protein turnover, chaperones",NA,NA
"384","Ssiderea030383",2.30305917020803,3.55604983594483,NA,NA,NA,NA
"385","Ssiderea030487",1.33320065878561,1.12752699594038,NA,NA,NA,NA
"386","Ssiderea031266",-1.11576286398892,-1.06304844349187,NA,NA,NA,NA
"387","Ssiderea031274",-1.01659999049087,-1.97358678019666,NA,NA,NA,NA
"388","Ssiderea031284",-1.13559262661929,1.40601550218489,NA,NA,NA,NA
"389","Ssiderea031312",-6.10177423263977,-3.0751860169002,"peroxidase activity","Function Unknown",NA,NA
"390","Ssiderea031449",-1.88305532459414,-1.69919017794375,NA,NA,NA,NA
"391","Ssiderea031488",-1.33903534863756,-1.06912607712802,NA,NA,NA,NA
"392","Ssiderea031597",-1.31492392687032,-1.48849767928099,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",NA,NA
"393","Ssiderea031624",-1.97624311063184,-1.03938064350447,"Four-disulfide core domains","Extracellular structures",NA,NA
"394","Ssiderea031650",-1.31055456027825,-2.73916649915245,NA,NA,NA,NA
"395","Ssiderea031654",1.37762043438182,3.3079106887328,NA,NA,NA,NA
"396","Ssiderea031792",1.06360159929505,1.00555873982223,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"397","Ssiderea032162",-1.96960670049906,-1.34961151954862,NA,NA,NA,NA
"398","Ssiderea032399",1.44990830938657,2.78583065862453,"WD repeat domain 74","Function Unknown",NA,NA
"399","Ssiderea032478",-1.38070735328793,-1.67876092833472,NA,NA,NA,NA
"400","Ssiderea032636",1.11864108285626,1.29182108525538,NA,NA,NA,NA
"401","Ssiderea032875",2.56527214986449,5.21092559498443,NA,NA,NA,NA
"402","Ssiderea032880",1.8800526008127,1.56227524176096,"aldehyde dehydrogenase (NAD) activity","Energy production and conversion",NA,NA
"403","Ssiderea032939",-1.65232780448518,-2.18581249828586,"G-protein coupled receptor activity","Signal transduction mechanisms",NA,NA
"404","Ssiderea033023",1.35025204045907,3.34046417703363,NA,NA,NA,NA
"405","Ssiderea033036",3.76138873260228,1.31044501824895,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"406","Ssiderea033120",-2.2226904998069,-1.18000415718511,"Sulfatase-modifying factor enzyme 1","Function Unknown",NA,NA
"407","Ssiderea033121",2.33330631512961,3.24893370126442,NA,NA,NA,NA
"408","Ssiderea033479",1.57968397728259,1.76787195559087,NA,NA,NA,NA
"409","Ssiderea033487",2.2226904998069,1.83380383694137,NA,NA,NA,NA
"410","Ssiderea033498",-1.14428809343974,-1.13108568568041,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","Replication, recombination and repair",NA,NA
"411","Ssiderea033510",-1.31403415730996,-1.03938064350447,NA,NA,NA,NA
"412","Ssiderea033560",-2.47176664385847,-2.1835595152915,NA,NA,NA,NA
"413","Ssiderea033634",2.27406862937684,2.20484122397725,NA,NA,NA,NA
"414","Ssiderea033705",2.88966230825633,1.19637498802098,NA,NA,NA,NA
"415","Ssiderea033761",-2.09874214531867,-1.13122243557701,"Vacuolar protein sorting-associated protein 16 homolog","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"416","Ssiderea033808",2.67935687531175,5.63942895985352,NA,NA,NA,NA
"417","Ssiderea033839",1.54121508160923,1.84770961744685,NA,NA,NA,NA
"418","Ssiderea033844",-1.97102657851771,-1.71999816623954,NA,NA,NA,NA
"419","Ssiderea033902",2.53820902284989,2.42740616554842,NA,NA,NA,NA
"420","Ssiderea033904",1.34234157249199,1.07338014196274,NA,NA,NA,NA
"421","Ssiderea034126",-4.49012419736362,-1.16141301761949,"Melanocortin 4 receptor","Signal transduction mechanisms",NA,NA
"422","Ssiderea034147",-1.01177919223561,-1.07403123577171,"high voltage-gated calcium channel activity","Inorganic ion transport and metabolism",NA,NA
"423","Ssiderea034163",-1.34371584552515,-2.59413657624213,"Ring finger domain","Posttranslational modification, protein turnover, chaperones",NA,NA
"424","Ssiderea034234",-3.17799031702855,-2.26908833914726,"negative regulation of non-canonical Wnt signaling pathway","Posttranslational modification, protein turnover, chaperones",NA,NA
"425","Ssiderea034262",-2.5173503322905,-2.62435700591327,NA,NA,NA,NA
"426","Ssiderea034394",-8.13197814185506,-6.78082094773503,"defense response to nematode","",NA,NA
"427","Ssiderea034395",1.60531138871592,2.53706678863504,"carbohydrate binding","",NA,NA
"428","Ssiderea034401",-4.17944325423103,-8.59068691014832,"carbohydrate binding","",NA,NA
"429","Ssiderea034405",-3.93672301675555,-1.35854869819637,"carbohydrate binding","",NA,NA
"430","Ssiderea034406",-3.54591280559701,-2.12027367204,"carbohydrate binding","",NA,NA
"431","Ssiderea034408",-6.17317893393746,-1.54621911541716,"carbohydrate binding","",NA,NA
"432","Ssiderea034453",1.86196726814574,2.54897832480196,"mannose binding","Signal transduction mechanisms",NA,NA
"433","Ssiderea034460",3.71379256286036,3.13230067293205,"Coagulation factor 5/8 C-terminal domain, discoidin domain","Signal transduction mechanisms",NA,NA
"434","Ssiderea034762",2.01751544011417,1.30299459543896,"Belongs to the peptidase C14A family","Cell cycle control, cell division, chromosome partitioning",NA,NA
"435","Ssiderea034790",-1.19786520253461,-1.97713486411353,NA,NA,NA,NA
"436","Ssiderea034841",1.43538311644642,1.56809048560259,"cellular response to calcium ion","Signal transduction mechanisms",NA,NA
"437","Ssiderea035100",1.74051348110344,2.13457245772514,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"438","Ssiderea035129",-1.00781964175971,-1.44079900059809,"SUMO1 sentrin specific peptidase","Posttranslational modification, protein turnover, chaperones",NA,NA
"439","Ssiderea035186",1.28830043373105,2.71643007312175,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"440","Ssiderea035418",-1.05546091370633,-1.02635305447883,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"441","Ssiderea035432",1.27090156399057,2.00232985037497,"nuclear localization sequence binding","",NA,NA
"442","Ssiderea035434",1.79714827935805,1.54064376048424,"16-hydroxypalmitate dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"443","Ssiderea035463",3.83816142977221,1.637129315647,NA,NA,NA,NA
"444","Ssiderea035576",1.39340637705788,2.52761929117223,"Cupin-like domain","",NA,NA
"445","Ssiderea035585",1.75435107612419,1.17887134393195,"respiratory chain complex III assembly","Function Unknown",NA,NA
"446","Ssiderea035606",-1.33010375749388,1.03834614106115,"MAM domain containing 4","Amino acid transport and metabolism",NA,NA
"447","Ssiderea035653",-1.11587091330205,-1.14720115212337,"guanine nucleotide exchange factor 1","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"448","Ssiderea035978",1.93114150063196,1.20638856930971,NA,NA,NA,NA
"449","Ssiderea035992",2.8115196150267,1.02545865680061,NA,NA,NA,NA
"450","Ssiderea035994",3.89359445391223,1.06194219784942,NA,NA,NA,NA
"451","Ssiderea036015",-1.09170921692534,-1.46632635632524,NA,NA,NA,NA
"452","Ssiderea036504",-1.4902723190957,-1.26776003820798,"histone H2A-K119 monoubiquitination","Posttranslational modification, protein turnover, chaperones",NA,NA
"453","Ssiderea036590",-1.0432022416188,-1.87827216284669,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms",NA,NA
"454","Ssiderea036647",3.51831340135824,2.03773971806891,"lipoprotein receptor-related protein","Signal transduction mechanisms",NA,NA
"455","Ssiderea036716",2.10598800098766,2.43032576625767,"structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning",NA,NA
"456","Ssiderea036916",1.43667014349854,1.0153376203317,"NUAK family, SNF1-like kinase, 2","Signal transduction mechanisms",NA,NA
"457","Ssiderea037477",-1.37977050212358,-1.50954070690222,"-","",NA,NA
"458","Ssiderea037718",1.41902867009399,1.08142952024282,NA,NA,NA,NA
"459","Ssiderea037751",1.02653918576254,1.34489288873593,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",NA,NA
"460","Ssiderea038011",1.04456828935679,1.37301103936789,NA,NA,NA,NA
"461","Ssiderea038168",-1.35563521107537,-2.76726053379083,NA,NA,NA,NA
"462","Ssiderea038178",-1.65965730231481,-2.33084738972881,"Carboxylesterase family","Carbohydrate transport and metabolism",NA,NA
"463","Ssiderea038319",2.27406862937684,1.14937871997599,NA,NA,NA,NA
"464","Ssiderea038351",-1.83160152431081,-1.69028145631807,"succinate-hydroxymethylglutarate CoA-transferase activity","Lipid transport and metabolism",NA,NA
"465","Ssiderea038388",1.7851484079423,1.21591200358804,"mitochondrial translation","Translation, ribosomal structure and biogenesis",NA,NA
"466","Ssiderea038461",-1.04336837637281,-2.32776687231813,NA,NA,NA,NA
"467","Ssiderea038529",-1.65819951217987,-1.29239479813002,NA,NA,NA,NA
"468","Ssiderea038534",-6.57003624365164,-2.07018913989835,NA,NA,NA,NA
"469","Ssiderea038574",-1.04997944541401,-3.75525615404209,NA,NA,NA,NA
"470","Ssiderea038658",-1.08601883903981,-1.001597141591,NA,NA,NA,NA
"471","Ssiderea038766",-2.18452814449871,-1.06433808496908,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"472","Ssiderea038885",1.11587091330205,1.84576234254742,NA,NA,NA,NA
"473","Ssiderea039101",1.22517116782412,1.30685891153154,NA,NA,NA,NA
"474","Ssiderea039130",-1.61986204792092,-1.66413252483599,NA,NA,NA,NA
"475","Ssiderea039177",2.35236255743168,2.98434171156269,"detection of nodal flow","",NA,NA
"476","Ssiderea039352",2.00243737549036,1.18710406148062,NA,NA,NA,NA
"477","Ssiderea039526",-2.38743636882901,-1.84576234254742,NA,NA,NA,NA
"478","Ssiderea039539",-1.73554074785129,-2.26762370085347,"Protein tyrosine kinase","Signal transduction mechanisms",NA,NA
"479","Ssiderea039589",1.997323873044,1.06032905538158,"-","",NA,NA
"480","Ssiderea039621",1.35433511210392,3.73181061068181,"U11-48K-like CHHC zinc finger","Function Unknown",NA,NA
"481","Ssiderea039664",1.9791016620144,3.1185703712235,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"482","Ssiderea039722",2.32894195345118,1.05648395533327,NA,NA,NA,NA
"483","Ssiderea039842",1.21003197133376,1.9728865032394,"positive regulation of interleukin-13 biosynthetic process","Function Unknown",NA,NA
"484","Ssiderea040040",1.52218700482526,3.68789007746045,"TEK tyrosine kinase, endothelial","Signal transduction mechanisms",NA,NA
"485","Ssiderea040081",-2.1257312997887,-6.78082094773503,"ATPase activity, coupled to transmembrane movement of substances","Lipid transport and metabolism",NA,NA
"486","Ssiderea040312",1.3782551199495,2.28536531933531,NA,NA,NA,NA
"487","Ssiderea040497",-2.36308913996509,-1.31282191236291,NA,NA,NA,NA
"488","Ssiderea040536",2.14613352206257,1.67115011445136,NA,NA,NA,NA
"489","Ssiderea040768",1.1095787694131,1.24127386294754,"Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain","Signal transduction mechanisms",NA,NA
"490","Ssiderea040788",3.63525562019888,2.91437684996649,NA,NA,NA,NA
"491","Ssiderea040818",1.27737544825565,1.60214941073115,"Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain","Signal transduction mechanisms",NA,NA
"492","Ssiderea040856",-1.00491643051149,-2.13634122487388,"Immunoglobulin C-2 Type","Signal transduction mechanisms",NA,NA
"493","Ssiderea040857",-1.61095604133169,-1.82679951065769,"Sialic acid binding Ig-like lectin 1, sialoadhesin","Signal transduction mechanisms",NA,NA
"494","Ssiderea040882",-4.93412616117876,-3.45119837466844,NA,NA,NA,NA
"495","Ssiderea040894",-2.82430988195122,-1.71856236784334,NA,NA,NA,NA
"496","Ssiderea040951",9.93850817720997,1.63002722773863,NA,NA,NA,NA
"497","Ssiderea040954",1.73460169833814,1.02551293688092,"cytoskeletal protein binding","Function Unknown",NA,NA
"498","Ssiderea040978",-2.91954648875067,-1.35826748689237,"Immunoglobulin C-2 Type","Inorganic ion transport and metabolism",NA,NA
"499","Ssiderea041204",-4.59386875326385,-1.17458847886253,"Immunoglobulin C-2 Type","Inorganic ion transport and metabolism",NA,NA
"500","Ssiderea041264",-2.82432347100387,-1.48234385190819,NA,NA,NA,NA
"501","Ssiderea041320",-1.09423702214349,-4.56090582034239,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"502","Ssiderea041344",-2.25919178451297,-1.53816643686396,"Pentaxin family","Function Unknown",NA,NA
"503","Ssiderea041354",-2.72118896195894,-1.52794846103359,NA,NA,NA,NA
"504","Ssiderea041358",-5.19059743853369,-1.03396391523,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"505","Ssiderea041506",1.64095218036839,1.00873283635539,NA,NA,NA,NA
"506","Ssiderea041558",2.0129153774563,2.39173527509279,"DBH-like monooxygenase protein 1","Amino acid transport and metabolism",NA,NA
"507","Ssiderea041600",-1.18510912118375,-2.1414620429271,NA,NA,NA,NA
"508","Ssiderea041609",5.45523542260324,4.27088493953239,NA,NA,NA,NA
"509","Ssiderea041620",-4.13838676421946,-1.47415289342359,NA,NA,NA,NA
"510","Ssiderea041625",2.18452814449871,2.31813677982806,"Collagen triple helix","Function Unknown",NA,NA
"511","Ssiderea041630",1.41105410425086,1.01279587990342,"DNA repair protein RAD51 homolog","Replication, recombination and repair",NA,NA
"512","Ssiderea041651",1.82284415322577,1.1929622063679,"PFAM SMP-30 Gluconolaconase","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"513","Ssiderea041679",3.81445779046423,2.40428762272613,"Collagen triple helix","Function Unknown",NA,NA
"514","Ssiderea041712",2.94710165207515,1.45879523017694,"Protein tyrosine kinase","Signal transduction mechanisms",NA,NA
"515","Ssiderea041724",-1.74580740442716,-1.45879523017694,"Protein tyrosine kinase","Signal transduction mechanisms",NA,NA
"516","Ssiderea041746",2.27352217858208,2.4352102699004,"Protein tyrosine kinase","Signal transduction mechanisms",NA,NA
"517","Ssiderea041999",2.13008481518413,1.55110168507439,"MAP kinase phosphatase activity","Defense mechanisms",NA,NA
"518","Ssiderea042039",-1.08913532247128,-1.42174428794729,NA,NA,NA,NA
"519","Ssiderea042098",-1.03944149254245,-1.32882442693381,"cytochrome P450","",NA,NA
"520","Ssiderea042206",2.67158030611336,3.1177622671343,NA,NA,NA,NA
"521","Ssiderea042484",2.2158219637902,1.17937412140554,"alpha-galactosidase activity","Carbohydrate transport and metabolism",NA,NA
"522","Ssiderea042500",-5.08242987055117,-2.32200390533059,NA,NA,NA,NA
"523","Ssiderea042563",2.96391241362918,2.76726053379083,"protein propionyltransferase activity","Transcription",NA,NA
"524","Ssiderea042600",2.91023940929975,3.41572482759107,"mannose binding","Signal transduction mechanisms",NA,NA
"525","Ssiderea042756",2.13998304940997,1.50671719103991,"Transferase activity, transferring phosphorus-containing groups","Function Unknown",NA,NA
"526","Ssiderea042816",1.38208676223783,2.57459328156704,"Cupin-like domain","",NA,NA
"527","Ssiderea042963",1.35366866349072,1.49045605742607,NA,NA,NA,NA
"528","Ssiderea042988",-1.28403292743303,-1.34905183084541,NA,NA,NA,NA
"529","Ssiderea043077",-1.45916179795783,-1.11600968043485,"Chromatin modification-related protein","Chromatin structure and dynamics",NA,NA
"530","Ssiderea043100",-2.87002504334867,-2.6374781796067,NA,NA,NA,NA
"531","Ssiderea043280",-1.02173689778668,-1.32397152120469,NA,NA,NA,NA
"532","Ssiderea043285",-2.69263506640469,-1.00175876830697,NA,NA,NA,NA
"533","Ssiderea043293",-2.01767774710997,-1.07459480961344,NA,NA,NA,NA
"534","Ssiderea043312",-1.37950881833979,-1.38165745643307,NA,NA,NA,NA
"535","Ssiderea043587",1.15735832117817,1.04627506124522,"cathepsin Z","Posttranslational modification, protein turnover, chaperones",NA,NA
"536","Ssiderea043627",1.34571492717688,1.39730822419455,NA,NA,NA,NA
"537","Ssiderea043766",-2.85809929824743,-2.24061228224963,"carbohydrate binding","Signal transduction mechanisms",NA,NA
"538","Ssiderea043779",-3.63303793543537,-2.92210905602363,"Potassium channel subfamily K member","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"539","Ssiderea044690",-2.26330858101881,-6.11471973599015,NA,NA,NA,NA
"540","Ssiderea044691",-1.0159141344195,-1.94503248247656,"Required for formation of the RNA induced silencing complex (RISC). Component of the RISC loading complex (RLC), also known as the micro-RNA (miRNA) loading complex (miRLC), which is composed of dicer1, ago2 and tarbp2. Within the RLC miRLC, dicer1 and tarbp2 are required to process precursor miRNAs (pre-miRNAs) to mature miRNAs and then load them onto ago2. ago2 bound to the mature miRNA constitutes the minimal RISC and may subsequently dissociate from dicer1 and tarbp2. May also play a role in the production of short interfering RNAs (siRNAs) from double-stranded RNA (dsRNA) by dicer1","",NA,NA
"541","Ssiderea044698",-1.00007474921992,-2.49021701774468,"carbonate dehydratase activity","Inorganic ion transport and metabolism",NA,NA
"542","Ssiderea044854",1.62879585370378,1.08713357961778,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"543","Ssiderea044861",1.16744831005561,1.32397152120469,"tRNA methyltransferase 1 homolog (S. cerevisiae)","Translation, ribosomal structure and biogenesis",NA,NA
"544","Ssiderea045036",2.08534137890638,1.13364016524082,NA,NA,NA,NA
"545","Ssiderea045112",2.05600082067077,1.24485543891035,"C-terminal of Roc, COR, domain","Signal transduction mechanisms",NA,NA
"546","Ssiderea045298",1.02534966565699,1.10957888535368,NA,NA,NA,NA
"547","Ssiderea045300",1.06582578927063,1.06341568337441,"metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"548","Ssiderea045355",1.63289649557154,2.6156851032742,"NAADP-sensitive calcium-release channel activity","",NA,NA
"549","Ssiderea045375",-1.38208676223783,-1.03769148554222,"gamma-aminobutyric acid type B receptor subunit","",NA,NA
"550","Ssiderea045376",-1.07515916468355,-3.04245607301207,"Transcription factor","Transcription",NA,NA
"551","Ssiderea045402",1.17449744135924,1.79012468584516,NA,NA,NA,NA
"552","Ssiderea045481",-1.79048295729198,-1.06753854732482,"protein polyubiquitination","Function Unknown",NA,NA
"553","Ssiderea045517",-1.11685749808821,-1.97362934023611,NA,NA,NA,NA
"554","Ssiderea045549",2.20274737087375,2.3614737649844,"WD40 repeats","Amino acid transport and metabolism",NA,NA
"555","Ssiderea045722",3.05227324876121,1.42219653060988,"dsRNA-gated channel SID-1","Function Unknown",NA,NA
"556","Ssiderea045845",1.33385592172729,4.93498138883388,"nitric-oxide synthase activity","Energy production and conversion",NA,NA
"557","Ssiderea045976",-2.23412544483605,-1.85677528266643,NA,NA,NA,NA
"558","Ssiderea046093",-2.71196949802179,-2.11683838095407,"Protein tyrosine kinase","Signal transduction mechanisms",NA,NA
"559","Ssiderea046106",2.89307621006394,3.47701308253445,"Death effector domain","Function Unknown",NA,NA
"560","Ssiderea046285",1.23317884720598,2.20718006093564,NA,NA,NA,NA
"561","Ssiderea046447",1.72598706161875,1.66399823089562,NA,NA,NA,NA
"562","Ssiderea046462",-1.32138022703933,-1.94542139500548,"positive regulation of Rho guanyl-nucleotide exchange factor activity","Signal transduction mechanisms",NA,NA
"563","Ssiderea046480",2.27406862937684,1.42874725002315,"Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones",NA,NA
"564","Ssiderea046539",1.2809582434683,2.1414620429271,NA,NA,NA,NA
"565","Ssiderea046550",-1.27737544825565,-1.39740475738167,"Belongs to the TPP enzyme family","",NA,NA
"566","Ssiderea046616",2.78035950768091,1.27290095588,"Acyl-CoA synthetase long-chain family member","Lipid transport and metabolism",NA,NA
"567","Ssiderea046687",1.12052205939201,1.1721602876777,"sulfuric ester hydrolase activity","Inorganic ion transport and metabolism",NA,NA
"568","Ssiderea046744",-1.8002623843979,-1.32774208842464,NA,NA,NA,NA
"569","Ssiderea046837",1.66965163907973,1.1550682975354,"serine-type endopeptidase inhibitor activity","Defense mechanisms",NA,NA
"570","Ssiderea047198",1.02545678433051,2.31736976582069,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",NA,NA
"571","Ssiderea047313",3.26303663749777,1.68473200219234,NA,NA,NA,NA
"572","Ssiderea047390",1.20715125454606,1.67115011445136,"caveola assembly","Signal transduction mechanisms",NA,NA
"573","Ssiderea047419",1.00694684694571,6.11471973599015,NA,NA,NA,NA
"574","Ssiderea047439",-1.14558049018176,-2.40574998328521,"Belongs to the CD36 family","Signal transduction mechanisms",NA,NA
"575","Ssiderea047501",-1.92824646480129,-2.62206383094622,"hyaluronic acid binding","Signal transduction mechanisms",NA,NA
"576","Ssiderea047564",-1.42946060567327,-1.67622288597703,NA,NA,NA,NA
"577","Ssiderea047703",-1.05127466153046,-1.07724561224373,"interleukin-8 biosynthetic process","Function Unknown",NA,NA
"578","Ssiderea047795",3.14996688711107,1.17887134393195,"Glycosyl transferases group 1","",NA,NA
"579","Ssiderea047803",2.08453629978019,1.12979316335123,"Glycosyl transferases group 1","",NA,NA
"580","Ssiderea048064",-2.58965121840093,-1.11893980749548,NA,NA,NA,NA
"581","Ssiderea048220",-2.8965202930713,-1.62092090237116,"Farnesoic acid 0-methyl transferase","",NA,NA
"582","Ssiderea048240",-1.64968985005831,-1.75283584248415,"Fibronectin type 3 domain","Signal transduction mechanisms",NA,NA
"583","Ssiderea048517",1.19352066311992,1.36305737433191,"ATP-dependent microtubule motor activity, minus-end-directed","Cytoskeleton",NA,NA
"584","Ssiderea048577",-2.18189357300532,-1.44245941360419,"Protein tyrosine kinase","Signal transduction mechanisms",NA,NA
"585","Ssiderea048596",-3.68062457453198,-1.81954248040819,"mitochondrial fusion","Posttranslational modification, protein turnover, chaperones",NA,NA
"586","Ssiderea048697",1.38815619005224,1.81325715266971,NA,NA,NA,NA
"587","Ssiderea049126",-1.63853158884955,-1.34905183084541,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms",NA,NA
"588","Ssiderea049144",1.16505112273743,1.13234302078448,NA,NA,NA,NA
"589","Ssiderea049290",-1.34234157249199,-1.29690237230232,NA,NA,NA,NA
"590","Ssiderea049297",-2.16219783644124,-3.58609349370183,"repeats and IQ motif containing 4","Function Unknown",NA,NA
"591","Ssiderea049320",-1.62532469514352,-1.20689792814204,NA,NA,NA,NA
"592","Ssiderea049321",-1.95993276726099,-4.9644236618847,"Glycosyl transferases group 1","Cell wall/membrane/envelope biogenesis",NA,NA
"593","Ssiderea049326",-1.62532469514352,-1.61116000418881,NA,NA,NA,NA
"594","Ssiderea049331",-1.73460169833814,-2.456114645206,NA,NA,NA,NA
"595","Ssiderea049356",-2.45285752172368,-1.20419036567949,NA,NA,NA,NA
"596","Ssiderea049467",1.88292362021733,3.40773808674638,"mitotic cell cycle checkpoint","Function Unknown",NA,NA
"597","Ssiderea049613",1.38201564694003,1.29425968713693,"Hairy and enhancer of split-related protein helt","Transcription",NA,NA
"598","Ssiderea049746",2.11511294638471,1.17678314422976,"ion channel activity","Function Unknown",NA,NA
"599","Ssiderea050127",-2.04499016719163,-1.3811930580213,"von Willebrand factor (vWF) type A domain","Extracellular structures",NA,NA
"600","Ssiderea050295",-3.11160916748887,-4.50539172565714,NA,NA,NA,NA
"601","Ssiderea050493",1.63844216130031,1.44780152890449,"PDZ domain (Also known as DHR or GLGF)","Extracellular structures",NA,NA
"602","Ssiderea050517",1.79201792666077,4.84952970681311,NA,NA,NA,NA
