"","Eigenvalues","Relative_eig","Broken_stick","Cumul_eig","Cumul_br_stick"
"32",300.023552697341,0.00786624183023766,0.0116745832875443,0.768536026155771,0.781481402043524
"33",298.143164824334,0.00781694041502965,0.011263399077018,0.776352966570801,0.792744801120542
"34",294.496901036178,0.00772133994474455,0.0108646749940834,0.784074306515546,0.803609476114625
"35",285.320203488713,0.00748073842708927,0.0104776780900586,0.791555044942635,0.814087154204684
"36",280.3796342495,0.00735120288874475,0.0101017382404346,0.79890624783138,0.824188892445119
"37",270.733911459641,0.00709830411659733,0.00973624116441119,0.806004551947977,0.83392513360953
"38",260.659969887645,0.00683417798424349,0.00938062238773978,0.81283872993222,0.84330575599727
"39",257.777373548919,0.00675859991813662,0.00903436199992814,0.819597329850357,0.852340117997198
"40",251.861480927579,0.0066034926221167,0.00869698008359886,0.826200822472474,0.861037098080797
"41",245.147006233185,0.00642744750421091,0.00836803271517781,0.832628269976685,0.869405130795974
"42",242.505327750587,0.0063581860025887,0.00804710845330361,0.838986455979273,0.877452239249278
"43",237.262533885553,0.00622072651303305,0.00773382524528356,0.845207182492306,0.885186064494561
"44",234.53127357798,0.0061491162881439,0.00742782769326398,0.85135629878045,0.892613892187825
"45",227.533832041467,0.00596565213399903,0.00712878463106302,0.857321950914449,0.899742676818889
"46",225.856232759627,0.0059216675816979,0.00683638697024431,0.863243618496147,0.906579063789133
"47",221.032346067629,0.00579519131361902,0.00655034578031296,0.869038809809766,0.913129409569446
"48",218.366998512214,0.0057253092385485,0.0062703905731461,0.874764119048315,0.919399800142592
"49",216.915556200756,0.00568725423879291,0.00599626776612856,0.880451373287108,0.92539606790872
"50",211.283976089706,0.00553960126074632,0.00572773930211137,0.885990974547854,0.931123807210832
"51",208.767336201724,0.00547361811448828,0.00546458140737453,0.891464592662342,0.936588388618206
"52",204.692495343186,0.00536678089012767,0.00520658347135802,0.89683137355247,0.941794972089564
"53",202.077733026367,0.00529822509666487,0.00495354703411106,0.902129598649135,0.946748519123675
"54",200.546260317764,0.00525807180011874,0.00470528486926498,0.907387670449254,0.95145380399294
"55",194.787849327589,0.00510709347525266,0.00446162015191605,0.912494763924506,0.955915424144857
"56",191.790773074166,0.00502851388914639,0.00422238570215528,0.917523277813653,0.960137809847012
"57",189.074924222757,0.00495730773333801,0.00398742329614025,0.922480585546991,0.964125233143152
"58",185.552031009003,0.00486494188501593,0.00375658303759916,0.927345527432006,0.967881816180751
"59",183.219585652491,0.00480378808870498,0.00352972278351567,0.932149315520711,0.971411538964267
"60",175.036187181038,0.00458922962890773,0.00330670761848445,0.936738545149619,0.974718246582751
"61",174.460952168824,0.00457414768725809,0.00308740937287042,0.941312692836877,0.977805655955622
"62",171.676539169638,0.00450114386535832,0.00287170618046317,0.945813836702236,0.980677362136085
"63",167.990915910413,0.00440451143903191,0.00265948207180442,0.950218348141267,0.983336844207889
"64",166.243951805198,0.00435870822792792,0.00245062659979106,0.954577056369195,0.98578747080768
"65",162.888269501446,0.00427072644026675,0.0022450344945279,0.958847782809462,0.988032505302208
"66",160.890683270558,0.00421835223088337,0.00204260534473033,0.963066135040346,0.990075110646939
"67",156.093713536864,0.00409258169174295,0.00184324330326302,0.967158716732089,0.991918353950202
"68",154.706553306943,0.00405621208766439,0.00164685681465344,0.971214928819753,0.993565210764855
"69",148.305735720031,0.00388839066632192,0.00145335836264106,0.975103319486075,0.995018569127496
"70",145.563682238019,0.00381649745791534,0.00126266423602016,0.97891981694399,0.996281233363516
"71",144.417622126876,0.00378644919701984,0.00107469431120813,0.98270626614101,0.997355927674724
"72",139.613216392435,0.00366048369525199,0.000889371850125844,0.986366749836262,0.99824529952485
"73",137.817708577426,0.00361340772886881,0.000706623312114148,0.989980157565131,0.998951922836964
"74",134.098797997301,0.00351590255067436,0.000526378178732749,0.993496060115805,0.999478301015697
"75",127.864987580258,0.00335245984818163,0.000348568790397045,0.996848519963987,0.999826869806094
"76",120.199487514455,0.00315148003601292,0.000173130193905817,1,1
