Orthogroup	Protein_symD	Protein_symB
OG0000001	Durusdinium46331	Breviolum352277
OG0000001	Durusdinium46331	Breviolum318516
OG0000001	Durusdinium46331	Breviolum99978
OG0000001	Durusdinium46331	Breviolum288634
OG0000001	Durusdinium46331	Breviolum31286
OG0000001	Durusdinium46331	Breviolum37619
OG0000001	Durusdinium46331	Breviolum181975
OG0000001	Durusdinium46331	Breviolum291730
OG0000001	Durusdinium46331	Breviolum396989
OG0000001	Durusdinium46331	Breviolum58542
OG0000001	Durusdinium46331	Breviolum57712
OG0000001	Durusdinium46331	Breviolum365263
OG0000001	Durusdinium46331	Breviolum303249
OG0000001	Durusdinium46331	Breviolum385702
OG0000001	Durusdinium46331	Breviolum353911
OG0000001	Durusdinium46331	Breviolum269710
OG0000001	Durusdinium46331	Breviolum230402
OG0000001	Durusdinium46331	Breviolum5560
OG0000001	Durusdinium46331	Breviolum394356
OG0000002	Durusdinium39562	Breviolum345495
OG0000002	Durusdinium45309	Breviolum320114
OG0000002	Durusdinium39574	Breviolum320114
OG0000002	Durusdinium17770	Breviolum320114
OG0000002	Durusdinium18577	Breviolum320114
OG0000002	Durusdinium37547	Breviolum320114
OG0000002	Durusdinium36911	Breviolum320114
OG0000002	Durusdinium23467	Breviolum73043
OG0000002	Durusdinium34867	Breviolum73043
OG0000002	Durusdinium123	Breviolum73043
OG0000002	Durusdinium17238	Breviolum73043
OG0000002	Durusdinium19515	Breviolum73043
OG0000002	Durusdinium38564	Breviolum73043
OG0000002	Durusdinium35667	Breviolum73043
OG0000002	Durusdinium30126	Breviolum73043
OG0000002	Durusdinium33288	Breviolum73043
OG0000002	Durusdinium27925	Breviolum73043
OG0000002	Durusdinium34472	Breviolum73043
OG0000002	Durusdinium30876	Breviolum73043
OG0000002	Durusdinium2509	Breviolum73043
OG0000002	Durusdinium30882	Breviolum73043
OG0000002	Durusdinium30527	Breviolum73043
OG0000002	Durusdinium27572	Breviolum73043
OG0000002	Durusdinium39126	Breviolum73043
OG0000002	Durusdinium27395	Breviolum73043
OG0000002	Durusdinium37845	Breviolum73043
OG0000002	Durusdinium30229	Breviolum73043
OG0000002	Durusdinium22409	Breviolum73043
OG0000002	Durusdinium34763	Breviolum73043
OG0000002	Durusdinium40284	Breviolum73043
OG0000002	Durusdinium29966	Breviolum73043
OG0000002	Durusdinium29247	Breviolum73043
OG0000002	Durusdinium32104	Breviolum73043
OG0000002	Durusdinium7825	Breviolum73043
OG0000002	Durusdinium23734	Breviolum73043
OG0000002	Durusdinium14829	Breviolum73043
OG0000002	Durusdinium38099	Breviolum73043
OG0000002	Durusdinium37259	Breviolum73043
OG0000002	Durusdinium40775	Breviolum73043
OG0000002	Durusdinium40250	Breviolum73043
OG0000002	Durusdinium15449	Breviolum73043
OG0000002	Durusdinium39012	Breviolum73043
OG0000002	Durusdinium24357	Breviolum73043
OG0000002	Durusdinium24232	Breviolum73043
OG0000002	Durusdinium26622	Breviolum73043
OG0000002	Durusdinium37558	Breviolum73043
OG0000002	Durusdinium33224	Breviolum73043
OG0000002	Durusdinium40430	Breviolum73043
OG0000002	Durusdinium30970	Breviolum73043
OG0000002	Durusdinium9674	Breviolum73043
OG0000002	Durusdinium35555	Breviolum73043
OG0000002	Durusdinium18091	Breviolum73043
OG0000002	Durusdinium49901	Breviolum73043
OG0000002	Durusdinium24714	Breviolum73043
OG0000002	Durusdinium39159	Breviolum73043
OG0000002	Durusdinium36742	Breviolum73043
OG0000002	Durusdinium35517	Breviolum73043
OG0000002	Durusdinium26778	Breviolum73043
OG0000002	Durusdinium20898	Breviolum73043
OG0000002	Durusdinium28889	Breviolum73043
OG0000002	Durusdinium33599	Breviolum73043
OG0000002	Durusdinium19052	Breviolum73043
OG0000002	Durusdinium32225	Breviolum73043
OG0000002	Durusdinium31967	Breviolum73043
OG0000002	Durusdinium32008	Breviolum73043
OG0000002	Durusdinium34388	Breviolum73043
OG0000002	Durusdinium35349	Breviolum73043
OG0000002	Durusdinium29573	Breviolum73043
OG0000002	Durusdinium30754	Breviolum73043
OG0000002	Durusdinium31360	Breviolum73043
OG0000002	Durusdinium32695	Breviolum73043
OG0000002	Durusdinium35492	Breviolum73043
OG0000002	Durusdinium21665	Breviolum73043
OG0000002	Durusdinium40067	Breviolum73043
OG0000002	Durusdinium34218	Breviolum73043
OG0000002	Durusdinium30394	Breviolum73043
OG0000002	Durusdinium7641	Breviolum73043
OG0000002	Durusdinium32853	Breviolum73043
OG0000002	Durusdinium16162	Breviolum73043
OG0000002	Durusdinium35909	Breviolum73043
OG0000002	Durusdinium26505	Breviolum73043
OG0000002	Durusdinium38107	Breviolum73043
OG0000002	Durusdinium29133	Breviolum73043
OG0000002	Durusdinium34681	Breviolum73043
OG0000002	Durusdinium54960	Breviolum73043
OG0000002	Durusdinium4309	Breviolum73043
OG0000002	Durusdinium40345	Breviolum73043
OG0000002	Durusdinium38457	Breviolum73043
OG0000002	Durusdinium22702	Breviolum73043
OG0000002	Durusdinium17700	Breviolum73043
OG0000002	Durusdinium32510	Breviolum73043
OG0000002	Durusdinium34119	Breviolum73043
OG0000003	Durusdinium17258	Breviolum211392
OG0000003	Durusdinium1626	Breviolum211392
OG0000003	Durusdinium41150	Breviolum211392
OG0000003	Durusdinium26168	Breviolum211392
OG0000003	Durusdinium17598	Breviolum211392
OG0000003	Durusdinium40097	Breviolum211392
OG0000003	Durusdinium1985	Breviolum211392
OG0000003	Durusdinium40669	Breviolum211392
OG0000003	Durusdinium20451	Breviolum211392
OG0000003	Durusdinium41344	Breviolum211392
OG0000003	Durusdinium2147	Breviolum211392
OG0000003	Durusdinium46278	Breviolum211392
OG0000003	Durusdinium26104	Breviolum211392
OG0000003	Durusdinium34343	Breviolum211392
OG0000003	Durusdinium5281	Breviolum211392
OG0000003	Durusdinium46392	Breviolum211392
OG0000003	Durusdinium41136	Breviolum211392
OG0000003	Durusdinium27905	Breviolum211392
OG0000003	Durusdinium7987	Breviolum211392
OG0000003	Durusdinium34580	Breviolum211392
OG0000003	Durusdinium30748	Breviolum211392
OG0000003	Durusdinium11411	Breviolum211392
OG0000003	Durusdinium9020	Breviolum211392
OG0000003	Durusdinium28262	Breviolum211392
OG0000003	Durusdinium49481	Breviolum211392
OG0000003	Durusdinium30481	Breviolum211392
OG0000003	Durusdinium41033	Breviolum211392
OG0000003	Durusdinium40932	Breviolum211392
OG0000003	Durusdinium40283	Breviolum211392
OG0000003	Durusdinium27537	Breviolum211392
OG0000003	Durusdinium46109	Breviolum211392
OG0000003	Durusdinium1022	Breviolum211392
OG0000003	Durusdinium23495	Breviolum211392
OG0000003	Durusdinium44622	Breviolum211392
OG0000003	Durusdinium35148	Breviolum211392
OG0000003	Durusdinium14182	Breviolum211392
OG0000003	Durusdinium41400	Breviolum211392
OG0000003	Durusdinium40830	Breviolum211392
OG0000003	Durusdinium40904	Breviolum211392
OG0000003	Durusdinium40857	Breviolum211392
OG0000003	Durusdinium40201	Breviolum211392
OG0000003	Durusdinium20382	Breviolum211392
OG0000003	Durusdinium42782	Breviolum211392
OG0000003	Durusdinium38790	Breviolum211392
OG0000003	Durusdinium22711	Breviolum211392
OG0000003	Durusdinium40817	Breviolum211392
OG0000003	Durusdinium7707	Breviolum211392
OG0000003	Durusdinium33142	Breviolum211392
OG0000003	Durusdinium33120	Breviolum211392
OG0000003	Durusdinium43916	Breviolum211392
OG0000003	Durusdinium41117	Breviolum211392
OG0000003	Durusdinium3925	Breviolum211392
OG0000003	Durusdinium15972	Breviolum211392
OG0000003	Durusdinium43212	Breviolum211392
OG0000003	Durusdinium35474	Breviolum211392
OG0000003	Durusdinium54114	Breviolum211392
OG0000003	Durusdinium34347	Breviolum211392
OG0000003	Durusdinium40777	Breviolum211392
OG0000003	Durusdinium456	Breviolum211392
OG0000003	Durusdinium40871	Breviolum211392
OG0000003	Durusdinium9054	Breviolum211392
OG0000003	Durusdinium41707	Breviolum211392
OG0000003	Durusdinium40574	Breviolum211392
OG0000003	Durusdinium18180	Breviolum211392
OG0000003	Durusdinium24605	Breviolum211392
OG0000003	Durusdinium40488	Breviolum211392
OG0000003	Durusdinium40407	Breviolum211392
OG0000003	Durusdinium29766	Breviolum211392
OG0000003	Durusdinium43296	Breviolum211392
OG0000004	Durusdinium41304	Breviolum39552
OG0000004	Durusdinium21516	Breviolum49945
OG0000004	Durusdinium25651	Breviolum232015
OG0000004	Durusdinium19974	Breviolum232015
OG0000004	Durusdinium8974	Breviolum232015
OG0000004	Durusdinium18361	Breviolum232015
OG0000004	Durusdinium52679	Breviolum232330
OG0000004	Durusdinium41382	Breviolum232330
OG0000004	Durusdinium52605	Breviolum226898
OG0000004	Durusdinium55428	Breviolum226898
OG0000004	Durusdinium18075	Breviolum226898
OG0000004	Durusdinium33087	Breviolum226898
OG0000004	Durusdinium23215	Breviolum1957
OG0000004	Durusdinium48819	Breviolum70768
OG0000004	Durusdinium48819	Breviolum42249
OG0000004	Durusdinium48819	Breviolum375284
OG0000004	Durusdinium48819	Breviolum233298
OG0000004	Durusdinium48819	Breviolum315758
OG0000004	Durusdinium26740	Breviolum70768
OG0000004	Durusdinium26740	Breviolum42249
OG0000004	Durusdinium26740	Breviolum375284
OG0000004	Durusdinium26740	Breviolum233298
OG0000004	Durusdinium26740	Breviolum315758
OG0000004	Durusdinium31027	Breviolum70768
OG0000004	Durusdinium31027	Breviolum42249
OG0000004	Durusdinium31027	Breviolum375284
OG0000004	Durusdinium31027	Breviolum233298
OG0000004	Durusdinium31027	Breviolum315758
OG0000004	Durusdinium33645	Breviolum70768
OG0000004	Durusdinium33645	Breviolum42249
OG0000004	Durusdinium33645	Breviolum375284
OG0000004	Durusdinium33645	Breviolum233298
OG0000004	Durusdinium33645	Breviolum315758
OG0000004	Durusdinium38236	Breviolum70768
OG0000004	Durusdinium38236	Breviolum42249
OG0000004	Durusdinium38236	Breviolum375284
OG0000004	Durusdinium38236	Breviolum233298
OG0000004	Durusdinium38236	Breviolum315758
OG0000004	Durusdinium36412	Breviolum70768
OG0000004	Durusdinium36412	Breviolum42249
OG0000004	Durusdinium36412	Breviolum375284
OG0000004	Durusdinium36412	Breviolum233298
OG0000004	Durusdinium36412	Breviolum315758
OG0000004	Durusdinium36431	Breviolum70768
OG0000004	Durusdinium36431	Breviolum42249
OG0000004	Durusdinium36431	Breviolum375284
OG0000004	Durusdinium36431	Breviolum233298
OG0000004	Durusdinium36431	Breviolum315758
OG0000004	Durusdinium41452	Breviolum344647
OG0000004	Durusdinium2070	Breviolum344647
OG0000004	Durusdinium24380	Breviolum344647
OG0000004	Durusdinium415	Breviolum86874
OG0000004	Durusdinium34378	Breviolum86874
OG0000004	Durusdinium25685	Breviolum6346
OG0000004	Durusdinium6618	Breviolum31343
OG0000004	Durusdinium1604	Breviolum81917
OG0000004	Durusdinium35657	Breviolum226804
OG0000004	Durusdinium39870	Breviolum226804
OG0000004	Durusdinium4944	Breviolum68772
OG0000004	Durusdinium34307	Breviolum1941
OG0000004	Durusdinium40905	Breviolum1941
OG0000004	Durusdinium38112	Breviolum97005
OG0000004	Durusdinium33323	Breviolum57909
OG0000004	Durusdinium33323	Breviolum308398
OG0000004	Durusdinium33323	Breviolum95107
OG0000005	Durusdinium38816	Breviolum51173
OG0000005	Durusdinium33739	Breviolum182502
OG0000005	Durusdinium20355	Breviolum72632
OG0000005	Durusdinium31754	Breviolum72632
OG0000005	Durusdinium29420	Breviolum72632
OG0000005	Durusdinium16242	Breviolum57259
OG0000005	Durusdinium38096	Breviolum168386
OG0000005	Durusdinium40519	Breviolum98164
OG0000005	Durusdinium36948	Breviolum98164
OG0000005	Durusdinium39209	Breviolum98164
OG0000005	Durusdinium37755	Breviolum98164
OG0000005	Durusdinium39406	Breviolum98164
OG0000005	Durusdinium28160	Breviolum98164
OG0000005	Durusdinium52897	Breviolum98164
OG0000005	Durusdinium24920	Breviolum98164
OG0000005	Durusdinium28766	Breviolum98164
OG0000005	Durusdinium29836	Breviolum98164
OG0000005	Durusdinium24247	Breviolum98164
OG0000005	Durusdinium39403	Breviolum98164
OG0000005	Durusdinium32979	Breviolum98164
OG0000005	Durusdinium1000	Breviolum166700
OG0000005	Durusdinium46244	Breviolum166700
OG0000005	Durusdinium38433	Breviolum172165
OG0000005	Durusdinium31346	Breviolum172165
OG0000005	Durusdinium38215	Breviolum172165
OG0000005	Durusdinium23282	Breviolum172165
OG0000005	Durusdinium37448	Breviolum172165
OG0000005	Durusdinium30988	Breviolum172165
OG0000005	Durusdinium4367	Breviolum172165
OG0000005	Durusdinium24046	Breviolum172165
OG0000005	Durusdinium37953	Breviolum172165
OG0000005	Durusdinium22636	Breviolum172165
OG0000005	Durusdinium39007	Breviolum172165
OG0000005	Durusdinium38857	Breviolum172165
OG0000005	Durusdinium49208	Breviolum172165
OG0000005	Durusdinium35361	Breviolum172165
OG0000005	Durusdinium33478	Breviolum172165
OG0000005	Durusdinium34295	Breviolum172165
OG0000005	Durusdinium38171	Breviolum172165
OG0000005	Durusdinium28275	Breviolum172165
OG0000005	Durusdinium46739	Breviolum172165
OG0000005	Durusdinium18648	Breviolum172165
OG0000005	Durusdinium36106	Breviolum172165
OG0000005	Durusdinium30439	Breviolum389543
OG0000005	Durusdinium32096	Breviolum389543
OG0000005	Durusdinium40465	Breviolum389543
OG0000005	Durusdinium22234	Breviolum389543
OG0000006	Durusdinium49120	Breviolum69709
OG0000006	Durusdinium8158	Breviolum67724
OG0000006	Durusdinium29109	Breviolum67724
OG0000006	Durusdinium50951	Breviolum67724
OG0000006	Durusdinium25469	Breviolum31414
OG0000006	Durusdinium55179	Breviolum31414
OG0000006	Durusdinium5392	Breviolum31414
OG0000006	Durusdinium22164	Breviolum31414
OG0000006	Durusdinium21711	Breviolum31414
OG0000006	Durusdinium10799	Breviolum5546
OG0000006	Durusdinium49776	Breviolum268133
OG0000006	Durusdinium48053	Breviolum168219
OG0000006	Durusdinium46943	Breviolum397640
OG0000006	Durusdinium46943	Breviolum183837
OG0000006	Durusdinium884	Breviolum397640
OG0000006	Durusdinium884	Breviolum183837
OG0000006	Durusdinium56302	Breviolum171030
OG0000006	Durusdinium56295	Breviolum171030
OG0000006	Durusdinium40058	Breviolum171030
OG0000006	Durusdinium25001	Breviolum94195
OG0000006	Durusdinium19090	Breviolum33696
OG0000006	Durusdinium54821	Breviolum33696
OG0000006	Durusdinium45877	Breviolum268217
OG0000006	Durusdinium14866	Breviolum268217
OG0000006	Durusdinium42852	Breviolum268217
OG0000006	Durusdinium2933	Breviolum268217
OG0000006	Durusdinium23871	Breviolum33465
OG0000006	Durusdinium9158	Breviolum347453
OG0000006	Durusdinium33984	Breviolum347453
OG0000006	Durusdinium10199	Breviolum343271
OG0000006	Durusdinium26071	Breviolum228933
OG0000007	Durusdinium50389	Breviolum3443
OG0000007	Durusdinium14867	Breviolum348018
OG0000007	Durusdinium53305	Breviolum348018
OG0000007	Durusdinium41743	Breviolum348018
OG0000007	Durusdinium48822	Breviolum348018
OG0000007	Durusdinium27957	Breviolum348018
OG0000007	Durusdinium42183	Breviolum348018
OG0000007	Durusdinium14359	Breviolum348018
OG0000007	Durusdinium10094	Breviolum348018
OG0000007	Durusdinium52163	Breviolum348018
OG0000007	Durusdinium50755	Breviolum348018
OG0000007	Durusdinium40417	Breviolum348018
OG0000007	Durusdinium27726	Breviolum348018
OG0000007	Durusdinium40508	Breviolum348018
OG0000007	Durusdinium33151	Breviolum348018
OG0000007	Durusdinium44268	Breviolum348018
OG0000007	Durusdinium33129	Breviolum348018
OG0000007	Durusdinium52710	Breviolum348018
OG0000007	Durusdinium17679	Breviolum348018
OG0000007	Durusdinium52771	Breviolum348018
OG0000007	Durusdinium54389	Breviolum348018
OG0000007	Durusdinium10261	Breviolum348018
OG0000007	Durusdinium11299	Breviolum348018
OG0000007	Durusdinium47694	Breviolum348018
OG0000007	Durusdinium19306	Breviolum348018
OG0000007	Durusdinium2497	Breviolum348018
OG0000007	Durusdinium30930	Breviolum348018
OG0000007	Durusdinium32760	Breviolum348018
OG0000007	Durusdinium27416	Breviolum348018
OG0000007	Durusdinium4800	Breviolum348018
OG0000007	Durusdinium23265	Breviolum348018
OG0000007	Durusdinium54300	Breviolum348018
OG0000007	Durusdinium26312	Breviolum348018
OG0000007	Durusdinium44482	Breviolum348018
OG0000007	Durusdinium7854	Breviolum348018
OG0000007	Durusdinium48322	Breviolum348018
OG0000007	Durusdinium55703	Breviolum348018
OG0000007	Durusdinium35775	Breviolum348018
OG0000007	Durusdinium4618	Breviolum348018
OG0000007	Durusdinium6399	Breviolum348018
OG0000007	Durusdinium47359	Breviolum348018
OG0000007	Durusdinium11427	Breviolum348018
OG0000007	Durusdinium6885	Breviolum348018
OG0000007	Durusdinium15692	Breviolum348018
OG0000007	Durusdinium46914	Breviolum348018
OG0000007	Durusdinium2922	Breviolum348018
OG0000007	Durusdinium46017	Breviolum348018
OG0000007	Durusdinium54708	Breviolum348018
OG0000007	Durusdinium37213	Breviolum348018
OG0000007	Durusdinium54596	Breviolum348018
OG0000007	Durusdinium10677	Breviolum348018
OG0000007	Durusdinium12564	Breviolum348018
OG0000008	Durusdinium22021	Breviolum30906
OG0000008	Durusdinium11498	Breviolum81764
OG0000008	Durusdinium11535	Breviolum90552
OG0000008	Durusdinium17948	Breviolum90552
OG0000008	Durusdinium39347	Breviolum387207
OG0000008	Durusdinium40086	Breviolum387207
OG0000008	Durusdinium36703	Breviolum387207
OG0000008	Durusdinium22374	Breviolum387207
OG0000008	Durusdinium31320	Breviolum97080
OG0000008	Durusdinium52117	Breviolum97080
OG0000008	Durusdinium29756	Breviolum97080
OG0000008	Durusdinium31928	Breviolum97080
OG0000008	Durusdinium17572	Breviolum43562
OG0000008	Durusdinium12327	Breviolum43562
OG0000008	Durusdinium51666	Breviolum43562
OG0000008	Durusdinium51577	Breviolum43562
OG0000008	Durusdinium46660	Breviolum267115
OG0000008	Durusdinium37170	Breviolum267115
OG0000008	Durusdinium18623	Breviolum90571
OG0000008	Durusdinium31876	Breviolum90571
OG0000008	Durusdinium40060	Breviolum90571
OG0000008	Durusdinium3625	Breviolum90571
OG0000008	Durusdinium43510	Breviolum90571
OG0000009	Durusdinium12467	Breviolum397948
OG0000009	Durusdinium45869	Breviolum81969
OG0000009	Durusdinium23524	Breviolum81969
OG0000009	Durusdinium9903	Breviolum81969
OG0000009	Durusdinium40274	Breviolum81969
OG0000009	Durusdinium17512	Breviolum81969
OG0000009	Durusdinium41457	Breviolum81969
OG0000009	Durusdinium16281	Breviolum81969
OG0000009	Durusdinium51835	Breviolum81969
OG0000009	Durusdinium41489	Breviolum81969
OG0000009	Durusdinium46442	Breviolum81969
OG0000009	Durusdinium34487	Breviolum81969
OG0000009	Durusdinium7015	Breviolum3576
OG0000009	Durusdinium12547	Breviolum3576
OG0000009	Durusdinium31653	Breviolum3576
OG0000009	Durusdinium32183	Breviolum3576
OG0000009	Durusdinium1107	Breviolum3576
OG0000009	Durusdinium35094	Breviolum3576
OG0000009	Durusdinium51808	Breviolum3576
OG0000009	Durusdinium14107	Breviolum3576
OG0000009	Durusdinium24402	Breviolum384148
OG0000009	Durusdinium43427	Breviolum384148
OG0000009	Durusdinium49594	Breviolum384148
OG0000009	Durusdinium9565	Breviolum384148
OG0000009	Durusdinium14795	Breviolum384148
OG0000009	Durusdinium35752	Breviolum384148
OG0000009	Durusdinium17147	Breviolum384148
OG0000009	Durusdinium13223	Breviolum384148
OG0000009	Durusdinium54412	Breviolum392760
OG0000009	Durusdinium964	Breviolum228990
OG0000009	Durusdinium46387	Breviolum72784
OG0000009	Durusdinium21740	Breviolum49510
OG0000009	Durusdinium27970	Breviolum350602
OG0000009	Durusdinium11467	Breviolum350602
OG0000009	Durusdinium42039	Breviolum350602
OG0000009	Durusdinium21105	Breviolum350602
OG0000009	Durusdinium46091	Breviolum208117
OG0000009	Durusdinium17693	Breviolum208117
OG0000009	Durusdinium44995	Breviolum208117
OG0000009	Durusdinium22549	Breviolum208117
OG0000011	Durusdinium46071	Breviolum59507
OG0000011	Durusdinium8142	Breviolum83323
OG0000011	Durusdinium2612	Breviolum178604
OG0000011	Durusdinium20887	Breviolum178604
OG0000011	Durusdinium41830	Breviolum178604
OG0000011	Durusdinium54359	Breviolum307606
OG0000011	Durusdinium54359	Breviolum40222
OG0000011	Durusdinium10507	Breviolum171494
OG0000011	Durusdinium27646	Breviolum82071
OG0000011	Durusdinium52044	Breviolum347903
OG0000011	Durusdinium24325	Breviolum347903
OG0000011	Durusdinium19001	Breviolum41827
OG0000011	Durusdinium29580	Breviolum41827
OG0000011	Durusdinium26315	Breviolum41827
OG0000011	Durusdinium38226	Breviolum41827
OG0000011	Durusdinium46691	Breviolum267781
OG0000011	Durusdinium38981	Breviolum267781
OG0000011	Durusdinium32386	Breviolum267781
OG0000011	Durusdinium46157	Breviolum84430
OG0000011	Durusdinium52038	Breviolum84430
OG0000011	Durusdinium38678	Breviolum71045
OG0000011	Durusdinium46421	Breviolum71045
OG0000011	Durusdinium37667	Breviolum71045
OG0000012	Durusdinium4208	Breviolum236217
OG0000012	Durusdinium4208	Breviolum213269
