"","gene","lpv.Star_Emerald","lpv.MacN_Emerald","annot","KOG","lpv.Star_Rainbow","lpv.MacN_Rainbow"
"561","Ofaveolata029502",1.89273583211928,2.4184783067805,NA,NA,NA,NA
"562","Ofaveolata029504",-2.30014096722036,-1.63341911166196,NA,NA,NA,NA
"563","Ofaveolata029545",-2.44410270619469,-2.53049697640303,"metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"564","Ofaveolata029562",-3.05123814262532,-3.02396064437649,NA,NA,NA,NA
"565","Ofaveolata029612",1.97220367268779,5.9858869321397,NA,NA,NA,NA
"566","Ofaveolata029622",1.41125182746712,3.76805947771839,"Enoyl Coenzyme A hydratase domain containing 1","Lipid transport and metabolism",NA,NA
"567","Ofaveolata029633",1.9748457775919,2.80534462744387,"Flavin-binding monooxygenase-like","Energy production and conversion",NA,NA
"568","Ofaveolata029695",-3.25142360116548,-1.80230831267456,"Ribosomal protein S16","Translation, ribosomal structure and biogenesis",NA,NA
"569","Ofaveolata029700",2.18121815971159,3.59034242821474,"serotonin receptor activity","Signal transduction mechanisms",NA,NA
"570","Ofaveolata029768",1.24226618296039,2.43850259518788,"calcium ion binding","Signal transduction mechanisms",NA,NA
"571","Ofaveolata029802",-2.49482006753095,-5.01925993409727,NA,NA,NA,NA
"572","Ofaveolata029851",4.32644058365297,5.81921816189365,"Lim homeobox","Transcription",NA,NA
"573","Ofaveolata029868",1.35235280764067,-1.66154365269856,"SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.",NA,NA,NA
"574","Ofaveolata029965",-1.25668209247798,-4.71102038483561,NA,NA,NA,NA
"575","Ofaveolata029995",1.86257128967307,1.52220638904251,"ankyrin repeat","Posttranslational modification, protein turnover, chaperones",NA,NA
"576","Ofaveolata030146",1.65230941483885,2.37475450562985,NA,NA,NA,NA
"577","Ofaveolata030208",-3.11158493362074,-2.55952947154237,NA,NA,NA,NA
"578","Ofaveolata030214",-1.90597198529873,-2.03107432669192,"Tnf receptor-associated factor 2","Posttranslational modification, protein turnover, chaperones",NA,NA
"579","Ofaveolata030237",2.7827847298836,3.9994237938165,"xylosyltransferase activity","Carbohydrate transport and metabolism",NA,NA
"580","Ofaveolata030250",-1.48354052791381,-2.8105007362513,"negative regulation of non-canonical Wnt signaling pathway","Posttranslational modification, protein turnover, chaperones",NA,NA
"581","Ofaveolata030284",-2.30014096722036,-2.2402399542666,"regulation of transcription by RNA polymerase II","Transcription",NA,NA
"582","Ofaveolata030294",1.03778143483256,1.17394238607699,NA,NA,NA,NA
"583","Ofaveolata030316",-5.80223300500583,-3.79042178018277,NA,NA,NA,NA
"584","Ofaveolata030350",4.21611537610321,3.3083505333206,"TBC1 domain family member","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"585","Ofaveolata030368",1.85633429417759,2.75396654916316,"queuine tRNA-ribosyltransferase activity","RNA processing and modification",NA,NA
"586","Ofaveolata030379",-2.9383088123684,-2.83112620647413,"negative regulation of non-canonical Wnt signaling pathway","Posttranslational modification, protein turnover, chaperones",NA,NA
"587","Ofaveolata030398",1.78290072517364,10.2440500990124,NA,NA,NA,NA
"588","Ofaveolata030445",2.39789531719493,2.20556546507827,"histone H3-S10 phosphorylation involved in chromosome condensation","Cell cycle control, cell division, chromosome partitioning",NA,NA
"589","Ofaveolata030493",-1.29592341024983,-1.07442191313885,"Formyl transferase, C-terminal domain","Nucleotide transport and metabolism",NA,NA
"590","Ofaveolata030532",-2.7827847298836,-13.618754299909,"Zona pellucida-like domain",NA,NA,NA
"591","Ofaveolata030584",1.06404434541333,2.87456312122248,"DNA repair protein","Replication, recombination and repair",NA,NA
"592","Ofaveolata030646",1.6396992956778,3.23724399111795,NA,NA,NA,NA
"593","Ofaveolata030656",2.54592413032869,8.02050939262434,"Crystallin, zeta (quinone reductase)","Energy production and conversion",NA,NA
"594","Ofaveolata030677",1.41584878744647,3.45944205773258,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific",NA,NA,NA
"595","Ofaveolata030686",1.00729947257435,3.72608742026958,NA,NA,NA,NA
"596","Ofaveolata030702",-1.79132602363905,-2.7382323908912,"neurotransmitter:sodium symporter activity","",NA,NA
"597","Ofaveolata030807",1.570715396095,4.89063692513448,"phospholipase domain containing 6","Lipid transport and metabolism",NA,NA
"598","Ofaveolata030943",1.36514423088853,1.60298453720695,NA,NA,NA,NA
"599","Ofaveolata031066",1.40761326139954,1.91646730451786,"rRNA base methylation","Cell cycle control, cell division, chromosome partitioning",NA,NA
"600","Ofaveolata031080",1.90426695791319,-2.19621044923057,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",NA,NA
"601","Ofaveolata031110",2.43279052843773,4.35495822114462,"amidohydrolase domain containing 1","",NA,NA
"602","Ofaveolata031129",-1.47986024044578,-2.84702773868733,NA,NA,NA,NA
"603","Ofaveolata031334",5.56632847701944,19.0448914611921,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"604","Ofaveolata031444",2.94865550221928,1.7220227641855,NA,NA,NA,NA
"605","Ofaveolata031457",-1.00326327590558,-5.27608298419398,"homophilic cell adhesion via plasma membrane adhesion molecules","Posttranslational modification, protein turnover, chaperones",NA,NA
"606","Ofaveolata031462",1.69950327677334,2.69456091760676,"Solute carrier family 35 (UDP-galactose transporter), member A2","Carbohydrate transport and metabolism",NA,NA
"607","Ofaveolata031467",4.17888270867491,18.4915386972666,NA,NA,NA,NA
"608","Ofaveolata031505",2.68582294111217,10.2597260256011,NA,NA,NA,NA
"609","Ofaveolata031524",-1.59424746733898,-4.83872362167531,NA,NA,NA,NA
"610","Ofaveolata031663",1.21450497863987,5.95937586533208,NA,NA,NA,NA
"611","Ofaveolata031733",2.33385060990178,7.73178872587762,NA,NA,NA,NA
"612","Ofaveolata031790",-1.30660617682359,-6.35240145462853,NA,NA,NA,NA
"613","Ofaveolata031804",-2.27080392594883,-6.18830159633534,"Leukotriene A-4 hydrolase","",NA,NA
"614","Ofaveolata031835",1.03320037082766,10.2903967399049,"Sortilin","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"615","Ofaveolata031923",-1.56467167258272,-3.81598697337694,"metanephric glomerular basement membrane development","Extracellular structures",NA,NA
"616","Ofaveolata031958",6.87244518046337,9.74269971210472,NA,NA,NA,NA
"617","Ofaveolata031959",1.46211921448061,5.19452055498022,NA,NA,NA,NA
"618","Ofaveolata031960",3.6719775298824,7.48268753484233,NA,NA,NA,NA
"619","Ofaveolata031981",-5.32684523308653,-6.18262345758696,"galactose-3-O-sulfotransferase 1",NA,NA,NA
"620","Ofaveolata032005",-1.32460379477903,-4.48567905607667,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RNA processing and modification",NA,NA
"621","Ofaveolata032013",-1.85633429417759,-6.61901164091499,NA,NA,NA,NA
"622","Ofaveolata032021",1.24050516033214,4.25550596720263,"bone morphogenetic protein","Posttranslational modification, protein turnover, chaperones",NA,NA
"623","Ofaveolata032044",-2.22192249895419,-6.73023393983341,NA,NA,NA,NA
"624","Ofaveolata032061",1.04773755289226,3.37867851293183,NA,NA,NA,NA
"625","Ofaveolata032087",-3.89893997421633,-1.21759404019631,NA,NA,NA,NA
"626","Ofaveolata032091",-1.30766091245563,-2.6279659028817,NA,NA,NA,NA
"627","Ofaveolata032103",-2.14187544331981,-3.61142361320077,NA,NA,NA,NA
"628","Ofaveolata032105",-2.29396791841344,-6.00240284234742,"Heat shock 70 kDa protein 12A-like","Posttranslational modification, protein turnover, chaperones",NA,NA
"629","Ofaveolata032148",2.00156123212218,2.66053999190774,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"630","Ofaveolata032234",2.50984139858935,-2.19161451864541,NA,NA,NA,NA
"631","Ofaveolata032272",1.86800807327916,3.2438064773608,"Threonine synthase N terminus","Amino acid transport and metabolism",NA,NA
"632","Ofaveolata032302",1.80234594742273,6.93916252062262,NA,NA,NA,NA
"633","Ofaveolata032315",3.21305702174813,4.12554561373834,"Von Willebrand factor A","Inorganic ion transport and metabolism",NA,NA
"634","Ofaveolata032330",1.70448556375221,3.80737657139041,NA,NA,NA,NA
"635","Ofaveolata032360",1.03302879957213,1.9775375820423,"Ataxin-1 and HBP1 module (AXH)","Transcription",NA,NA
"636","Ofaveolata032433",1.96030677187947,6.1698373413506,NA,NA,NA,NA
"637","Ofaveolata032490",-1.50591002946338,-1.5357626634922,NA,NA,NA,NA
"638","Ofaveolata032618",4.74875237879368,1.34221167453766,NA,NA,NA,NA
"639","Ofaveolata032619",2.51489409678786,8.09511745639092,NA,NA,NA,NA
"640","Ofaveolata032629",-1.55310453350159,-2.99257181821215,NA,NA,NA,NA
"641","Ofaveolata032719",1.41532319979056,4.89346414588253,"Rap protein signal transduction","Lipid transport and metabolism",NA,NA
"642","Ofaveolata032836",4.61264750135693,14.3779217334546,NA,NA,NA,NA
"643","Ofaveolata032893",-1.38485032937516,-4.20629715095363,NA,NA,NA,NA
"644","Ofaveolata032996",1.67981383660624,1.03190181178974,NA,NA,NA,NA
"645","Ofaveolata033081",-1.3898204241925,-7.45293056473186,"Ubiquitin homologues","Posttranslational modification, protein turnover, chaperones",NA,NA
"646","Ofaveolata033223",-2.13401267027183,-2.93715292974732,"suppressor of cytokine signaling","Signal transduction mechanisms",NA,NA
"647","Ofaveolata033267",-1.52953259190636,-2.94592940855684,"glucuronosyltransferase activity","Carbohydrate transport and metabolism",NA,NA
"648","Ofaveolata033376",-2.51298037413534,-1.98704749073161,NA,NA,NA,NA
"649","Ofaveolata033404",-2.27736260247677,-2.71339951995481,"beta-tubulin binding","Transcription",NA,NA
"650","Ofaveolata033414",1.33118695275368,1.91213084327673,"Iron/manganese superoxide dismutases, C-terminal domain","Inorganic ion transport and metabolism",NA,NA
"651","Ofaveolata033445",1.11478435926926,3.70107585772968,"catalytic activity. It is involved in the biological process described with metabolic process","",NA,NA
"652","Ofaveolata033492",1.16983085081045,9.12525217812412,"fibroblast growth factor receptor binding",NA,NA,NA
"653","Ofaveolata033543",-2.09306657589351,-3.38840603037272,NA,NA,NA,NA
"654","Ofaveolata033584",3.74776629972124,1.7964493104737,NA,NA,NA,NA
"655","Ofaveolata033590",1.90597198529873,1.62840552311648,"DNA primase activity","Replication, recombination and repair",NA,NA
"656","Ofaveolata033700",2.85868078256789,8.11208797298696,"Collagen triple helix repeat containing 1",NA,NA,NA
"657","Ofaveolata033704",4.04855102780869,2.3730246929746,NA,NA,NA,NA
"658","Ofaveolata033708",1.4987687987468,1.92210937599479,"Proteasome activator complex subunit 4","Amino acid transport and metabolism",NA,NA
"659","Ofaveolata033710",1.78483430074928,1.10303399991524,"proteasomal ubiquitin-independent protein catabolic process",NA,NA,NA
"660","Ofaveolata033711",1.49401915133289,6.26501448378574,"p21(CDKN1A)-activated kinase 7","Signal transduction mechanisms",NA,NA
"661","Ofaveolata033713",1.4069473594994,4.32537371452639,NA,NA,NA,NA
"662","Ofaveolata033714",2.98617245079509,7.37592091644456,NA,NA,NA,NA
"663","Ofaveolata033717",1.21164354819848,3.72602202495528,"Proteasome activator complex subunit 4","Amino acid transport and metabolism",NA,NA
"664","Ofaveolata033823",1.46506479282839,1.34434625913302,"metalloaminopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"665","Ofaveolata033895",-2.71352865216122,-5.9542874340635,NA,NA,NA,NA
"666","Ofaveolata033921",1.87057395532825,4.71874671833205,NA,NA,NA,NA
"667","Ofaveolata033934",-1.5697892121487,-2.72211229518475,NA,NA,NA,NA
"668","Ofaveolata033949",-1.46252091299691,-1.82011131159862,NA,NA,NA,NA
"669","Ofaveolata033957",-3.71378053867118,-4.41019528076579,NA,NA,NA,NA
"670","Ofaveolata034141",-1.11084092364917,-1.41247052187664,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",NA,NA
"671","Ofaveolata034150",1.30766091245563,1.33481569931412,"Broad-Complex, Tramtrack and Bric a brac",NA,NA,NA
"672","Ofaveolata034192",-1.18773794770961,-1.28071662228307,"oxygen carrier activity","Energy production and conversion",NA,NA
"673","Ofaveolata034195",-4.11795290573622,-3.81309006104742,NA,NA,NA,NA
"674","Ofaveolata034209",-1.72430863107974,-3.75879587282984,NA,NA,NA,NA
"675","Ofaveolata034305",1.04110883103132,-1.55788832148336,NA,NA,NA,NA
"676","Ofaveolata034345",-5.11481039394999,-4.59026524872655,NA,NA,NA,NA
"677","Ofaveolata034462",1.54435442196661,6.34240488367471,NA,NA,NA,NA
"678","Ofaveolata034571",2.69861385466346,5.06654237349539,NA,NA,NA,NA
"679","Ofaveolata034622",-2.97157525485004,-1.20917865476286,NA,NA,NA,NA
"680","Ofaveolata034700",-1.16346264359511,-1.46024913154698,NA,NA,NA,NA
"681","Ofaveolata034846",-1.39565294383937,-1.22976941998447,NA,NA,NA,NA
"682","Ofaveolata034868",1.87930907956458,1.80606165991356,NA,NA,NA,NA
"683","Ofaveolata034882",1.49183319250721,1.35651678317104,NA,NA,NA,NA
"684","Ofaveolata034890",4.17888270867491,1.9619089902121,NA,NA,NA,NA
"685","Ofaveolata034915",-3.71378053867118,-2.84050738822674,"Ribonuclease H protein","Amino acid transport and metabolism",NA,NA
"686","Ofaveolata034956",-1.41532319979056,-2.36911230377553,NA,NA,NA,NA
"687","Ofaveolata034961",1.4540404402317,4.2054940771864,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","Nucleotide transport and metabolism",NA,NA
"688","Ofaveolata034991",1.60073223087,1.78972049452129,"Collagen triple helix",NA,NA,NA
"689","Ofaveolata034994",1.85715260451272,2.69339625974778,"Collagen triple helix",NA,NA,NA
"690","Ofaveolata034996",-1.00257864576173,-6.18262345758696,NA,NA,NA,NA
"691","Ofaveolata035012",-1.13369821955432,-2.42760881810994,NA,NA,NA,NA
"692","Ofaveolata035015",-1.68522104586851,-1.68992905517205,NA,NA,NA,NA
"693","Ofaveolata035074",-2.02427319626981,-2.09688967128669,NA,NA,NA,NA
"694","Ofaveolata035075",-1.97220367268779,-7.5389715453056,NA,NA,NA,NA
"695","Ofaveolata035076",-3.96309376901492,-6.37062528042162,NA,NA,NA,NA
"696","Ofaveolata035181",-1.66418577889627,-5.58987262432232,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"697","Ofaveolata035182",-1.60915990496092,-6.96858122752843,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"698","Ofaveolata035201",-1.67339996793855,-4.08804833815704,NA,NA,NA,NA
"699","Ofaveolata035242",-2.18121815971159,-1.29097609909062,"Ribonuclease H protein","Amino acid transport and metabolism",NA,NA
"700","Ofaveolata035338",1.72565326862706,2.1210403232279,NA,NA,NA,NA
"701","Ofaveolata035380",-1.7870369873135,-1.16455903557805,NA,NA,NA,NA
"702","Ofaveolata035382",-3.31403546019261,-1.96092100714463,"-","",NA,NA
"703","Ofaveolata035421",-1.50435087892741,-2.02834466453528,"heterochromatin maintenance",NA,NA,NA
"704","Ofaveolata035463",1.5871231383064,8.89817649654755,NA,NA,NA,NA
"705","Ofaveolata035507",-1.16807219099303,-1.74564973239827,NA,NA,NA,NA
"706","Ofaveolata035510",2.43589245492379,2.57454782122683,NA,NA,NA,NA
"707","Ofaveolata035558",1.04773755289226,1.2253899398814,"monooxygenase activity","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"708","Ofaveolata035589",-1.35973097220786,-5.93403244788612,"BTB POZ domain-containing protein",NA,NA,NA
"709","Ofaveolata035591",-1.570715396095,-1.41599827290181,NA,NA,NA,NA
"710","Ofaveolata035608",-1.50591002946338,-1.10664550466366,NA,NA,NA,NA
"711","Ofaveolata035629",1.44011342420794,4.60265783786794,"osmolarity-sensing cation channel activity",NA,NA,NA
"712","Ofaveolata035679",1.80445437084978,1.37965087570946,NA,NA,NA,NA
"713","Ofaveolata035693",1.56965581005363,3.7274306777002,NA,NA,NA,NA
"714","Ofaveolata035744",1.78204616969268,7.82792835791342,"Domain of unknown function (DUF4419)",NA,NA,NA
"715","Ofaveolata035843",1.09865002140501,5.80761300380466,"transcription regulator activity","Translation, ribosomal structure and biogenesis",NA,NA
"716","Ofaveolata035872",2.18121815971159,2.88812130916435,NA,NA,NA,NA
"717","Ofaveolata035920",1.09012424191549,1.60261170144799,NA,NA,NA,NA
"718","Ofaveolata035923",-4.78506715644825,-6.82639587436853,"-","",NA,NA
"719","Ofaveolata036006",1.10374038533072,1.82384708015397,NA,NA,NA,NA
"720","Ofaveolata036018",1.570715396095,3.55264306504626,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"721","Ofaveolata036068",1.91632573282004,6.96099730837363,"pogo transposable element with KRAB domain","",NA,NA
"722","Ofaveolata036107",-2.1801527389059,-1.96472653526581,NA,NA,NA,NA
"723","Ofaveolata036167",-2.09940042930865,-3.48908726859608,NA,NA,NA,NA
"724","Ofaveolata036170",1.66854923633293,8.08321624624576,NA,NA,NA,NA
"725","Ofaveolata036196",-1.28779649381936,-1.27900616926414,NA,NA,NA,NA
"726","Ofaveolata036239",1.01984994870944,1.20914146139279,NA,NA,NA,NA
"727","Ofaveolata036247",2.49536574071034,2.99181413782465,"Amidohydrolase family","Nucleotide transport and metabolism",NA,NA
"728","Ofaveolata036268",-1.10658330337653,-2.40611115169997,NA,NA,NA,NA
"729","Ofaveolata036324",1.44403344738622,1.97311231697168,NA,NA,NA,NA
"730","Ofaveolata036368",1.09423407839396,4.96416973521772,NA,NA,NA,NA
"731","Ofaveolata036381",-1.18732291313175,-1.67384066815825,NA,NA,NA,NA
"732","Ofaveolata036385",2.25218505117341,2.60256400652705,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"733","Ofaveolata036405",1.86137642754722,2.91495951560721,NA,NA,NA,NA
"734","Ofaveolata036453",2.13401267027183,6.19185437966513,NA,NA,NA,NA
"735","Ofaveolata036474",1.18908459729574,2.04811168013715,NA,NA,NA,NA
"736","Ofaveolata036491",1.36514423088853,3.3845828424124,NA,NA,NA,NA
"737","Ofaveolata036508",-1.24226618296039,-7.8389751628192,"Ammonium transporter","Inorganic ion transport and metabolism",NA,NA
"738","Ofaveolata036547",1.43588990831374,10.2597260256011,NA,NA,NA,NA
"739","Ofaveolata036563",-1.39956649683075,-1.52933334440897,NA,NA,NA,NA
"740","Ofaveolata036573",-1.4422058818993,-3.89642362234818,NA,NA,NA,NA
"741","Ofaveolata000022",NA,NA,"nucleic acid-templated transcription","Carbohydrate transport and metabolism",-1.17531305490878,-2.73853065307238
"742","Ofaveolata000048",NA,NA,"Myosin, light chain 9b, regulatory","Signal transduction mechanisms",2.42669296449364,2.22812051405976
"743","Ofaveolata000063",NA,NA,NA,NA,2.3061800234866,2.53683332708662
"744","Ofaveolata000077",NA,NA,"transmembrane transport","Carbohydrate transport and metabolism",-1.18412735699009,-5.34726951720665
"745","Ofaveolata000089",NA,NA,NA,NA,-1.21694808690642,-1.50304542193692
"746","Ofaveolata000091",NA,NA,NA,NA,-3.08642034599166,-4.61142706198209
"747","Ofaveolata000147",NA,NA,"Major Vault Protein repeat","Cytoskeleton",-1.3021013583241,-4.21703733361989
"748","Ofaveolata000175",NA,NA,"Hematopoietically-expressed homeobox protein","Transcription",1.03663303247077,2.16408214882919
"749","Ofaveolata000187",NA,NA,"guanine nucleotide-binding protein","",1.00645701925487,2.50552511806294
"750","Ofaveolata000233",NA,NA,NA,NA,-2.71934583849193,-1.90892337386289
"751","Ofaveolata000236",NA,NA,NA,NA,1.76113233315403,2.13997940311816
"752","Ofaveolata000240",NA,NA,NA,NA,2.07224769317649,1.61782052997119
"753","Ofaveolata000259",NA,NA,NA,NA,1.38890938568602,9.09239015694282
"754","Ofaveolata000263",NA,NA,"GTP binding. It is involved in the biological process described with",NA,-1.82940757793758,-3.47164295900704
"755","Ofaveolata000300",NA,NA,"oxidoreductase activity","Secondary metabolites biosynthesis, transport and catabolism",1.07964050423591,2.02301848262829
"756","Ofaveolata000332",NA,NA,"Ion channel","Inorganic ion transport and metabolism",1.03919445189707,2.31705813305074
"757","Ofaveolata000356",NA,NA,NA,NA,2.59405094723489,2.90412812411439
"758","Ofaveolata000448",NA,NA,"SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.",NA,-1.53962244684585,-5.01706432163256
"759","Ofaveolata000461",NA,NA,NA,NA,1.03982619378084,2.89838834072373
"760","Ofaveolata000487",NA,NA,"endosomal transport",NA,-1.04452525211482,-1.94861056107154
"761","Ofaveolata000513",NA,NA,NA,NA,1.13234720672685,1.96049429948112
"762","Ofaveolata000519",NA,NA,"sulfuric ester hydrolase activity","Inorganic ion transport and metabolism",1.05644350183708,1.595585666802
"763","Ofaveolata000524",NA,NA,NA,NA,-3.68121442110129,-4.00805583649423
"764","Ofaveolata000552",NA,NA,"negative regulation of serine-type peptidase activity",NA,2.42669296449364,5.00613755152414
"765","Ofaveolata000589",NA,NA,"acylpyruvate hydrolase activity","Secondary metabolites biosynthesis, transport and catabolism",1.07321230098884,2.03702733621684
"766","Ofaveolata000666",NA,NA,"allantoicase activity","Nucleotide transport and metabolism",1.08542447551308,4.77733630766103
"767","Ofaveolata000715",NA,NA,NA,NA,2.39666194345163,1.38645836160436
"768","Ofaveolata000720",NA,NA,"alpha1-adrenergic receptor activity","Signal transduction mechanisms",-1.06711684577,-1.40912559590359
"769","Ofaveolata000769",NA,NA,"Thrombospondin-type laminin G domain and EAR","Extracellular structures",1.26184137009946,1.11831221206537
"770","Ofaveolata000801",NA,NA,NA,NA,-3.04156643455156,-6.75615319409396
"771","Ofaveolata000813",NA,NA,"actin binding","Cytoskeleton",1.15818416406175,3.3352932875296
"772","Ofaveolata000822",NA,NA,"Putative DNA-binding domain","Transcription",1.57814274841106,2.20411959161994
"773","Ofaveolata000826",NA,NA,NA,NA,-1.47046119202647,-2.7028162202552
"774","Ofaveolata000836",NA,NA,"assembly factor 2",NA,1.19357649548224,6.6362604423542
"775","Ofaveolata000858",NA,NA,NA,NA,-1.64970776925015,-9.16879703998134
"776","Ofaveolata000877",NA,NA,"homeobox","Transcription",1.31552698551899,2.32334251365691
"777","Ofaveolata000882",NA,NA,"cortical actin cytoskeleton organization","Replication, recombination and repair",-1.19326593821208,-2.54198081907574
"778","Ofaveolata000890",NA,NA,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",-2.3061800234866,-1.03651815855351
"779","Ofaveolata000900",NA,NA,"peptidyl-lysine oxidation","Signal transduction mechanisms",1.9100883202498,1.24723018762521
"780","Ofaveolata000938",NA,NA,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",-1.14382964828047,-3.00389696712815
"781","Ofaveolata000948",NA,NA,"NFX1-type zinc finger-containing protein","Replication, recombination and repair",-1.44203382955625,-1.48930906379572
"782","Ofaveolata001007",NA,NA,NA,NA,3.69254435550824,14.9615326570986
"783","Ofaveolata001022",NA,NA,"manganese ion binding","Posttranslational modification, protein turnover, chaperones",1.13216617632921,1.50864674212116
"784","Ofaveolata001030",NA,NA,NA,NA,-1.59084824190164,-3.03532778489343
"785","Ofaveolata001050",NA,NA,"Phytanoyl-CoA dioxygenase (PhyH)","Lipid transport and metabolism",3.62881022117422,4.6392447793699
"786","Ofaveolata001053",NA,NA,"Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes","",-2.57532235548035,-7.35922163824194
"787","Ofaveolata001056",NA,NA,"Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes","",1.40816595860669,1.52576198503316
"788","Ofaveolata001125",NA,NA,NA,NA,-2.23364974482043,-5.96844026825186
"789","Ofaveolata001153",NA,NA,"Belongs to the glycosyltransferase 43 family","Posttranslational modification, protein turnover, chaperones",-1.48173931792671,-4.71142507199023
"790","Ofaveolata001169",NA,NA,"plasma membrane repair","Cell wall/membrane/envelope biogenesis",1.97781842875784,1.07099187791305
"791","Ofaveolata001181",NA,NA,"SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member","Transcription",1.00740884560417,1.90859007539362
"792","Ofaveolata001199",NA,NA,"protein polyubiquitination",NA,-1.04951256110791,-1.14474055524912
"793","Ofaveolata001243",NA,NA,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",1.9100883202498,2.12046703785746
"794","Ofaveolata001246",NA,NA,NA,NA,1.15767186061847,2.23046052877402
"795","Ofaveolata001258",NA,NA,"homophilic cell adhesion via plasma membrane adhesion molecules","Posttranslational modification, protein turnover, chaperones",1.27074365913332,1.25284941479755
"796","Ofaveolata001267",NA,NA,"Phosphatidylethanolamine-binding protein","Transcription",2.19432884447925,2.36012302421852
"797","Ofaveolata001294",NA,NA,"ubiquitin-protein transferase activity",NA,1.41253895777193,4.95355723272395
"798","Ofaveolata001328",NA,NA,NA,NA,-1.05322705710422,-2.09534033405801
"799","Ofaveolata001337",NA,NA,"spermatogenesis","",-1.33280821498728,-1.15391915623974
"800","Ofaveolata001372",NA,NA,"Ion transport protein","",-1.55895929250419,-8.28413662726243
"801","Ofaveolata001409",NA,NA,NA,NA,1.0756807247781,3.78388437722312
"802","Ofaveolata001418",NA,NA,"nuclear export signal receptor activity","",-1.09936302604692,-4.48803548385959
"803","Ofaveolata001423",NA,NA,NA,NA,1.69054220733805,6.81042061906988
"804","Ofaveolata001427",NA,NA,"leucine-rich repeat serine threonine-protein kinase","Signal transduction mechanisms",2.16581298014609,5.98757706414777
"805","Ofaveolata001445",NA,NA,"protein transport","Posttranslational modification, protein turnover, chaperones",-1.30334956832485,-3.96300770951023
"806","Ofaveolata001487",NA,NA,"establishment of synaptic vesicle localization",NA,1.09884931716678,1.07405665077752
"807","Ofaveolata001554",NA,NA,"extracellular matrix constituent secretion","Transcription",1.26176195615985,2.11410994918128
"808","Ofaveolata001596",NA,NA,NA,NA,1.34839454022503,3.52428899516468
"809","Ofaveolata001597",NA,NA,NA,NA,1.19644416022934,2.41246548350961
"810","Ofaveolata001610",NA,NA,NA,NA,1.48844045749418,3.87829139626954
"811","Ofaveolata001681",NA,NA,"vitellogenesis","Transcription",1.23551265055986,5.21962857618455
"812","Ofaveolata001684",NA,NA,NA,NA,-1.51557885643862,-3.62966549122621
"813","Ofaveolata001761",NA,NA,"acidic dipeptidase","",-1.68602962901064,-1.32722258884803
"814","Ofaveolata001834",NA,NA,NA,NA,1.59892750837614,1.70718324787123
"815","Ofaveolata001846",NA,NA,"Ion transport protein","Inorganic ion transport and metabolism",-1.87291614601459,-1.23833073355653
"816","Ofaveolata001861",NA,NA,"PRELI domain-containing protein 2",NA,-1.01041342073025,-1.73095838840003
"817","Ofaveolata001924",NA,NA,NA,NA,1.59521242567264,3.70758848622097
"818","Ofaveolata001931",NA,NA,"Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide","Inorganic ion transport and metabolism",-1.01266989962393,-2.34666626379337
"819","Ofaveolata001962",NA,NA,NA,NA,1.01266989962393,3.36058028864705
"820","Ofaveolata002015",NA,NA,"arachidonic acid secretion","Lipid transport and metabolism",-1.81344292011805,-3.54151314706993
"821","Ofaveolata002157",NA,NA,NA,NA,-1.09930268573269,-1.37879338694296
"822","Ofaveolata002169",NA,NA,"myosin regulatory light chain interacting protein","Posttranslational modification, protein turnover, chaperones",1.52038313941013,1.7649666946497
"823","Ofaveolata002182",NA,NA,"neurotransmitter:sodium symporter activity","Signal transduction mechanisms",1.87625154845919,3.16702110296433
"824","Ofaveolata002209",NA,NA,"WD repeat-containing protein",NA,1.25002963811367,1.08262387862335
"825","Ofaveolata002210",NA,NA,"potassium voltage-gated channel","Inorganic ion transport and metabolism",1.18278727879431,1.80693495012781
