"","comparison","gene","lpv.LC_CC","lpv.CH_CC","lpv.LH_CC","annot","KOG"
"76","stress_control","Ofaveolata004231",-3.50306226096687,-5.90399513066477,-5.93162448401328,NA,NA
"77","stress_control","Ofaveolata004474",-1.65646814313307,-2.28146101196788,-1.40442704590089,"ubiquitin-like protein ligase activity","Posttranslational modification, protein turnover, chaperones"
"78","stress_control","Ofaveolata004508",-1.44374307101311,-1.17465060513638,-1.05926863023356,"Thrombospondin type 1 repeats","Signal transduction mechanisms"
"79","stress_control","Ofaveolata004537",-1.05180362081581,-2.99108988937115,-3.37492152704116,NA,NA
"80","stress_control","Ofaveolata004538",-1.19918850590652,-2.15013098626166,-1.77361545605422,"Transmembrane protein 181",NA
"81","stress_control","Ofaveolata004811",-1.74948569970858,3.54764604467852,2.61090644258439,NA,NA
"82","stress_control","Ofaveolata004828",-3.11443185185854,-2.52069741549901,-2.16510991148596,NA,NA
"83","stress_control","Ofaveolata004830",-1.53297695326702,-2.98805748166568,-1.39039582620568,NA,NA
"84","stress_control","Ofaveolata004859",-1.19918850590652,-2.63740937319113,-2.13489708439505,NA,NA
"85","stress_control","Ofaveolata004949",1.60538096734128,-10.2024846159936,-8.08496333100197,"-",""
"86","stress_control","Ofaveolata005158",1.35922286300601,-8.25974276228131,-5.75400644973863,NA,NA
"87","stress_control","Ofaveolata005198",-1.19376770569736,-1.90579779993416,-2.19603173692146,"calcium ion binding","Intracellular trafficking, secretion, and vesicular transport"
"88","stress_control","Ofaveolata005263",1.49062191343209,-6.72663369539301,-4.46705394724856,"negative chemotaxis",NA
"89","stress_control","Ofaveolata005301",-1.75093618094183,-3.06108194157872,-3.31033443885908,"iron-sulfur transferase activity","Energy production and conversion"
"90","stress_control","Ofaveolata005305",-2.70696188636589,-7.56334153896773,-5.70480784405145,"zinc ion binding","Cell cycle control, cell division, chromosome partitioning"
"91","stress_control","Ofaveolata005370",-1.43758761511755,-8.11257938638221,-4.7158123951043,"cellular iron ion homeostasis","Secondary metabolites biosynthesis, transport and catabolism"
"92","stress_control","Ofaveolata005418",-2.3794890203152,-3.12522127953291,-4.58807865068343,"molting cycle, collagen and cuticulin-based cuticle",""
"93","stress_control","Ofaveolata005419",-2.66394824306671,-2.88268212753006,-4.5094564583519,"molting cycle, collagen and cuticulin-based cuticle",""
"94","stress_control","Ofaveolata005486",-2.55817824809993,-3.39836954461338,-5.30526359556161,"L-iditol 2-dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism"
"95","stress_control","Ofaveolata005513",-1.39830286844304,-1.4136807189904,-1.03666683086496,"Hemimethylated DNA-binding protein YccV like",""
"96","stress_control","Ofaveolata005554",-1.1671794491391,-1.03553904053344,-2.7710478492035,NA,NA
"97","stress_control","Ofaveolata005736",1.9470773631423,-2.67915196291641,-1.48904279536902,"Kinesin motor, catalytic domain. ATPase.","Cytoskeleton"
"98","stress_control","Ofaveolata005887",-2.76112546492868,-6.62307736408425,-7.27866581413807,"Dienelactone hydrolase family","Posttranslational modification, protein turnover, chaperones"
"99","stress_control","Ofaveolata005955",-1.77212137843267,-2.73459964672615,-2.04320207936819,"endosomal transport","Intracellular trafficking, secretion, and vesicular transport"
"100","stress_control","Ofaveolata005956",-2.4735630102041,-1.65950613849696,-1.11255718288425,"skeletal muscle fiber development",NA
"101","stress_control","Ofaveolata005964",2.22049672329102,1.336983417807,1.26293366038961,"Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones"
"102","stress_control","Ofaveolata005998",1.77173390719226,1.95758517808784,1.94011302081397,"CAAX-box protein maturation","Posttranslational modification, protein turnover, chaperones"
"103","stress_control","Ofaveolata006107",-2.52761318973005,-1.41498432620045,-3.96355719385976,"bisphosphoglycerate 3-phosphatase activity",NA
"104","stress_control","Ofaveolata006198",-1.21830185912115,-1.09712765558548,-2.70642005434443,NA,NA
"105","stress_control","Ofaveolata006253",1.75284224130266,-6.47340206230241,-5.52176828000817,NA,NA
"106","stress_control","Ofaveolata006294",1.73685858325787,2.41256115542051,2.02918236979319,"cell-matrix adhesion","Signal transduction mechanisms"
"107","stress_control","Ofaveolata006370",1.68585938402095,-24.3087723346476,-18.0000227777138,NA,NA
"108","stress_control","Ofaveolata006376",-1.77173390719226,-4.19137767912158,-2.30105874818988,NA,NA
"109","stress_control","Ofaveolata006433",1.2534106617284,3.06593733825988,2.64627892796761,NA,NA
"110","stress_control","Ofaveolata006443",-1.13182044578935,-1.86483943982746,-1.40685782602653,NA,NA
"111","stress_control","Ofaveolata006566",-2.63609619412422,-1.81442515496766,-5.05243551391969,"barrier to autointegration factor 1",""
"112","stress_control","Ofaveolata006691",-1.56747326299723,-2.43032666573282,-1.80795992540466,"rRNA (uridine-2'-O-)-methyltransferase activity","Cell cycle control, cell division, chromosome partitioning"
"113","stress_control","Ofaveolata006897",-1.21004527366711,-1.33500911287594,-1.96671099059073,NA,NA
"114","stress_control","Ofaveolata006910",-3.75527196991342,-13.3362638153009,-13.5375683513573,"-",""
"115","stress_control","Ofaveolata007062",2.69860473187639,-1.06589567228937,-1.00580691056489,"Pentafunctional AROM polypeptide-like","Amino acid transport and metabolism"
"116","stress_control","Ofaveolata007104",-1.22531660595622,-2.22918560638976,-3.7445648208979,"dynactin binding","Intracellular trafficking, secretion, and vesicular transport"
"117","stress_control","Ofaveolata007437",1.53502080355042,15.9665557352267,13.5590796028526,"acetyl-CoA metabolic process","Energy production and conversion"
"118","stress_control","Ofaveolata007460",-1.16993881135695,-1.34158149414455,-1.59470796761809,NA,NA
"119","stress_control","Ofaveolata007927",-3.11443185185854,-3.57538821925591,-2.99052901210526,"asparaginase activity","Amino acid transport and metabolism"
"120","stress_control","Ofaveolata007940",1.3764929971942,-2.75272480451081,-1.60376559136273,"Globin","Energy production and conversion"
"121","stress_control","Ofaveolata007956",-1.77212137843267,-2.79847399840112,-1.85175757633033,"E3 ubiquitin-protein ligase synoviolin","Posttranslational modification, protein turnover, chaperones"
"122","stress_control","Ofaveolata007989",-1.04368674130592,-3.44108100818614,-3.94349426405518,"subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors","Signal transduction mechanisms"
"123","stress_control","Ofaveolata008090",-1.20597755974371,-1.02897416377692,-1.7143114465357,NA,NA
"124","stress_control","Ofaveolata008149",-1.50699431576785,-3.67081188974158,-5.69951415661052,NA,NA
"125","stress_control","Ofaveolata008257",1.53297695326702,-6.50509381087829,-4.81221667014029,NA,NA
"126","stress_control","Ofaveolata008267",1.03087653412954,-4.17394155779831,-1.93243246644363,"peroxidase activity","Signal transduction mechanisms"
"127","stress_control","Ofaveolata008394",2.0991352826723,-23.7791279089227,-18.3952301833478,"peptidyl-prolyl cis-trans isomerase activity","Posttranslational modification, protein turnover, chaperones"
"128","stress_control","Ofaveolata008535",2.15655636550059,-2.57569365622278,-1.3266331668638,NA,NA
"129","stress_control","Ofaveolata009043",1.04066910020117,-4.51191940839615,-2.7710478492035,NA,NA
"130","stress_control","Ofaveolata009049",1.26196218079518,-2.44637368134559,-1.67980051714908,NA,NA
"131","stress_control","Ofaveolata009257",2.50613782739102,-1.52072448122382,-1.04889777994568,"Belongs to the glycosyltransferase 43 family","Posttranslational modification, protein turnover, chaperones"
"132","stress_control","Ofaveolata009302",2.51452990634379,-9.52944462800291,-5.91813436241795,"neurogenic locus notch homolog protein","Signal transduction mechanisms"
"133","stress_control","Ofaveolata009338",-1.22683690421796,-2.91098207991236,-3.84253747064121,NA,NA
"134","stress_control","Ofaveolata009407",-1.2676100009965,-3.62872172044744,-3.82676016422539,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms"
"135","stress_control","Ofaveolata009599",-2.45204698507145,2.25192370814777,2.27478721927577,NA,NA
"136","stress_control","Ofaveolata009607",-1.4450259987609,-1.49612283977896,-1.88229016594063,NA,NA
"137","stress_control","Ofaveolata009789",-1.04368674130592,-1.09386584173779,-1.28369169320455,NA,NA
"138","stress_control","Ofaveolata010071",-1.45608923166815,2.20424806101115,1.84582712760869,NA,NA
"139","stress_control","Ofaveolata010190",2.44985647966811,5.0809244415307,4.13398611723233,"neurotrophin receptor activity","Signal transduction mechanisms"
"140","stress_control","Ofaveolata010222",2.76112546492868,-3.31931184061921,-3.50886499925949,NA,NA
"141","stress_control","Ofaveolata010299",-1.60278987864725,-1.79466515331773,-3.43754939039081,"acyl-coenzyme A thioesterase",NA
"142","stress_control","Ofaveolata010384",-2.23659552409882,-2.8554939731791,-3.21528562658931,"procollagen-proline 3-dioxygenase activity",NA
"143","stress_control","Ofaveolata010491",-1.0852187429104,-1.47149112879792,-1.36618189029529,"Arrestin (or S-antigen), N-terminal domain",NA
"144","stress_control","Ofaveolata010511",-1.9920992900887,-2.64019005376169,-4.14769096401738,NA,NA
"145","stress_control","Ofaveolata010570",1.7467672256942,-4.31961685432578,-2.09092242963556,NA,NA
"146","stress_control","Ofaveolata010732",-1.73601640785883,-4.2094288431406,-2.40875533861056,"positive regulation of TOR signaling",NA
"147","stress_control","Ofaveolata010794",-1.09608990474356,2.39302469841433,1.09078043115806,"D-arabinitol dehydrogenase 1-like","Secondary metabolites biosynthesis, transport and catabolism"
"148","stress_control","Ofaveolata010796",1.46856701711333,-6.76400692103824,-4.80529398856716,"glutathione peroxidase activity","Posttranslational modification, protein turnover, chaperones"
"149","stress_control","Ofaveolata011077",3.75527196991342,1.31402281115521,1.48815185435366,"neuronal",NA
"150","stress_control","Ofaveolata011147",-2.70696188636589,-2.83626773487227,-3.71916335807287,"cysteine-type endopeptidase inhibitor activity",NA
"151","stress_control","Ofaveolata011228",-1.2747702071768,-2.39090481598096,-1.86838145225044,"negative regulation of protein localization to centrosome","Nuclear structure"
"152","stress_control","Ofaveolata011375",-2.50271832199385,-1.27292806899148,-4.24339773151197,"Universal stress protein family","Signal transduction mechanisms"
"153","stress_control","Ofaveolata011707",-1.05932089822565,-1.61993962284081,-1.6076050111386,NA,NA
"154","stress_control","Ofaveolata012632",2.07024975351726,-5.9526848521637,-3.97885496324555,NA,NA
"155","stress_control","Ofaveolata012655",1.33063838993531,-2.66045228689368,-2.08409263000605,"zinc ion binding","Posttranslational modification, protein turnover, chaperones"
"156","stress_control","Ofaveolata012694",1.33227978177128,-12.587589297146,-10.8266918083731,NA,NA
"157","stress_control","Ofaveolata012700",2.3582261484006,-1.1171703427108,-1.02417868486577,NA,NA
"158","stress_control","Ofaveolata012701",1.92434105512238,-4.12516510887478,-1.34984914831171,NA,NA
"159","stress_control","Ofaveolata012705",1.18657642694193,-9.03174236373255,-6.39921538514677,NA,NA
"160","stress_control","Ofaveolata012707",1.01169070625315,-4.65651399763957,-2.1636302867768,NA,NA
"161","stress_control","Ofaveolata012708",1.31377641814493,-4.58717657292032,-5.28826091540357,NA,NA
"162","stress_control","Ofaveolata012743",-1.21317102157592,-1.32133623239856,-1.97340881359939,NA,NA
"163","stress_control","Ofaveolata012750",1.89395319267637,1.14849019268965,2.26143453347236,NA,NA
"164","stress_control","Ofaveolata012781",-1.70267074934397,-2.90278990719615,-2.23770347314656,NA,NA
"165","stress_control","Ofaveolata012899",1.48928967764195,-3.31527657560434,-1.93495446821308,"sulfuric ester hydrolase activity","Inorganic ion transport and metabolism"
"166","stress_control","Ofaveolata012935",-1.50310296352595,-2.53803084701144,-1.05410255188071,"histone binding","Replication, recombination and repair"
"167","stress_control","Ofaveolata012985",-1.21830185912115,-6.00895278995475,-7.65264682438944,NA,NA
"168","stress_control","Ofaveolata013087",-1.90199470637911,12.3107945565034,9.94259926190258,"calcium ion binding",""
"169","stress_control","Ofaveolata013095",-2.73057835907215,-8.58680112361213,-8.99716929059722,NA,NA
"170","stress_control","Ofaveolata013287",-1.09771454828816,-1.81269191959882,-3.62647412051366,"Si dkey-5i3.5","Cell cycle control, cell division, chromosome partitioning"
"171","stress_control","Ofaveolata013348",-1.03437208819911,-1.24251479437417,-3.69873225506857,NA,NA
"172","stress_control","Ofaveolata013368",-2.65390160025894,-4.7950974155817,-6.08304464715823,NA,NA
"173","stress_control","Ofaveolata013370",-2.75704042128282,-6.67304835024071,-6.28327047582608,NA,NA
"174","stress_control","Ofaveolata013386",-2.3530242027685,-2.13678025332537,-1.77117963751264,NA,NA
"175","stress_control","Ofaveolata013485",-1.93064546206095,-2.86053552006415,-2.6872262493758,"glycogen (starch) synthase activity","Carbohydrate transport and metabolism"
"176","stress_control","Ofaveolata013730",-1.26003627448395,-1.77503938454885,-3.09296494722368,NA,NA
"177","stress_control","Ofaveolata013818",-1.22523667662003,-4.12383651214081,-6.96261743253236,"Glutathione S-transferase, N-terminal domain","Posttranslational modification, protein turnover, chaperones"
"178","stress_control","Ofaveolata013894",-2.52817472155021,-2.81331282666201,-2.27367759009135,"cilium disassembly","Cytoskeleton"
"179","stress_control","Ofaveolata013965",-1.54657415998636,-1.88314988846244,-2.08409263000605,NA,NA
"180","stress_control","Ofaveolata014189",1.8451027477164,-2.79079932949294,-2.10513135665231,"alpha-L-fucosidase activity","Carbohydrate transport and metabolism"
"181","stress_control","Ofaveolata014321",-1.20388841632919,-2.44809358314255,-2.05183656259848,NA,NA
"182","stress_control","Ofaveolata014545",-1.2617060226448,-2.39589173110382,-3.50671681788844,"Meiosis expressed gene 1 protein homolog",NA
"183","stress_control","Ofaveolata014737",-1.22683690421796,-1.14235224393418,-2.57318555485333,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms"
"184","stress_control","Ofaveolata014914",2.32335254612239,-1.72051281485042,-1.423335853696,"Dermatopontin",NA
"185","stress_control","Ofaveolata014970",-1.66570905553085,-1.66444813326895,-2.16390970516781,"negative regulation of protein localization to ciliary membrane",NA
"186","stress_control","Ofaveolata014975",2.08682592207563,-12.0187311964293,-6.5186300094398,NA,NA
"187","stress_control","Ofaveolata014995",-1.24467395552498,-1.02116757120956,-1.79294230538317,"Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks","Cytoskeleton"
"188","stress_control","Ofaveolata015101",-1.41037629814796,-9.02519435130286,-9.94485029822982,NA,NA
"189","stress_control","Ofaveolata015217",-1.05530810923278,-3.61935782501312,-1.23165790115497,"O-fucosyltransferase 2","Carbohydrate transport and metabolism"
"190","stress_control","Ofaveolata015357",-1.02605050319736,-4.86687247479937,-4.80529398856716,"vesicle fusion with Golgi apparatus","Intracellular trafficking, secretion, and vesicular transport"
"191","stress_control","Ofaveolata015516",-1.31325540482869,-2.78161407799695,-1.57750709542782,NA,NA
"192","stress_control","Ofaveolata015525",-1.27382652985221,1.59054039366827,1.76116606563175,NA,NA
"193","stress_control","Ofaveolata015532",-1.41152545682127,-1.51984337066718,-1.61533693344449,"ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism"
"194","stress_control","Ofaveolata015761",-1.68597606440008,-1.38366900096074,-1.15223629784604,"carbohydrate binding",""
"195","stress_control","Ofaveolata015856",-8.93959062440356,-1.02810202912134,-5.01306936586792,NA,NA
"196","stress_control","Ofaveolata016020",1.70165540738826,5.85963748269041,5.29436852094611,"Universal stress protein family","Signal transduction mechanisms"
"197","stress_control","Ofaveolata016131",1.05475910964598,-8.58783758380048,-5.07739015081717,NA,NA
"198","stress_control","Ofaveolata016157",-1.09630831882846,-3.1724800377616,-5.90542783555739,NA,NA
"199","stress_control","Ofaveolata016246",1.03347590255697,-3.8404847588624,-3.48724141215132,NA,NA
"200","stress_control","Ofaveolata016252",1.56512081535679,-1.32955254049237,-1.48029167769442,NA,NA
"201","stress_control","Ofaveolata016255",2.09069410643556,-2.09305188200226,-1.21100822670272,NA,NA
"202","stress_control","Ofaveolata016258",2.3260250494036,-12.7616230021301,-7.54530584274784,NA,NA
"203","stress_control","Ofaveolata016260",2.23049486348853,-7.00066871265098,-3.44669146284746,NA,NA
"204","stress_control","Ofaveolata016327",-1.27210854607477,-2.76844323062574,-3.50799501025243,"ubiquitin-protein transferase activity",NA
"205","stress_control","Ofaveolata016434",-2.16698919184499,-2.82268496359863,-2.34750497833685,NA,NA
"206","stress_control","Ofaveolata016491",-2.68717104160046,-1.36988240213359,-3.13345447474842,NA,NA
"207","stress_control","Ofaveolata016588",1.68668624715093,-19.7113499581748,-13.8100525770299,NA,NA
"208","stress_control","Ofaveolata016589",1.68597606440008,-6.80785255498171,-4.41399463377332,NA,NA
"209","stress_control","Ofaveolata016590",2.5053212744702,-9.91753587445421,-7.38253692080384,NA,NA
"210","stress_control","Ofaveolata016591",1.89621430873026,-5.77037315761922,-3.38258859376813,NA,NA
"211","stress_control","Ofaveolata016596",1.46055299600868,-12.079804388673,-9.50799297276299,NA,NA
"212","stress_control","Ofaveolata016643",1.34978853970638,-10.2349603633209,-6.77108941942617,NA,NA
"213","stress_control","Ofaveolata016659",-1.2747702071768,-1.65435952916062,-2.50024701305601,"mitochondrial electron transport, NADH to ubiquinone","Energy production and conversion"
"214","stress_control","Ofaveolata016671",3.55370951490299,5.49268762794158,3.1384842055748,"NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 4",NA
"215","stress_control","Ofaveolata016958",-1.83059258291608,-2.85364021400483,-6.06444998861986,"organic anion transmembrane transporter activity","Transcription"
"216","stress_control","Ofaveolata016995",-2.76112546492868,-2.00457442841696,-2.39439931082412,"Thiamin pyrophosphokinase 1","Coenzyme transport and metabolism"
"217","stress_control","Ofaveolata017057",1.60355682564457,-9.68958361213789,-3.51402267749973,NA,NA
"218","stress_control","Ofaveolata017058",1.77273589598288,-9.91960592820442,-7.61469828545963,NA,NA
"219","stress_control","Ofaveolata017062",2.04182510891013,-14.97149561274,-10.055639665714,NA,NA
"220","stress_control","Ofaveolata017130",2.22884734357478,-2.00243167911632,-1.076012399665,NA,NA
"221","stress_control","Ofaveolata017138",1.2867135898304,-18.6712704769281,-12.996027311569,NA,NA
"222","stress_control","Ofaveolata017139",1.18425560821223,-19.400206743368,-12.9706716364868,NA,NA
"223","stress_control","Ofaveolata017140",1.36493592932428,-14.97149561274,-7.90652850339033,NA,NA
"224","stress_control","Ofaveolata017141",1.34978853970638,-20.5027937961732,-13.0604522844004,NA,NA
"225","stress_control","Ofaveolata017142",1.31759816373004,-13.9073054671599,-10.2865446869261,"Galactose binding lectin domain",NA
"226","stress_control","Ofaveolata017270",1.24129641445093,1.24286029297298,1.80716718778763,"negative regulation of Ras protein signal transduction","Signal transduction mechanisms"
"227","stress_control","Ofaveolata017337",-1.69608903356911,-2.63740937319113,-4.42646225639518,"Defective in cullin neddylation 1 domain containing",NA
"228","stress_control","Ofaveolata017468",-2.20204410243059,-3.17375820065368,-3.51764601542332,"Argininosuccinate","Amino acid transport and metabolism"
"229","stress_control","Ofaveolata017589",-2.1394113467082,-4.15013675663658,-2.61273023961037,NA,NA
